protein_id,reaction_id
Q2R483,RHEA:15549
Q2SKZ2,RHEA:15549
Q2UUH5,RHEA:15549
Q3BUE6,RHEA:15549
Q3IJW1,RHEA:15549
Q3KFI9,RHEA:15549
Q3ZUZ8,RHEA:15549
Q48KM8,RHEA:15549
Q4Q882,RHEA:15549
Q4WQH4,RHEA:15549
Q4ZVC0,RHEA:15549
Q54NY7,RHEA:15549
Q5AG73,RHEA:15549
Q5B787,RHEA:15549
Q5FRJ3,RHEA:15549
Q5FW37,RHEA:15549
Q5H0X8,RHEA:15549
Q5L1E0,RHEA:15549
Q5YQZ6,RHEA:15549
Q5ZLP2,RHEA:15549
Q60AP7,RHEA:15549
Q635P1,RHEA:15549
Q65KJ7,RHEA:15549
Q66E19,RHEA:15549
Q66I75,RHEA:15549
Q6BIX5,RHEA:15549
Q6CBB0,RHEA:15549
Q6CMZ9,RHEA:15549
Q6D1G1,RHEA:15549
Q6FJA5,RHEA:15549
Q6HEC7,RHEA:15549
Q6NU29,RHEA:15549
Q731R0,RHEA:15549
Q75CP5,RHEA:15549
Q75FG3,RHEA:15549
Q7PS09,RHEA:15549
Q7SF46,RHEA:15549
Q819E6,RHEA:15549
Q81MJ0,RHEA:15549
Q87C38,RHEA:15549
Q884P3,RHEA:15549
Q8EXC1,RHEA:15549
Q8P9N3,RHEA:15549
Q8PLG0,RHEA:15549
Q96GX9,RHEA:15549
Q9FN41,RHEA:15549
Q9HE08,RHEA:15549
Q9I342,RHEA:15549
Q9PBD5,RHEA:15549
Q9VY93,RHEA:15549
Q9WVQ5,RHEA:15549
C4M4T9,RHEA:15553
C4M633,RHEA:15553
O49623,RHEA:15553
P21327,RHEA:15553
P49441,RHEA:15553
P49442,RHEA:15553
Q42546,RHEA:15553
Q55F34,RHEA:15553
Q84VY5,RHEA:15553
Q8GY63,RHEA:15553
A0R3A7,RHEA:15557
P33593,RHEA:15557
P33594,RHEA:15557
P9WPT2,RHEA:15557
Q0SZJ3,RHEA:15557
Q0SZJ4,RHEA:15557
Q1R5D9,RHEA:15557
Q2RS21,RHEA:15557
Q2RS22,RHEA:15557
Q2YXY9,RHEA:15557
Q2YXZ0,RHEA:15557
Q31VE6,RHEA:15557
Q31VE7,RHEA:15557
Q32AQ1,RHEA:15557
Q32AQ2,RHEA:15557
Q3YW48,RHEA:15557
Q3YW49,RHEA:15557
Q5HG41,RHEA:15557
Q6G9I0,RHEA:15557
Q6GH27,RHEA:15557
Q6GH28,RHEA:15557
Q83J77,RHEA:15557
Q83J78,RHEA:15557
Q88HL0,RHEA:15557
Q88HL1,RHEA:15557
Q8FCM9,RHEA:15557
Q8FCN0,RHEA:15557
Q8FVM9,RHEA:15557
Q8FVN0,RHEA:15557
Q8NWT5,RHEA:15557
Q8NWT6,RHEA:15557
Q8X4L6,RHEA:15557
Q8X5U1,RHEA:15557
Q8YCN7,RHEA:15557
Q8YCN8,RHEA:15557
Q99UA2,RHEA:15557
Q99UA3,RHEA:15557
P55790,RHEA:15561
Q12120,RHEA:15561
K9NBS6,RHEA:15565
P37111,RHEA:15565
P37112,RHEA:15565
Q03154,RHEA:15565
Q08BB2,RHEA:15565
Q08BT9,RHEA:15565
Q2T9M7,RHEA:15565
Q32LT9,RHEA:15565
Q55DP8,RHEA:15565
Q5RFB0,RHEA:15565
Q5ZL18,RHEA:15565
Q6AYS7,RHEA:15565
Q6GTS8,RHEA:15565
Q6PTT0,RHEA:15565
Q8C165,RHEA:15565
Q99JW2,RHEA:15565
B3GSH5,RHEA:15573
D3KU66,RHEA:15573
D3KU67,RHEA:15573
P10950,RHEA:15573
P46597,RHEA:15573
Q6EPG8,RHEA:15573
Q6YSY5,RHEA:15573
Q6ZD89,RHEA:15573
Q8HZJ0,RHEA:15573
Q8VWG4,RHEA:15573
Q8VWJ6,RHEA:15573
Q92056,RHEA:15573
Q9FK25,RHEA:15573
Q9T003,RHEA:15573
P83851,RHEA:15577
Q04179,RHEA:15577
Q27546,RHEA:15577
Q652Q8,RHEA:15577
Q6ZJ05,RHEA:15577
Q8LAC4,RHEA:15577
Q9SJM7,RHEA:15577
Q9XWN7,RHEA:15577
P21685,RHEA:15585
P22871,RHEA:15585
P54978,RHEA:15585
P94420,RHEA:15597
Q81LM1,RHEA:15597
Q81V82,RHEA:15597
Q81XB3,RHEA:15597
Q93AM1,RHEA:15601
A5UNK4,RHEA:15609
A6W1C7,RHEA:15609
B0R7B4,RHEA:15609
B7IFM5,RHEA:15609
B9KPJ0,RHEA:15609
O26877,RHEA:15609
O28853,RHEA:15609
O29666,RHEA:15609
O33924,RHEA:15609
O52958,RHEA:15609
O59586,RHEA:15609
O64888,RHEA:15609
O67556,RHEA:15609
O94413,RHEA:15609
P09330,RHEA:15609
P0A1V7,RHEA:15609
P0A719,RHEA:15609
P0DC01,RHEA:15609
P14193,RHEA:15609
P21108,RHEA:15609
P32895,RHEA:15609
P38063,RHEA:15609
P38620,RHEA:15609
P38689,RHEA:15609
P41831,RHEA:15609
P42816,RHEA:15609
P44328,RHEA:15609
P46585,RHEA:15609
P47304,RHEA:15609
P56184,RHEA:15609
P57266,RHEA:15609
P59512,RHEA:15609
P65235,RHEA:15609
P65240,RHEA:15609
P65242,RHEA:15609
P75044,RHEA:15609
P87171,RHEA:15609
P9WKE2,RHEA:15609
Q0ARN5,RHEA:15609
Q0BPP0,RHEA:15609
Q0C5A1,RHEA:15609
Q12265,RHEA:15609
Q1LTH2,RHEA:15609
Q42581,RHEA:15609
Q42583,RHEA:15609
Q49V09,RHEA:15609
Q4J9A6,RHEA:15609
Q4L3F7,RHEA:15609
Q4R4U3,RHEA:15609
Q54PA9,RHEA:15609
Q54QU9,RHEA:15609
Q55848,RHEA:15609
Q58761,RHEA:15609
Q59988,RHEA:15609
Q5HIH5,RHEA:15609
Q5R8F8,RHEA:15609
Q5RFJ7,RHEA:15609
Q5XC85,RHEA:15609
Q5XEL0,RHEA:15609
Q5XGI0,RHEA:15609
Q5ZI49,RHEA:15609
Q63XL8,RHEA:15609
Q680A5,RHEA:15609
Q69XQ6,RHEA:15609
Q6AJL7,RHEA:15609
Q6GBY8,RHEA:15609
Q6Z2L5,RHEA:15609
Q6ZFT5,RHEA:15609
Q723E1,RHEA:15609
Q724L4,RHEA:15609
Q72V73,RHEA:15609
Q75JN8,RHEA:15609
Q7M8J0,RHEA:15609
Q7MT83,RHEA:15609
Q7N590,RHEA:15609
Q7NM67,RHEA:15609
Q7NQS9,RHEA:15609
Q7U7L5,RHEA:15609
Q7UPM4,RHEA:15609
Q7V111,RHEA:15609
Q7V6S2,RHEA:15609
Q7VBH4,RHEA:15609
Q7VFY9,RHEA:15609
Q7VL55,RHEA:15609
Q7VR76,RHEA:15609
Q7VUH1,RHEA:15609
Q7WNY4,RHEA:15609
Q7ZXC9,RHEA:15609
Q81VZ0,RHEA:15609
Q82HE7,RHEA:15609
Q82TQ4,RHEA:15609
Q82ZA5,RHEA:15609
Q832Z5,RHEA:15609
Q83AQ1,RHEA:15609
Q83TK1,RHEA:15609
Q83YI7,RHEA:15609
Q87A22,RHEA:15609
Q87RN8,RHEA:15609
Q888C6,RHEA:15609
Q88PX6,RHEA:15609
Q88VA5,RHEA:15609
Q88Z84,RHEA:15609
Q899I8,RHEA:15609
Q89DJ1,RHEA:15609
Q8CQU7,RHEA:15609
Q8DFF5,RHEA:15609
Q8DU94,RHEA:15609
Q8DWM2,RHEA:15609
Q8E568,RHEA:15609
Q8E7X8,RHEA:15609
Q8EAQ9,RHEA:15609
Q8EU34,RHEA:15609
Q8EZN0,RHEA:15609
Q8FQV2,RHEA:15609
Q8FZF0,RHEA:15609
Q8G5P2,RHEA:15609
Q8K9X2,RHEA:15609
Q8KCQ2,RHEA:15609
Q8NRU9,RHEA:15609
Q8P137,RHEA:15609
Q8PC63,RHEA:15609
Q8PNU0,RHEA:15609
Q8PUX3,RHEA:15609
Q8R753,RHEA:15609
Q8RHM2,RHEA:15609
Q8S2E5,RHEA:15609
Q8TRK8,RHEA:15609
Q8TUT6,RHEA:15609
Q8U458,RHEA:15609
Q8UDA9,RHEA:15609
Q8XHJ4,RHEA:15609
Q8Y2E1,RHEA:15609
Q8Y9L8,RHEA:15609
Q8YIG1,RHEA:15609
Q8YN97,RHEA:15609
Q8ZEY2,RHEA:15609
Q8ZU24,RHEA:15609
Q92EF1,RHEA:15609
Q92F68,RHEA:15609
Q92N73,RHEA:15609
Q93Z66,RHEA:15609
Q973F3,RHEA:15609
Q97CA5,RHEA:15609
Q97E93,RHEA:15609
Q97Z86,RHEA:15609
Q98HW3,RHEA:15609
Q98R83,RHEA:15609
Q99ZR0,RHEA:15609
Q9AAV6,RHEA:15609
Q9CD45,RHEA:15609
Q9CEI4,RHEA:15609
Q9CHB8,RHEA:15609
Q9CP22,RHEA:15609
Q9CS42,RHEA:15609
Q9EWS0,RHEA:15609
Q9HLV6,RHEA:15609
Q9HVC5,RHEA:15609
Q9K3U0,RHEA:15609
Q9KGJ5,RHEA:15609
Q9KQ22,RHEA:15609
Q9PA76,RHEA:15609
Q9PP15,RHEA:15609
Q9PQV0,RHEA:15609
Q9RUD2,RHEA:15609
Q9UY08,RHEA:15609
Q9X1W3,RHEA:15609
Q9XG98,RHEA:15609
Q9XG99,RHEA:15609
Q9XGA0,RHEA:15609
Q9XGA1,RHEA:15609
Q9YAW0,RHEA:15609
Q9ZLA1,RHEA:15609
A0KLD7,RHEA:15613
A0KP37,RHEA:15613
A0KQJ4,RHEA:15613
A1AVU5,RHEA:15613
A1JJS8,RHEA:15613
A1JSB7,RHEA:15613
A1KU10,RHEA:15613
A1SRP9,RHEA:15613
A1WWP8,RHEA:15613
A1WYD5,RHEA:15613
A4SHL4,RHEA:15613
A4SRH0,RHEA:15613
A4TGU8,RHEA:15613
A4VLU6,RHEA:15613
A4WFH1,RHEA:15613
A4XUX3,RHEA:15613
A5CXE4,RHEA:15613
A5W1H7,RHEA:15613
A5WEG6,RHEA:15613
A6TD45,RHEA:15613
A6TF07,RHEA:15613
A6V4H6,RHEA:15613
A6VPZ6,RHEA:15613
A7FLY4,RHEA:15613
A7MJ67,RHEA:15613
A7MKK9,RHEA:15613
A8AQS4,RHEA:15613
A8G9Y3,RHEA:15613
A8GKQ1,RHEA:15613
A9H259,RHEA:15613
A9HZV6,RHEA:15613
A9LZ77,RHEA:15613
A9MME5,RHEA:15613
B0BTC2,RHEA:15613
B0U4X0,RHEA:15613
B1JBD9,RHEA:15613
B3GZA0,RHEA:15613
B4SVI1,RHEA:15613
B4TKQ4,RHEA:15613
B4TY38,RHEA:15613
B5F8J0,RHEA:15613
B5FJQ1,RHEA:15613
B5R7N6,RHEA:15613
B5YTS6,RHEA:15613
B7LS75,RHEA:15613
B7M1S1,RHEA:15613
B7N1F1,RHEA:15613
B7NDX8,RHEA:15613
B7NMD7,RHEA:15613
B7UW11,RHEA:15613
B8GUD3,RHEA:15613
C1DKY7,RHEA:15613
C3JY53,RHEA:15613
C4LAG5,RHEA:15613
C5BGP8,RHEA:15613
O14172,RHEA:15613
O34813,RHEA:15613
P0AEA9,RHEA:15613
P15807,RHEA:15613
P25924,RHEA:15613
P57001,RHEA:15613
P57500,RHEA:15613
P61818,RHEA:15613
P95370,RHEA:15613
Q02NA3,RHEA:15613
Q0A812,RHEA:15613
Q0AHC1,RHEA:15613
Q0TC92,RHEA:15613
Q0VQ05,RHEA:15613
Q15YU1,RHEA:15613
Q1CCP6,RHEA:15613
Q1CLS2,RHEA:15613
Q1H3L5,RHEA:15613
Q1IBC9,RHEA:15613
Q1LTP4,RHEA:15613
Q1QAX7,RHEA:15613
Q1R5R3,RHEA:15613
Q21K21,RHEA:15613
Q2KWB0,RHEA:15613
Q2NVN0,RHEA:15613
Q2SJB7,RHEA:15613
Q2Y6L7,RHEA:15613
Q31GG8,RHEA:15613
Q31VS0,RHEA:15613
Q32AZ8,RHEA:15613
Q3ILQ9,RHEA:15613
Q3JCS0,RHEA:15613
Q3KA85,RHEA:15613
Q3SG32,RHEA:15613
Q46CH4,RHEA:15613
Q48H75,RHEA:15613
Q493N1,RHEA:15613
Q4FSU1,RHEA:15613
Q4K9V8,RHEA:15613
Q4ZRL6,RHEA:15613
Q57605,RHEA:15613
Q57IZ5,RHEA:15613
Q59292,RHEA:15613
Q5FP95,RHEA:15613
Q5NRM4,RHEA:15613
Q5PLV8,RHEA:15613
Q606C9,RHEA:15613
Q65T49,RHEA:15613
Q664M6,RHEA:15613
Q66EC9,RHEA:15613
Q6CZS0,RHEA:15613
Q6D1A4,RHEA:15613
Q6F8G6,RHEA:15613
Q6LM67,RHEA:15613
Q7N8L2,RHEA:15613
Q7NZV7,RHEA:15613
Q7VQG9,RHEA:15613
Q7VZ77,RHEA:15613
Q7WMM4,RHEA:15613
Q820Q4,RHEA:15613
Q83JB3,RHEA:15613
Q87AI5,RHEA:15613
Q87ZT0,RHEA:15613
Q88FT3,RHEA:15613
Q8FCW8,RHEA:15613
Q8Z201,RHEA:15613
Q9I0M7,RHEA:15613
Q9PF46,RHEA:15613
Q08BL3,RHEA:15621
Q0VC84,RHEA:15621
Q18515,RHEA:15621
Q4KXC9,RHEA:15621
Q5F3G7,RHEA:15621
Q6GNL1,RHEA:15621
Q7K237,RHEA:15621
Q7SYI5,RHEA:15621
Q9JJ05,RHEA:15621
Q9JJ06,RHEA:15621
Q9NS00,RHEA:15621
O27083,RHEA:15625
O87691,RHEA:15625
P72711,RHEA:15625
Q05591,RHEA:15625
Q57972,RHEA:15625
Q977V1,RHEA:15625
P15150,RHEA:15629
P15393,RHEA:15629
P15538,RHEA:15629
P15539,RHEA:15629
P19099,RHEA:15629
P30099,RHEA:15629
P30100,RHEA:15629
P51663,RHEA:15629
P97720,RHEA:15629
Q29527,RHEA:15629
Q29552,RHEA:15629
Q64408,RHEA:15629
Q64658,RHEA:15629
Q92104,RHEA:15629
Q05353,RHEA:15633
A0KHR8,RHEA:15641
A0KT69,RHEA:15641
A0Q981,RHEA:15641
A0R664,RHEA:15641
A1JTY5,RHEA:15641
A1S8W7,RHEA:15641
A1SSC6,RHEA:15641
A1TGZ7,RHEA:15641
A1WU91,RHEA:15641
A3D0E1,RHEA:15641
A3Q7S1,RHEA:15641
A3QH80,RHEA:15641
A4FBN0,RHEA:15641
A4SKE9,RHEA:15641
A4T3Z0,RHEA:15641
A4VL60,RHEA:15641
A4VQV5,RHEA:15641
A4WAJ3,RHEA:15641
A4XQ41,RHEA:15641
A4XU32,RHEA:15641
A4Y3I1,RHEA:15641
A4YT21,RHEA:15641
A5EL79,RHEA:15641
A5W059,RHEA:15641
A5W6M0,RHEA:15641
A5W8J7,RHEA:15641
A6T9K7,RHEA:15641
A6V1V5,RHEA:15641
A6V753,RHEA:15641
A6VCY0,RHEA:15641
A6VX14,RHEA:15641
A6VZF8,RHEA:15641
A7MN74,RHEA:15641
A7N025,RHEA:15641
A8AGN6,RHEA:15641
A8FZ49,RHEA:15641
A8GC31,RHEA:15641
A8H7G5,RHEA:15641
A9AHQ6,RHEA:15641
A9L2F4,RHEA:15641
A9MR05,RHEA:15641
B0KG79,RHEA:15641
B0KV77,RHEA:15641
B0RQZ0,RHEA:15641
B0TRQ2,RHEA:15641
B1IRX9,RHEA:15641
B1J195,RHEA:15641
B1J596,RHEA:15641
B1JFP4,RHEA:15641
B1KFN0,RHEA:15641
B1LFD8,RHEA:15641
B2JIG2,RHEA:15641
B2SXN2,RHEA:15641
B2VIF2,RHEA:15641
B3QAW1,RHEA:15641
B3R2J3,RHEA:15641
B4ESY2,RHEA:15641
B4T5V6,RHEA:15641
B5F5W5,RHEA:15641
B5FEY5,RHEA:15641
B5QTN6,RHEA:15641
B5RAB4,RHEA:15641
B5XX25,RHEA:15641
B6EK11,RHEA:15641
B6IPN3,RHEA:15641
B7L7H9,RHEA:15641
B7UWK9,RHEA:15641
B8CQT6,RHEA:15641
B8E835,RHEA:15641
B8GM40,RHEA:15641
C1D7M1,RHEA:15641
C1DEN4,RHEA:15641
C1DHC2,RHEA:15641
C3K0T6,RHEA:15641
C3KBB4,RHEA:15641
C4ZWP8,RHEA:15641
C5BCM3,RHEA:15641
C6DDS6,RHEA:15641
E1V8J1,RHEA:15641
G2IQQ8,RHEA:15641
O06334,RHEA:15641
O30808,RHEA:15641
O34389,RHEA:15641
O34962,RHEA:15641
O82191,RHEA:15641
P06801,RHEA:15641
P12628,RHEA:15641
P13697,RHEA:15641
P16243,RHEA:15641
P16468,RHEA:15641
P22178,RHEA:15641
P23368,RHEA:15641
P27443,RHEA:15641
P28227,RHEA:15641
P34105,RHEA:15641
P36013,RHEA:15641
P36444,RHEA:15641
P37222,RHEA:15641
P37223,RHEA:15641
P40011,RHEA:15641
P40375,RHEA:15641
P40927,RHEA:15641
P43279,RHEA:15641
P43837,RHEA:15641
P45868,RHEA:15641
P48163,RHEA:15641
P51615,RHEA:15641
P54572,RHEA:15641
P76558,RHEA:15641
P78715,RHEA:15641
P84539,RHEA:15641
P9WGY3,RHEA:15641
P9WK25,RHEA:15641
Q02FE6,RHEA:15641
Q02QW0,RHEA:15641
Q07L14,RHEA:15641
Q086X9,RHEA:15641
Q0A9G6,RHEA:15641
Q0HYM7,RHEA:15641
Q0K9J4,RHEA:15641
Q0VQ55,RHEA:15641
Q12RA0,RHEA:15641
Q135C1,RHEA:15641
Q13Q00,RHEA:15641
Q13X79,RHEA:15641
Q16798,RHEA:15641
Q1B1S4,RHEA:15641
Q1I5P3,RHEA:15641
Q1ICM4,RHEA:15641
Q1QC40,RHEA:15641
Q1R0Z3,RHEA:15641
Q1RBT9,RHEA:15641
Q211P3,RHEA:15641
Q21X23,RHEA:15641
Q29558,RHEA:15641
Q2HJ98,RHEA:15641
Q2IXI7,RHEA:15641
Q2NUD3,RHEA:15641
Q2P5H9,RHEA:15641
Q2SK70,RHEA:15641
Q2SX33,RHEA:15641
Q320R8,RHEA:15641
Q3BRB4,RHEA:15641
Q3KCJ2,RHEA:15641
Q3KEL1,RHEA:15641
Q3KFE1,RHEA:15641
Q3Z1M2,RHEA:15641
Q46ZV6,RHEA:15641
Q47BF5,RHEA:15641
Q47WB0,RHEA:15641
Q48JZ3,RHEA:15641
Q48LC8,RHEA:15641
Q48LY6,RHEA:15641
Q4FRX3,RHEA:15641
Q4JVU3,RHEA:15641
Q4KDX1,RHEA:15641
Q4KFJ3,RHEA:15641
Q4ZUN7,RHEA:15641
Q4ZW63,RHEA:15641
Q4ZX15,RHEA:15641
Q57P88,RHEA:15641
Q5E4J3,RHEA:15641
Q5P203,RHEA:15641
Q5QWY8,RHEA:15641
Q5RDW0,RHEA:15641
Q5SIP7,RHEA:15641
Q5Z3P5,RHEA:15641
Q607E7,RHEA:15641
Q638R8,RHEA:15641
Q63SX7,RHEA:15641
Q6AYQ8,RHEA:15641
Q6D3B3,RHEA:15641
Q6FCF4,RHEA:15641
Q6FFL8,RHEA:15641
Q6LHK5,RHEA:15641
Q6LQM6,RHEA:15641
Q6LUQ3,RHEA:15641
Q6MJE4,RHEA:15641
Q6N509,RHEA:15641
Q6P587,RHEA:15641
Q6TU48,RHEA:15641
Q72J23,RHEA:15641
Q734S7,RHEA:15641
Q745I2,RHEA:15641
Q7MJC0,RHEA:15641
Q7N6K4,RHEA:15641
Q7NXI6,RHEA:15641
Q81N49,RHEA:15641
Q83ML6,RHEA:15641
Q87Q92,RHEA:15641
Q87SD2,RHEA:15641
Q87Y79,RHEA:15641
Q883Q6,RHEA:15641
Q886Y2,RHEA:15641
Q88L51,RHEA:15641
Q89JL7,RHEA:15641
Q8BMF3,RHEA:15641
Q8D911,RHEA:15641
Q8DEP0,RHEA:15641
Q8EAP2,RHEA:15641
Q8EE23,RHEA:15641
Q8FHH1,RHEA:15641
Q8FQY0,RHEA:15641
Q8NRW6,RHEA:15641
Q8P7H4,RHEA:15641
Q8PIT8,RHEA:15641
Q8R0F8,RHEA:15641
Q8XAS9,RHEA:15641
Q8XZP1,RHEA:15641
Q8ZG09,RHEA:15641
Q8ZPE8,RHEA:15641
Q99KE1,RHEA:15641
Q9AQI0,RHEA:15641
Q9CA83,RHEA:15641
Q9CDD2,RHEA:15641
Q9FFE0,RHEA:15641
Q9FH13,RHEA:15641
Q9HYD5,RHEA:15641
Q9I2W7,RHEA:15641
Q9KBI9,RHEA:15641
Q9KPK1,RHEA:15641
Q9KSR8,RHEA:15641
Q9LYG3,RHEA:15641
Q9M8R9,RHEA:15641
Q9RW10,RHEA:15641
Q9S4U0,RHEA:15641
Q9XGZ0,RHEA:15641
Q9ZDF6,RHEA:15641
Q9ZFV8,RHEA:15641
A1JMX1,RHEA:15649
A4VQH7,RHEA:15649
A4W922,RHEA:15649
A6T799,RHEA:15649
A7MFY0,RHEA:15649
A7ZKB4,RHEA:15649
A8GCT3,RHEA:15649
A8IAD8,RHEA:15649
A9W3H8,RHEA:15649
B0SW62,RHEA:15649
B1IV88,RHEA:15649
B1LIZ6,RHEA:15649
B1M5I5,RHEA:15649
B1ZB18,RHEA:15649
B5XXN3,RHEA:15649
B7KWT4,RHEA:15649
B7M8Z4,RHEA:15649
B7MTF2,RHEA:15649
B7N3G5,RHEA:15649
B7NLB7,RHEA:15649
B7UNZ2,RHEA:15649
B9JLT6,RHEA:15649
C5B0U6,RHEA:15649
C5CN82,RHEA:15649
C7CM33,RHEA:15649
C8TNB9,RHEA:15649
C8U5H1,RHEA:15649
C8UMM5,RHEA:15649
C9QZ67,RHEA:15649
C9Y0S4,RHEA:15649
D2NGI6,RHEA:15649
D3H122,RHEA:15649
D3RKL3,RHEA:15649
D4GEU7,RHEA:15649
D5CE35,RHEA:15649
D5CZG9,RHEA:15649
D5VGV3,RHEA:15649
Q0T625,RHEA:15649
Q0TJ58,RHEA:15649
Q1RDK8,RHEA:15649
Q32HQ2,RHEA:15649
Q3Z3A4,RHEA:15649
Q48MQ7,RHEA:15649
Q4ZXS0,RHEA:15649
Q6FFZ9,RHEA:15649
Q7CWX3,RHEA:15649
Q83LK8,RHEA:15649
Q8FJ43,RHEA:15649
Q8XAU7,RHEA:15649
Q9A4N3,RHEA:15649
O35552,RHEA:15653
O60825,RHEA:15653
P07953,RHEA:15653
P16118,RHEA:15653
P25114,RHEA:15653
P26285,RHEA:15653
P40433,RHEA:15653
P49872,RHEA:15653
P70265,RHEA:15653
P70266,RHEA:15653
Q06137,RHEA:15653
Q12471,RHEA:15653
Q16875,RHEA:15653
Q16877,RHEA:15653
Q21122,RHEA:15653
Q28901,RHEA:15653
Q4R8B6,RHEA:15653
Q5NVT1,RHEA:15653
Q5R9C1,RHEA:15653
Q6DTY7,RHEA:15653
Q8TFH0,RHEA:15653
Q91309,RHEA:15653
Q91348,RHEA:15653
Q9JJH5,RHEA:15653
Q9MB58,RHEA:15653
Q9UTE1,RHEA:15653
Q9UTK9,RHEA:15653
Q9ZWR8,RHEA:15661
A2VE01,RHEA:15669
E7F3I6,RHEA:15669
O13911,RHEA:15669
O57936,RHEA:15669
Q4R7R3,RHEA:15669
Q58711,RHEA:15669
Q5JDN6,RHEA:15669
Q5PQL4,RHEA:15669
Q5ZJL4,RHEA:15669
Q66JK4,RHEA:15669
Q6NS21,RHEA:15669
Q8U4H6,RHEA:15669
Q96T60,RHEA:15669
Q9JLV6,RHEA:15669
Q9V290,RHEA:15669
O14734,RHEA:15673
P58137,RHEA:15673
Q8VHK0,RHEA:15673
P71362,RHEA:15689
Q43908,RHEA:15689
Q9Z3R1,RHEA:15689
P93149,RHEA:15697
Q9SBQ8,RHEA:15709
P07464,RHEA:15713
P52984,RHEA:15713
Q93MI2,RHEA:15717
P84193,RHEA:15725
P39160,RHEA:15729
Q9WXS3,RHEA:15729
O02767,RHEA:15733
P97562,RHEA:15733
Q99424,RHEA:15733
Q9QXD1,RHEA:15733
Q8GAW0,RHEA:15737
A0A1L5BUG8,RHEA:15741
D4YYG1,RHEA:15741
D4Z260,RHEA:15741
P20932,RHEA:15749
P32953,RHEA:15749
A0AEN2,RHEA:15753
A0B8Q8,RHEA:15753
A0BD92,RHEA:15753
A0JSA1,RHEA:15753
A0L7T9,RHEA:15753
A0LHR1,RHEA:15753
A0LWT8,RHEA:15753
A0LZF7,RHEA:15753
A0PS01,RHEA:15753
A0PXA8,RHEA:15753
A0Q4C3,RHEA:15753
A0QLW6,RHEA:15753
A0QQH7,RHEA:15753
A0RMY9,RHEA:15753
A0ZZG5,RHEA:15753
A1ALC9,RHEA:15753
A1AWH8,RHEA:15753
A1AZM1,RHEA:15753
A1BJ01,RHEA:15753
A1CNR3,RHEA:15753
A1D1M2,RHEA:15753
A1JIS0,RHEA:15753
A1K400,RHEA:15753
A1KT71,RHEA:15753
A1QZK9,RHEA:15753
A1R2A8,RHEA:15753
A1SA65,RHEA:15753
A1SPV6,RHEA:15753
A1SZK6,RHEA:15753
A1T2W5,RHEA:15753
A1TM37,RHEA:15753
A1U4C0,RHEA:15753
A1URK5,RHEA:15753
A1V9U1,RHEA:15753
A1VNG5,RHEA:15753
A1W588,RHEA:15753
A1WMN5,RHEA:15753
A1WUT0,RHEA:15753
A2BPY8,RHEA:15753
A2BVG8,RHEA:15753
A2C7N3,RHEA:15753
A2QB52,RHEA:15753
A2RCA2,RHEA:15753
A2RN80,RHEA:15753
A2SHA4,RHEA:15753
A2XD35,RHEA:15753
A3CQU5,RHEA:15753
A3DK09,RHEA:15753
A3LYS9,RHEA:15753
A3N181,RHEA:15753
A3PBN1,RHEA:15753
A3PL98,RHEA:15753
A3PTT9,RHEA:15753
A3QI59,RHEA:15753
A4FQK6,RHEA:15753
A4FW92,RHEA:15753
A4G4L2,RHEA:15753
A4H7A3,RHEA:15753
A4HVP7,RHEA:15753
A4ITU9,RHEA:15753
A4J9P7,RHEA:15753
A4QHG2,RHEA:15753
A4QXV8,RHEA:15753
A4RYD2,RHEA:15753
A4SCU2,RHEA:15753
A4SYD1,RHEA:15753
A4T142,RHEA:15753
A4W440,RHEA:15753
A4W5R8,RHEA:15753
A4WQW4,RHEA:15753
A4XML6,RHEA:15753
A4XPZ3,RHEA:15753
A4Z0B8,RHEA:15753
A4Z6H0,RHEA:15753
A4Z6H1,RHEA:15753
A5CWQ5,RHEA:15753
A5CY74,RHEA:15753
A5DIP4,RHEA:15753
A5DSZ3,RHEA:15753
A5ED09,RHEA:15753
A5EVE1,RHEA:15753
A5F534,RHEA:15753
A5FHR3,RHEA:15753
A5G293,RHEA:15753
A5GC19,RHEA:15753
A5GJD1,RHEA:15753
A5GSC3,RHEA:15753
A5IHA9,RHEA:15753
A5K2F3,RHEA:15753
A5N4D3,RHEA:15753
A5PJR4,RHEA:15753
A5UCM6,RHEA:15753
A5UIZ2,RHEA:15753
A5UN95,RHEA:15753
A5VFF3,RHEA:15753
A5VS40,RHEA:15753
A5WGF9,RHEA:15753
A6H0U4,RHEA:15753
A6L1X1,RHEA:15753
A6LIF5,RHEA:15753
A6LJT4,RHEA:15753
A6M3K0,RHEA:15753
A6Q5H2,RHEA:15753
A6Q6M5,RHEA:15753
A6R8V2,RHEA:15753
A6TH93,RHEA:15753
A6TXB3,RHEA:15753
A6UCR6,RHEA:15753
A6UQ77,RHEA:15753
A6UT04,RHEA:15753
A6VD51,RHEA:15753
A6VH18,RHEA:15753
A6VQD4,RHEA:15753
A6VYL0,RHEA:15753
A6WFJ3,RHEA:15753
A6WY94,RHEA:15753
A6ZRM0,RHEA:15753
A7AU38,RHEA:15753
A7FMX4,RHEA:15753
A7FZF9,RHEA:15753
A7GVN0,RHEA:15753
A7H0A8,RHEA:15753
A7HDA9,RHEA:15753
A7HMJ8,RHEA:15753
A7HV25,RHEA:15753
A7I328,RHEA:15753
A7LBL2,RHEA:15753
A7MBG0,RHEA:15753
A7MM94,RHEA:15753
