partition,direction,objective,query_id,cycle_gate,cycle_weight,effective_cycle_weight,query_applicability_score,baseline_best_positive_rank,reranked_best_positive_rank,baseline_reciprocal_rank,reranked_reciprocal_rank,baseline_hit_at_3,baseline_hit_at_10,baseline_hit_at_20,reranked_hit_at_3,reranked_hit_at_10,reranked_hit_at_20
confirmation,reaction_to_enzyme,top10,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.60,0.2,0.2,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top10,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.0,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top10,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.05,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top10,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.1,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top10,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.15,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top10,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.2,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,all,0.0,0.0,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,all,0.05,0.05,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,all,0.1,0.1,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,all,0.15,0.15,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,all,0.2,0.2,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.60,0.0,0.0,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.60,0.05,0.05,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.60,0.1,0.1,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.60,0.15,0.15,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.60,0.2,0.2,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.80,0.0,0.0,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.80,0.05,0.0,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.80,0.1,0.0,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.80,0.15,0.0,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.80,0.2,0.0,0.7095299361182574,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,all,0.0,0.0,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,all,0.05,0.05,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,all,0.1,0.1,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,all,0.15,0.15,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,all,0.2,0.2,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.60,0.0,0.0,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.60,0.05,0.05,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.60,0.1,0.1,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.60,0.15,0.15,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.60,0.2,0.2,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.80,0.0,0.0,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.80,0.05,0.0,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.80,0.1,0.0,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.80,0.15,0.0,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.80,0.2,0.0,0.6394823974280215,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,all,0.0,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,all,0.05,0.05,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,all,0.1,0.1,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,all,0.15,0.15,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,all,0.2,0.2,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.60,0.0,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.60,0.05,0.05,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.60,0.1,0.1,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.60,0.15,0.15,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.60,0.2,0.2,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.0,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.05,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.1,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.15,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top20,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.2,0.0,0.6249540359798982,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,all,0.0,0.0,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,all,0.05,0.05,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,all,0.1,0.1,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,all,0.15,0.15,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,all,0.2,0.2,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.60,0.0,0.0,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.60,0.05,0.05,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.60,0.1,0.1,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.60,0.15,0.15,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.60,0.2,0.2,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.80,0.0,0.0,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.80,0.05,0.0,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.80,0.1,0.0,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.80,0.15,0.0,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_90bccccecf9c,applicability_ge_0.80,0.2,0.0,0.7148659318791308,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,all,0.0,0.0,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,all,0.05,0.05,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,all,0.1,0.1,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,all,0.15,0.15,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,all,0.2,0.2,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.60,0.0,0.0,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.60,0.05,0.05,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.60,0.1,0.1,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.60,0.15,0.15,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.60,0.2,0.2,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.80,0.0,0.0,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.80,0.05,0.0,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.80,0.1,0.0,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.80,0.15,0.0,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_b1f6de0feffa,applicability_ge_0.80,0.2,0.0,0.6435928335916501,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,all,0.0,0.0,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,all,0.05,0.05,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,all,0.1,0.1,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,all,0.15,0.15,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,all,0.2,0.2,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.60,0.0,0.0,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.60,0.05,0.05,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.60,0.1,0.1,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.60,0.15,0.15,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.60,0.2,0.2,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.0,0.0,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.05,0.0,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.1,0.0,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.15,0.0,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
confirmation,reaction_to_enzyme,top3,MARTS_EXT_RXN_de164cb3f0e1,applicability_ge_0.80,0.2,0.0,0.6358224881360299,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,all,0.0,0.0,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,all,0.05,0.05,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,all,0.1,0.1,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,all,0.15,0.15,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,all,0.2,0.2,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,applicability_ge_0.60,0.0,0.0,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,applicability_ge_0.60,0.05,0.05,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,applicability_ge_0.60,0.1,0.1,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,applicability_ge_0.60,0.15,0.15,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,applicability_ge_0.60,0.2,0.2,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,applicability_ge_0.80,0.0,0.0,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,applicability_ge_0.80,0.05,0.05,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,applicability_ge_0.80,0.1,0.1,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,applicability_ge_0.80,0.15,0.15,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A650A7I8,applicability_ge_0.80,0.2,0.2,0.8921716379176371,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,all,0.0,0.0,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,all,0.05,0.05,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,all,0.1,0.1,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,all,0.15,0.15,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,all,0.2,0.2,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,applicability_ge_0.60,0.0,0.0,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,applicability_ge_0.60,0.05,0.05,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,applicability_ge_0.60,0.1,0.1,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,applicability_ge_0.60,0.15,0.15,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,applicability_ge_0.60,0.2,0.2,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,applicability_ge_0.80,0.0,0.0,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,applicability_ge_0.80,0.05,0.05,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,applicability_ge_0.80,0.1,0.1,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,applicability_ge_0.80,0.15,0.15,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,A0A7L7SES4,applicability_ge_0.80,0.2,0.2,0.8710533180508919,2,2,0.5,0.5,1,1,1,1,1,1
development,enzyme_to_reaction,top10,B5GTQ6,all,0.0,0.0,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,all,0.05,0.05,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,all,0.1,0.1,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,all,0.15,0.15,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,all,0.2,0.2,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,applicability_ge_0.60,0.0,0.0,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,applicability_ge_0.60,0.05,0.05,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,applicability_ge_0.60,0.1,0.1,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,applicability_ge_0.60,0.15,0.15,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,applicability_ge_0.60,0.2,0.2,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,applicability_ge_0.80,0.0,0.0,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,applicability_ge_0.80,0.05,0.0,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,applicability_ge_0.80,0.1,0.0,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,applicability_ge_0.80,0.15,0.0,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top10,B5GTQ6,applicability_ge_0.80,0.2,0.0,0.6954345238504509,21,21,0.0,0.0,0,0,0,0,0,0
development,enzyme_to_reaction,top20,A0A650A7I8,all,0.0,0.0,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,all,0.05,0.05,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,all,0.1,0.1,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,all,0.15,0.15,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,all,0.2,0.2,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,applicability_ge_0.60,0.0,0.0,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,applicability_ge_0.60,0.05,0.05,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,applicability_ge_0.60,0.1,0.1,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,applicability_ge_0.60,0.15,0.15,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,applicability_ge_0.60,0.2,0.2,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,applicability_ge_0.80,0.0,0.0,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,applicability_ge_0.80,0.05,0.05,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,applicability_ge_0.80,0.1,0.1,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,applicability_ge_0.80,0.15,0.15,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A650A7I8,applicability_ge_0.80,0.2,0.2,0.8995717289381854,1,1,1.0,1.0,1,1,1,1,1,1
development,enzyme_to_reaction,top20,A0A7L7SES4,all,0.0,0.0,0.8213666500763311,9,9,0.1111111111111111,0.1111111111111111,0,1,1,0,1,1
development,enzyme_to_reaction,top20,A0A7L7SES4,all,0.05,0.05,0.8213666500763311,9,9,0.1111111111111111,0.1111111111111111,0,1,1,0,1,1
development,enzyme_to_reaction,top20,A0A7L7SES4,all,0.1,0.1,0.8213666500763311,9,9,0.1111111111111111,0.1111111111111111,0,1,1,0,1,1
development,enzyme_to_reaction,top20,A0A7L7SES4,all,0.15,0.15,0.8213666500763311,9,9,0.1111111111111111,0.1111111111111111,0,1,1,0,1,1
development,enzyme_to_reaction,top20,A0A7L7SES4,all,0.2,0.2,0.8213666500763311,9,8,0.1111111111111111,0.125,0,1,1,0,1,1
development,enzyme_to_reaction,top20,A0A7L7SES4,applicability_ge_0.60,0.0,0.0,0.8213666500763311,9,9,0.1111111111111111,0.1111111111111111,0,1,1,0,1,1
development,enzyme_to_reaction,top20,A0A7L7SES4,applicability_ge_0.60,0.05,0.05,0.8213666500763311,9,9,0.1111111111111111,0.1111111111111111,0,1,1,0,1,1
development,enzyme_to_reaction,top20,A0A7L7SES4,applicability_ge_0.60,0.1,0.1,0.8213666500763311,9,9,0.1111111111111111,0.1111111111111111,0,1,1,0,1,1
