Entry,rhea_id,source
A0A348B790,RHEA:34695,current;marts
A0A348B793,RHEA:16965,marts
A0A348B793,RHEA:68708,marts
A0A348DU52,RHEA:17653,current
A0A348DU52,RHEA:78403,current
A0A348FUE1,RHEA:14841,marts
A0A348FUE1,RHEA:17653,current
A0A348FUE1,RHEA:24316,current
A0A385AJM2,RHEA:53628,current;marts
A0A385AJM4,RHEA:53628,current;marts
A0A385AJM5,RHEA:73991,current
A0A385AJM6,RHEA:29511,current;marts
A0A385AJM6,RHEA:30383,current;marts
A0A385AJM6,RHEA:47052,current
A0A385AJM6,RHEA:68712,current;marts
A0A385AJM7,RHEA:12516,marts
A0A385AJM7,RHEA:27425,marts
A0A385AJM7,RHEA:33111,marts
A0A385AJM7,RHEA:42996,marts
A0A385AJM7,RHEA:53628,marts
A0A385AJM7,RHEA:68712,marts
A0A385AJM7,RHEA:73963,marts
A0A385AJN0,RHEA:27421,current
A0A385AJN0,RHEA:27425,current;marts
A0A385AJN0,RHEA:73995,current
A0A385J6X8,RHEA:25488,marts
A0A385J6X8,RHEA:25496,marts
A0A385J6X8,RHEA:28294,marts
A0A385J6X8,RHEA:31895,marts
A0A385J6Y5,RHEA:25488,marts
A0A385J6Y5,RHEA:25496,marts
A0A385J6Y6,RHEA:25488,marts
A0A385J6Y6,RHEA:25496,marts
A0A385J6Y9,RHEA:25488,marts
A0A385J6Y9,RHEA:25496,marts
A0A385J6Y9,RHEA:28294,marts
A0A385J6Y9,RHEA:31895,marts
A0A386JV86,RHEA:25436,marts
A0A386JV86,RHEA:68844,current
A0A386KZ50,RHEA:68156,current
A0A386KZI3,RHEA:68160,current
A0A386KZI3,RHEA:68164,current
A0A386KZI3,RHEA:68168,current
A0A386ZKV4,RHEA:42988,marts
A0A396GKK7,RHEA:31007,marts
A0A3B8DU56,RHEA:34503,marts
A0A3G1DJL2,MARTS_EXT_RXN_68d7c7a6b97f,marts
A0A3G1DJL2,RHEA:32295,current
A0A3G1DJL2,RHEA:32299,current
A0A3G1HQN7,RHEA:32011,marts
A0A3G1QTS7,RHEA:22220,current;marts
A0A3G1QTU5,RHEA:14841,current;marts
A0A3G9EAS3,RHEA:28294,marts
A0A3G9ED98,RHEA:12016,marts
A0A3G9EJT8,RHEA:28294,marts
A0A3G9EJT8,RHEA:31895,marts
A0A3G9EJV0,RHEA:25444,marts
A0A3G9EWY9,RHEA:27530,marts
A0A3G9EWY9,RHEA:68708,marts
A0A3G9EY38,RHEA:29495,marts
A0A3G9F1F9,RHEA:29495,marts
A0A3G9GNJ4,RHEA:65252,current
A0A3G9GNK2,RHEA:65268,current
A0A3G9GNK2,RHEA:65272,current
A0A3G9GNK2,RHEA:65332,current
A0A3G9GNK2,RHEA:65336,current
A0A3G9GQ29,RHEA:65248,current
A0A3G9GR23,RHEA:65304,current
A0A3G9GR23,RHEA:65320,current
A0A3G9GUR6,RHEA:65324,current
A0A3G9GX61,RHEA:65256,current
A0A3G9H185,RHEA:65300,current
A0A3G9H185,RHEA:65316,current
A0A3G9H8P0,RHEA:65260,current
A0A3G9HAL8,RHEA:65264,current
A0A3G9HAL8,RHEA:65328,current
A0A3L6G2C1,RHEA:58164,current;marts
A0A3L6G998,RHEA:28294,current;marts
A0A3M8F3X6,MARTS_EXT_RXN_2a8513f7b1f9,marts
A0A3M8F3X6,MARTS_EXT_RXN_4959109219e5,marts
A0A3M8F3X6,MARTS_EXT_RXN_66c7e35bfd6a,marts
A0A3M8F3X6,MARTS_EXT_RXN_6b2dcf26c892,marts
A0A3M8F3X6,MARTS_EXT_RXN_a40190329c75,marts
A0A3M8F3X6,MARTS_EXT_RXN_fd49ae10b01d,marts
A0A3M8F3X6,RHEA:12016,marts
A0A3M8F3X6,RHEA:12516,marts
A0A3M8F3X6,RHEA:31999,marts
A0A3N1A8E7,RHEA:42996,marts
A0A3N4M544,MARTS_EXT_RXN_769df5ece0f3,marts
A0A3Q9FEJ4,RHEA:66844,current
A0A3Q9FFM1,RHEA:66832,current;marts
A0A3S5XFG0,RHEA:17653,current
A0A3S5XFG0,RHEA:19361,current
A0A3S5XFG0,RHEA:22408,current
A0A3S9GV71,RHEA:27530,marts
A0A3S9GV71,RHEA:68708,marts
A0A3S9GVB5,RHEA:25436,marts
A0A3S9GVB5,RHEA:33103,marts
A0A3S9GVB5,RHEA:33111,marts
A0A3S9GVB5,RHEA:33991,marts
A0A3S9GVB5,RHEA:68712,marts
A0A3S9GVB5,RHEA:73963,marts
A0A3S9NM20,RHEA:66836,current
A0A3S9NM20,RHEA:66840,current
A0A401VY17,MARTS_EXT_RXN_1d852b407f95,marts
A0A401VY17,MARTS_EXT_RXN_380c83705f05,marts
A0A401VY17,MARTS_EXT_RXN_bf12f5d59166,marts
A0A401VY17,RHEA:14901,marts
A0A401VY17,RHEA:42996,marts
A0A411JJ93,RHEA:31007,marts
A0A411JJ93,RHEA:31383,marts
A0A455R413,RHEA:63012,current
A0A455R4X0,RHEA:63100,current
A0A455R4Z0,RHEA:63108,current
A0A455R5H4,RHEA:63092,current
A0A455R5K2,RHEA:63112,current
A0A455R5P9,RHEA:62972,current
A0A455R624,RHEA:63104,current
A0A455R7E6,RHEA:63080,current
A0A455R7M0,RHEA:63084,current
A0A455RAK9,RHEA:63096,current
A0A482AJV9,RHEA:12016,marts
A0A482IC14,RHEA:26115,marts
A0A495JMV3,MARTS_EXT_RXN_0718113ff706,marts
A0A495JMV3,RHEA:42996,marts
A0A4D6IA24,RHEA:67476,current
A0A4D6Q415,RHEA:16337,current
A0A4D6Q415,RHEA:61096,current
A0A4D6Q415,RHEA:61112,current
A0A4D6Q415,RHEA:61124,current
A0A4P8GFV8,RHEA:31895,current
A0A4R4VDA4,MARTS_EXT_RXN_ad8e38949c9e,marts
A0A4S8MAF3,RHEA:34695,current;marts
A0A4Y5L9K3,RHEA:25444,current;marts
A0A4Y5QVX6,RHEA:54056,current;marts
A0A4Y5QWA6,RHEA:24116,current
A0A4Y5QWA6,RHEA:27530,marts
A0A4Y5QWA6,RHEA:56984,current
A0A4Y5QWA6,RHEA:68708,marts
A0A4Y5QWK5,RHEA:16965,current;marts
A0A4Y5QZ62,RHEA:15809,current
A0A4Y5QZ62,RHEA:24116,current
A0A4Y5QZ62,RHEA:27530,marts
A0A4Y5QZ62,RHEA:56984,current
A0A4Y5QZ62,RHEA:68708,marts
A0A516F405,RHEA:78655,current
A0A552RHR4,RHEA:53620,marts
A0A561SAF2,MARTS_EXT_RXN_055064ae05a5,marts
A0A561SAF2,MARTS_EXT_RXN_8551b0818261,marts
A0A561SAF2,MARTS_EXT_RXN_aaa305f17a30,marts
A0A562SP41,RHEA:14841,marts
A0A562SP41,RHEA:25536,marts
A0A562T706,MARTS_EXT_RXN_4b410b511327,marts
A0A5B8NBE6,RHEA:31887,current
A0A5B8NBN0,RHEA:31887,current
A0A5C0T860,RHEA:14841,marts
A0A5K6WHY7,RHEA:30471,marts
A0A5N5W9J0,MARTS_EXT_RXN_5c2828b66ca0,marts
A0A5N5W9J0,MARTS_EXT_RXN_8b03f1de5fce,marts
A0A5N5W9J0,MARTS_EXT_RXN_90bccccecf9c,marts
A0A5N5W9J0,MARTS_EXT_RXN_a1bdb236418d,marts
A0A5N5W9J0,MARTS_EXT_RXN_b3860010df2b,marts
A0A5N5W9J0,MARTS_EXT_RXN_bac5b3b4b30d,marts
A0A5N5W9J0,RHEA:71983,marts
A0A5P0YYU2,MARTS_EXT_RXN_0fa82c3b7c55,marts
A0A5P1ZG13,MARTS_EXT_RXN_2e5de5bb57ab,marts
A0A5P8DHZ6,RHEA:24316,current
A0A5P8DI06,RHEA:54496,current
A0A5P8DI07,RHEA:33983,current
A0A5P8DI15,RHEA:14841,current
A0A5Q0QMX0,RHEA:19525,marts
A0A5Q0QMX0,RHEA:28639,marts
A0A5Q0QMX0,RHEA:33107,current
A0A5Q0QMX0,RHEA:56556,current
A0A5Q0QMX0,RHEA:68596,marts
A0A5Q0QMX1,RHEA:19525,marts
A0A5Q0QMX1,RHEA:28639,marts
A0A5Q0QMX1,RHEA:29483,marts
A0A5Q0QMX1,RHEA:30383,marts
A0A5Q0QMX1,RHEA:33107,current
A0A5Q0QMX1,RHEA:47052,current
A0A5Q0QMX1,RHEA:56556,current
A0A5Q0QMX1,RHEA:68596,marts
A0A5Q0QMX1,RHEA:68712,marts
A0A5Q0QN66,RHEA:34695,current;marts
A0A5Q0QNH9,RHEA:34695,current;marts
A0A5Q0QNJ2,RHEA:31811,current;marts
A0A5Q0QP64,MARTS_EXT_RXN_0aa1aeb0f8d8,marts
A0A5Q0QP64,MARTS_EXT_RXN_3ae1fc659b14,marts
A0A5Q0QP64,MARTS_EXT_RXN_747e48195053,marts
A0A5Q0QP64,RHEA:16965,current;marts
A0A5Q0QP64,RHEA:19525,marts
A0A5Q0QP64,RHEA:28639,marts
A0A5Q0QP64,RHEA:33107,current
A0A5Q0QP64,RHEA:33111,current
A0A5Q0QP64,RHEA:56556,current
A0A5Q0QRJ3,RHEA:19525,marts
A0A5Q0QRJ3,RHEA:28639,marts
A0A5Q0QRJ3,RHEA:29483,marts
A0A5Q0QRJ3,RHEA:30383,marts
A0A5Q0QRJ3,RHEA:32011,marts
A0A5Q0QRJ3,RHEA:33103,current;marts
A0A5Q0QRJ3,RHEA:33107,current
A0A5Q0QRJ3,RHEA:47052,current
A0A5Q0QRJ3,RHEA:56556,current
A0A5Q0QSI8,MARTS_EXT_RXN_ed3cf125a033,marts
A0A5Q0QSI8,RHEA:31811,current;marts
A0A5Q0QU70,RHEA:19525,marts
A0A5Q0QU70,RHEA:28639,marts
A0A5Q0QU70,RHEA:32011,marts
A0A5Q0QU70,RHEA:33103,current;marts
A0A5Q0QU70,RHEA:33107,current
A0A5Q0QU70,RHEA:56556,current
A0A5S9I252,MARTS_EXT_RXN_5aa1e407cf39,marts
A0A5S9I252,RHEA:28294,current;marts
A0A5S9I252,RHEA:31895,current;marts
A0A5S9I252,RHEA:34703,current
A0A5S9I252,RHEA:53616,current;marts
A0A5S9I252,RHEA:54372,current;marts
A0A5S9I252,RHEA:66644,current;marts
A0A5S9I252,RHEA:66648,current
A0A5S9I252,RHEA:66652,current;marts
A0A650A7H3,RHEA:28266,marts
A0A650A7H3,RHEA:28643,marts
A0A650A7H3,RHEA:31991,marts
A0A650A7H3,RHEA:32699,marts
A0A650A7H3,RHEA:60016,marts
A0A650A7I8,RHEA:27425,marts
A0A650A7I8,RHEA:28266,marts
A0A650A7I8,RHEA:32699,marts
A0A650A7K4,RHEA:28266,marts
A0A650A7K4,RHEA:28643,marts
A0A650A7L8,RHEA:27425,marts
A0A650A7L8,RHEA:28266,marts
A0A650A7L8,RHEA:28643,marts
A0A650A7L8,RHEA:30471,marts
A0A650A7M1,RHEA:28266,marts
A0A650A7M1,RHEA:32699,marts
A0A650A7N6,RHEA:28266,marts
A0A650A7N6,RHEA:32699,marts
A0A650A7N9,RHEA:28266,marts
A0A650A7N9,RHEA:28643,marts
A0A650A7N9,RHEA:32699,marts
A0A650A872,RHEA:28266,marts
A0A650A872,RHEA:28643,marts
A0A650A872,RHEA:32699,marts
A0A650A8B4,RHEA:27425,marts
A0A678QA10,MARTS_EXT_RXN_7b0cfb7bb82c,marts
A0A6A6W5M9,MARTS_EXT_RXN_51c6e7c89344,marts
A0A6A6W5M9,RHEA:78403,marts
A0A6B8MS60,RHEA:28294,marts
A0A6B8N100,RHEA:19525,marts
A0A6B8N4Y9,MARTS_EXT_RXN_d86b1fdbc72d,marts
A0A6C0QES1,RHEA:19525,marts
A0A6C0THV5,RHEA:28643,marts
A0A6C0TJK8,RHEA:12016,marts
A0A6C0TL59,RHEA:26115,marts
A0A6C0TLK1,RHEA:25464,marts
A0A6I2FRA3,MARTS_EXT_RXN_c29f1cca3044,marts
A0A6M6CCF6,MARTS_EXT_RXN_6314ab7563ea,marts
A0A6M6CDA0,RHEA:32543,marts
A0A6P6W6H5,RHEA:10940,marts
A0A6P6W6H5,RHEA:16965,current;marts
A0A6P6W6H5,RHEA:25488,marts
A0A6P6W6H5,RHEA:25500,current;marts
A0A6P6W6H5,RHEA:25508,marts
A0A6P6W6H5,RHEA:25662,current
A0A6P6W6H5,RHEA:25666,current
A0A6P6W6H5,RHEA:27425,current;marts
A0A6P6W6H5,RHEA:68636,current
A0A6P6W6H5,RHEA:68640,current
A0A6P8ANR6,MARTS_EXT_RXN_c9b279de0442,marts
A0A6P8ANR6,RHEA:26245,marts
A0A6S6QR11,MARTS_EXT_RXN_6705f601fdae,marts
A0A6S6QR11,MARTS_EXT_RXN_e778d2d951ff,marts
A0A7D0AGU9,RHEA:32679,current;marts
A0A7D5HVQ3,RHEA:54056,marts
A0A7D5HYM9,RHEA:27530,marts
A0A7D5HYZ9,RHEA:10940,marts
A0A7D5HYZ9,RHEA:16965,marts
A0A7D5HYZ9,RHEA:25500,marts
A0A7D5HYZ9,RHEA:68708,marts
A0A7D5HZV8,RHEA:27421,marts
A0A7D5HZV8,RHEA:27425,marts
A0A7D5HZV8,RHEA:27530,marts
A0A7G5KLV0,MARTS_EXT_RXN_e275424c414b,marts
A0A7G5KLV0,RHEA:25488,marts
A0A7G5KLV0,RHEA:25508,marts
A0A7G5KLV0,RHEA:25666,current
A0A7G5KLV0,RHEA:32563,current
A0A7G5KLV0,RHEA:54072,current;marts
A0A7G5KLV0,RHEA:68636,current
A0A7G5KLV1,RHEA:32019,current;marts
A0A7G5KLV1,RHEA:33111,current;marts
A0A7G5KLV1,RHEA:69775,current
A0A7G5KLV2,RHEA:30471,marts
A0A7G5KLV2,RHEA:31427,current
A0A7G5KLV3,RHEA:32679,current;marts
A0A7J6EK66,RHEA:12605,current
A0A7J6HK32,RHEA:28294,current
A0A7J6HK32,RHEA:31895,current
A0A7J6HWR9,RHEA:19361,current
A0A7J6HWR9,RHEA:22408,current
A0A7L7S5T2,RHEA:19525,marts
A0A7L7S5T2,RHEA:25488,marts
A0A7L7S8U7,MARTS_EXT_RXN_529b3e1ea6d5,marts
A0A7L7SCQ9,RHEA:12016,marts
A0A7L7SES4,RHEA:32543,marts
A0A7L7SG75,RHEA:28294,marts
A0A7M3M6K6,MARTS_EXT_RXN_0601074748a9,marts
A0A7S5GI43,RHEA:27530,marts
A0A7S5GI43,RHEA:34503,marts
A0A7S5GI44,RHEA:27421,marts
A0A7S5GI44,RHEA:27530,marts
A0A7S5GI44,RHEA:30471,marts
A0A7S5L324,RHEA:27421,marts
A0A7S5L324,RHEA:27530,marts
A0A7S5L324,RHEA:30471,marts
A0A7S5L324,RHEA:38155,marts
A0A7S5L324,RHEA:68708,marts
A0A7S5L3H2,RHEA:27530,marts
A0A7S5L3H2,RHEA:38155,marts
A0A7S5L3H2,RHEA:68708,marts
A0A7S5L3J3,RHEA:27421,marts
A0A7S5L3J3,RHEA:27530,marts
A0A7S5L3J3,RHEA:32679,marts
A0A7S5L3J3,RHEA:34503,marts
A0A7S6HRZ4,RHEA:30463,marts
A0A7S6HRZ4,RHEA:30471,marts
A0A7S6HRZ4,RHEA:31431,marts
A0A7W5F0P0,MARTS_EXT_RXN_2d4d4df1341b,marts
A0A7W5F0P0,MARTS_EXT_RXN_3fcdccf20787,marts
A0A7W5F0P0,MARTS_EXT_RXN_5c2828b66ca0,marts
A0A7W5F0P0,MARTS_EXT_RXN_66d9eb264140,marts
A0A7W5F0P0,MARTS_EXT_RXN_b72409fe507d,marts
A0A7W5F0P0,RHEA:71987,marts
A0A803PDZ0,RHEA:12605,current
A0A822XDK0,RHEA:14841,marts
A0A822ZER1,RHEA:10940,marts
A0A822ZER1,RHEA:68708,marts
A0A858E4Y6,RHEA:56984,current
A0A858E4Y6,RHEA:68708,current
A0A858E4Y8,RHEA:27421,current
A0A858E4Y8,RHEA:32691,current
A0A858E4Y8,RHEA:68708,current
A0A858E4Y8,RHEA:74543,current
A0A858E6N7,RHEA:17653,current
A0A858E6N7,RHEA:19361,current
A0A858E6N7,RHEA:22408,current
A0A858E7G0,RHEA:17653,current
A0A858E7G0,RHEA:19361,current
A0A858E7G0,RHEA:22408,current
A0A858E7J4,RHEA:56984,current
A0A858E7J4,RHEA:68708,current
A0A858E899,RHEA:56984,current
A0A858E899,RHEA:68708,current
A0A858EAD5,RHEA:27421,current
A0A858EAD5,RHEA:32691,current
A0A858EAD5,RHEA:74543,current
A0A8A5RE99,RHEA:28294,marts
A0A8A5XA86,RHEA:28643,marts
A0A8A5XC90,RHEA:28266,marts
A0A8A5XC90,RHEA:30471,marts
A0A8A5XC90,RHEA:34503,marts
A0A8D5M3Y5,RHEA:17653,current
A0A8D5M3Y5,RHEA:19361,current
A0A8D5M3Y5,RHEA:22408,current
A0A8F4PMV8,MARTS_EXT_RXN_b3c865336ac3,marts
A0A8F4PMV8,MARTS_EXT_RXN_c9b279de0442,marts
A0A8F4PMX6,RHEA:71987,marts
A0A8F4PMY5,MARTS_EXT_RXN_c82f9ce748cd,marts
A0A8F4PNJ7,MARTS_EXT_RXN_86983edabe8c,marts
A0A8F4PNT7,RHEA:66832,marts
A0A8F4PP18,MARTS_EXT_RXN_ecb0de88d8e0,marts
A0A8F4PPH7,MARTS_EXT_RXN_2554ee320331,marts
A0A8F4PPI6,MARTS_EXT_RXN_8c6cae136e8b,marts
A0A8F4PPI6,MARTS_EXT_RXN_eec1da2d1706,marts
A0A8F4PPI6,RHEA:54500,marts
A0A8F4PPJ2,MARTS_EXT_RXN_be324f8633fc,marts
A0A8F4PPJ2,MARTS_EXT_RXN_c9b279de0442,marts
A0A8F4PPJ2,RHEA:78287,marts
A0A8F4PQH5,MARTS_EXT_RXN_b3c865336ac3,marts
A0A8F4PQH5,RHEA:78287,marts
A0A8F4PQI4,MARTS_EXT_RXN_9c359e8d58c7,marts
A0A8F4PQP7,MARTS_EXT_RXN_86983edabe8c,marts
A0A8F4SK79,MARTS_EXT_RXN_86983edabe8c,marts
A0A8F4SK83,RHEA:71987,marts
A0A8F4SK87,MARTS_EXT_RXN_be324f8633fc,marts
A0A8F4SK87,RHEA:78287,marts
A0A8F4SKT7,MARTS_EXT_RXN_86983edabe8c,marts
A0A8F4SKU0,MARTS_EXT_RXN_86983edabe8c,marts
A0A8F4SNK4,MARTS_EXT_RXN_c82f9ce748cd,marts
A0A8F4SPY9,RHEA:66832,marts
A0A8F4SPZ5,MARTS_EXT_RXN_ecb0de88d8e0,marts
A0A8H4CUY8,RHEA:77975,current
A0A8H4CUY8,RHEA:77979,current
A0A8H6ZNT4,RHEA:19525,marts
A0A8H6ZNT4,RHEA:32011,marts
A0A8H6ZNT4,RHEA:33103,marts
A0A8H7DPD2,MARTS_EXT_RXN_0aa1aeb0f8d8,marts
A0A8H7DPD2,RHEA:19525,marts
A0A8H7DPD2,RHEA:33111,marts
A0A8H7XMX0,RHEA:15809,current
A0A8H7XMX0,RHEA:27534,current
A0A8H7XP09,RHEA:16965,current
A0A8H7XP09,RHEA:27425,current
A0A8H7XP09,RHEA:28294,current
A0A8H7XP09,RHEA:31895,current
A0A8H7XP09,RHEA:32679,current
A0A8H7XP09,RHEA:32691,current
A0A8H7XP09,RHEA:68712,current
A0A8H7XP09,RHEA:68824,current
A0A8H7XQ49,RHEA:15809,current
A0A8H7XQ49,RHEA:32555,current
A0A8H7XQ49,RHEA:32679,current
A0A8H7XQ49,RHEA:85615,current
A0A8H7XQ49,RHEA:85619,current
A0A8H8CFI5,RHEA:15809,current
A0A8H8CFI5,RHEA:32555,current
A0A8H8CFI5,RHEA:32679,current
A0A8H8CFI5,RHEA:85615,current
A0A8H8CFI5,RHEA:85619,current
A0A8H8CMW1,RHEA:31823,current
A0A8H8CMW1,RHEA:32011,current
A0A8H8CMW1,RHEA:32019,current
A0A8H8CMW1,RHEA:33111,current
A0A8H8CMW1,RHEA:33119,current
A0A8H8CMW1,RHEA:56556,current
A0A8H8CMW1,RHEA:68712,current
A0A8H8CMW1,RHEA:68716,current
A0A8K1AY78,RHEA:17653,current
A0A8K1AY78,RHEA:74547,current;marts
A0A8T0VMU7,MARTS_EXT_RXN_79368a2476ac,marts
A0A956YA26,MARTS_EXT_RXN_e266d387018a,marts
A0A979G5X7,MARTS_EXT_RXN_237f1c153ad6,marts
A0A979G646,MARTS_EXT_RXN_66951c0e7ed9,marts
A0A979G646,MARTS_EXT_RXN_8d7f7dd54117,marts
A0A979G646,MARTS_EXT_RXN_9aca0b07537d,marts
A0A979G646,MARTS_EXT_RXN_c7f62ba677ae,marts
A0A979G646,MARTS_EXT_RXN_f0fe69f8e0b7,marts
A0A979G646,RHEA:12516,marts
A0A979G646,RHEA:25436,marts
A0A979G646,RHEA:27526,marts
A0A979G646,RHEA:27530,marts
A0A979G646,RHEA:29511,marts
A0A979G646,RHEA:32679,marts
A0A979G646,RHEA:34503,marts
A0A979G646,RHEA:54056,marts
A0AA82WP13,MARTS_EXT_RXN_1c2da1449873,marts
A0AA82WP13,RHEA:12016,marts
A0AA82WP13,RHEA:12516,marts
A0AA82WP13,RHEA:27425,marts
A0AA82WP13,RHEA:32679,marts
A0AA82WP13,RHEA:54056,marts
A0AAW1L0L7,RHEA:31007,current
A0RZI2,RHEA:31823,marts
A0RZI3,RHEA:28294,marts
A0RZI3,RHEA:31895,marts
A0SJQ5,MARTS_EXT_RXN_68d7c7a6b97f,marts
A0SJQ5,RHEA:32295,current
A0SJQ5,RHEA:32299,current
A1C8C3,RHEA:17653,current
A1C8C3,RHEA:25694,current
A1C8C3,RHEA:41552,current;marts
A1CVK0,RHEA:30987,current;marts
A1DN29,RHEA:78407,current
A1DN30,RHEA:17653,current
A1DN30,RHEA:25694,current
A1DN30,RHEA:54068,current;marts
A1E4D1,RHEA:31007,marts
A1JH12,RHEA:25488,marts
A2PZA5,RHEA:17653,current
A2PZA5,RHEA:26245,current;marts
A2PZA5,RHEA:78275,marts
A3KI17,RHEA:32571,current;marts
A4DA41,RHEA:80867,current
A4FG19,RHEA:32571,current;marts
A4FVP2,RHEA:27421,current
A4FVP2,RHEA:32687,marts
A4FVP2,RHEA:32691,current
A4KAG7,RHEA:25759,current;marts
A4KAG8,RHEA:25759,current;marts
A4UUM6,RHEA:25488,marts
A4UUM6,RHEA:25496,marts
A4VB63,RHEA:21308,marts
A5A8G0,RHEA:14841,current;marts
A5A8G0,RHEA:22220,current;marts
A5A8G0,RHEA:25536,current
A5A8G0,RHEA:25759,current
A5A8G0,RHEA:79011,current
A5A8G0,RHEA:81231,current
A5AQH7,RHEA:31895,marts
A5BEB8,MARTS_EXT_RXN_3ae1fc659b14,marts
A5BEB8,MARTS_EXT_RXN_5ebefc2c5944,marts
A5BEB8,RHEA:19525,marts
A5BEB8,RHEA:28294,marts
A5BEB8,RHEA:29507,marts
A5BEB8,RHEA:32019,marts
A5BEB8,RHEA:33991,marts
A5LHW8,RHEA:31387,marts
A5Y5L5,RHEA:16965,current
A5Y5L5,RHEA:25662,current
A5Y5L5,RHEA:32543,current;marts
A5Y5L5,RHEA:32551,current
A5Y5L5,RHEA:32691,current
A5Y5L5,RHEA:68636,current
A5Y5L5,RHEA:68640,current
A5YZT7,MARTS_EXT_RXN_dd89a5b3606f,marts
A5YZT7,RHEA:10940,marts
A5YZT7,RHEA:25500,marts
A5YZT7,RHEA:32559,marts
A6XH05,RHEA:16965,current
A6XH05,RHEA:25662,current
A6XH05,RHEA:25666,current
A6XH05,RHEA:32543,current;marts
A6XH05,RHEA:32551,current
A6XH05,RHEA:68636,current
A6XH06,RHEA:16965,current
A6XH06,RHEA:25508,marts
A6XH06,RHEA:68636,current
A7BG60,RHEA:25496,marts
A7BJ35,RHEA:31007,marts
A7BJ36,RHEA:31007,marts
A7IZZ1,RHEA:10940,current;marts
A7IZZ1,RHEA:12869,current
A7IZZ1,RHEA:16965,current
A7IZZ1,RHEA:25500,current
A7IZZ1,RHEA:32575,current
A7IZZ1,RHEA:32579,current
A7IZZ2,RHEA:12869,current
A7IZZ2,RHEA:16965,current
A7IZZ2,RHEA:25488,marts
A7IZZ2,RHEA:32575,current
A7IZZ2,RHEA:32579,current
A7NH01,RHEA:32011,current;marts
A8C980,RHEA:31003,current;marts
A8C980,RHEA:31007,current
A8C980,RHEA:31383,current
A8C981,MARTS_EXT_RXN_aecc694cdc8f,marts
A8C981,RHEA:30431,current
A8C981,RHEA:31007,current
A8C981,RHEA:31383,current
A8CDT2,RHEA:31007,current;marts
A8CDT3,RHEA:31383,current;marts
A8NCK5,RHEA:32027,marts
A8NE23,RHEA:12516,current;marts
A8NE23,RHEA:28639,marts
A8NE23,RHEA:33103,current;marts
A8NE23,RHEA:33107,current
A8NU13,RHEA:31823,current;marts
A8NU13,RHEA:32019,current;marts
A8NU13,RHEA:33111,current;marts
A8NU13,RHEA:33119,current;marts
A8R7G3,RHEA:21308,marts
A9AWD5,RHEA:25613,marts
A9AWD5,RHEA:54676,current
A9FZ87,RHEA:29511,marts
A9FZ87,RHEA:52804,current
A9GK58,MARTS_EXT_RXN_0aa1aeb0f8d8,marts
A9GK58,MARTS_EXT_RXN_1428f098b24c,marts
A9GK58,MARTS_EXT_RXN_3ae1fc659b14,marts
A9GK58,MARTS_EXT_RXN_747e48195053,marts
A9GK58,RHEA:12016,marts
A9GK58,RHEA:19525,marts
A9GK58,RHEA:29491,marts
A9GK58,RHEA:31823,marts
A9GK58,RHEA:32011,marts
A9GK58,RHEA:32019,marts
A9GK58,RHEA:54064,current
A9JQL9,MARTS_EXT_RXN_c38237fa511c,marts
AGO55049.1,MARTS_EXT_RXN_c4cfcdfee60d,marts
B0FGA9,RHEA:12516,current;marts
B0KZ40,MARTS_EXT_RXN_9bfd169ae97d,marts
B0Y565,MARTS_EXT_RXN_0304c0087056,marts
B0Y5B4,RHEA:30987,current
B1B1U3,RHEA:31895,current;marts
B1B1U4,RHEA:29495,current;marts
B1B1U4,RHEA:30947,current
B1B1U4,RHEA:30951,current;marts
B1B1U4,RHEA:80407,marts
B1PLH3,RHEA:14621,marts
B1PLH3,RHEA:31007,marts
B1W019,MARTS_EXT_RXN_63e6da659221,marts
B1W019,RHEA:28294,marts
B1W019,RHEA:31795,current
B1W019,RHEA:31815,current
B2C4D0,RHEA:28294,current;marts
B2C4D3,RHEA:28294,marts
B2C4D3,RHEA:31895,marts
B2C4D4,RHEA:28294,marts
B2C4D4,RHEA:31895,marts
B2C4D5,RHEA:28294,marts
B2C4D5,RHEA:31895,marts
B2C4D6,RHEA:28294,marts
B2C4D6,RHEA:31895,marts
B2C4D7,RHEA:28294,marts
B2C4D7,RHEA:31895,marts
B2C4D8,RHEA:28294,marts
B2C4D8,RHEA:31895,marts
B2DBF0,RHEA:14841,marts
B2DBF0,RHEA:24316,current
B2DBF0,RHEA:26430,current
B2DBF0,RHEA:81231,marts
B2DBF1,RHEA:14841,marts
B2DBF1,RHEA:24316,current
B2J4A4,RHEA:30383,marts
B2J4A4,RHEA:31819,current
B2KSJ5,RHEA:19525,current;marts
B2KSJ5,RHEA:28639,marts
B2KSJ5,RHEA:31827,current
B2KSJ5,RHEA:33991,marts
B2KSJ6,RHEA:27421,current;marts
B3TPQ6,RHEA:32019,current;marts
B3TPQ7,MARTS_EXT_RXN_dd89a5b3606f,marts
B3TPQ7,RHEA:32551,current
B3TPQ7,RHEA:32555,current
B3Y522,RHEA:31023,current;marts
B4FVP3,RHEA:57544,current
B4XAK4,RHEA:28294,marts
B4XAK4,RHEA:31895,marts
B4XAK5,MARTS_EXT_RXN_d86b1fdbc72d,marts
B4XAK6,MARTS_EXT_RXN_faf8834b256f,marts
B4XAK6,RHEA:25464,marts
B4YYR2,RHEA:25444,marts
B5A434,MARTS_EXT_RXN_dd89a5b3606f,marts
B5A434,RHEA:10940,marts
B5A434,RHEA:16965,marts
B5A434,RHEA:25488,marts
