row,Entry
1344,R4YZC3
1345,R9QMQ9
1346,R9QMR0
1347,R9QMR1
1348,R9QMR2
1349,R9QMR3
1350,R9QMR4
1351,R9QMR5
1352,R9QMR6
1353,R9QMW1
1354,R9QMW2
1355,R9QMW3
1356,R9QMW4
1357,R9QMW5
1358,R9QMW6
1359,R9QMW7
1360,R9QMW8
1361,R9QMY7
1362,R9QMY8
1363,R9QMY9
1364,R9QMZ0
1365,S0DX56
1366,S0EA85
1367,S0ECT9
1368,S0EGZ9
1369,S0ENM8
1370,T1RR71
1371,T1RR72
1372,T1RRI5
1373,T1RRI8
1374,T1RRJ4
1375,T1RRJ6
1376,T1RRL8
1377,T1RRR9
1378,T1RRS0
1379,U3KYL2
1380,U3LVL5
1381,U3LVZ7
1382,U3LW50
1383,U5PZT6
1384,V6RPN0
1385,W0FFD7
1386,W4JX79
1387,W6HUT3
1388,W6Q4Q9
1389,W6Q9B3
1390,W6QAE7
