row,protein_id,cif,norm
1819,A0A484KJR6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A484KJR6-F1-model_v6.cif,1.0
1820,A0A484L7A0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A484L7A0-F1-model_v6.cif,1.0
1821,A0A484M8D2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A484M8D2-F1-model_v6.cif,1.0
1822,A0A484MUI3,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A484MUI3-F1-model_v6.cif,1.0
1823,A0A485K3V5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A485K3V5-F1-model_v6.cif,0.99999994
1824,A0A485MVH6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A485MVH6-F1-model_v6.cif,1.0
1825,A0A495JMV3,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A495JMV3-F1-model_v6.cif,1.0
1826,A0A495VYF5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A495VYF5-F1-model_v6.cif,0.99999994
1827,A0A498H842,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A498H842-F1-model_v6.cif,0.9999999
1828,A0A498H9H7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A498H9H7-F1-model_v6.cif,0.99999994
1829,A0A498HZB1,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A498HZB1-F1-model_v6.cif,0.99999994
1830,A0A498I6F6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A498I6F6-F1-model_v6.cif,1.0
1831,A0A498IKV2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A498IKV2-F1-model_v6.cif,1.0
1832,A0A498J8U5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A498J8U5-F1-model_v6.cif,1.0
1833,A0A498K5Y3,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A498K5Y3-F1-model_v6.cif,1.0
1834,A0A498K7U6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A498K7U6-F1-model_v6.cif,1.0
1835,A0A498KC37,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A498KC37-F1-model_v6.cif,1.0
1836,A0A498Q128,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A498Q128-F1-model_v6.cif,1.0
1837,A0A4D4KJV3,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4D4KJV3-F1-model_v6.cif,1.0
1838,A0A4D4KK91,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4D4KK91-F1-model_v6.cif,1.0
1839,A0A4D6LHT2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4D6LHT2-F1-model_v6.cif,1.0
1840,A0A4D6M090,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4D6M090-F1-model_v6.cif,1.0
1841,A0A4D6MTX5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4D6MTX5-F1-model_v6.cif,0.99999994
1842,A0A4P2VK97,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4P2VK97-F1-model_v6.cif,1.0
1843,A0A4P8PGL5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4P8PGL5-F1-model_v6.cif,1.0
1844,A0A4P8XTR8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4P8XTR8-F1-model_v6.cif,0.99999994
1845,A0A4P8YM49,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4P8YM49-F1-model_v6.cif,1.0
1846,A0A4P9TCJ5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4P9TCJ5-F1-model_v6.cif,0.99999994
1847,A0A4Q2D257,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Q2D257-F1-model_v6.cif,0.9999999
1848,A0A4Q2D8K0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Q2D8K0-F1-model_v6.cif,1.0
1849,A0A4Q7KBL2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Q7KBL2-F1-model_v6.cif,1.0
1850,A0A4Q9NT47,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Q9NT47-F1-model_v6.cif,1.0
1851,A0A4Q9PW93,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Q9PW93-F1-model_v6.cif,1.0
1852,A0A4R0R5I2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R0R5I2-F1-model_v6.cif,1.0
1853,A0A4R0R7D5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R0R7D5-F1-model_v6.cif,1.0
1854,A0A4R0RDE1,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R0RDE1-F1-model_v6.cif,1.0
1855,A0A4R0S0V8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R0S0V8-F1-model_v6.cif,0.99999994
1856,A0A4R2N966,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R2N966-F1-model_v6.cif,1.0
1857,A0A4R2NL94,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R2NL94-F1-model_v6.cif,1.0
1858,A0A4R2Q139,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R2Q139-F1-model_v6.cif,0.99999994
1859,A0A4R4SNB0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R4SNB0-F1-model_v6.cif,0.99999994
1860,A0A4R4URQ0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R4URQ0-F1-model_v6.cif,0.99999994
1861,A0A4R4V569,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R4V569-F1-model_v6.cif,1.0
1862,A0A4R4VD79,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R4VD79-F1-model_v6.cif,0.99999994
1863,A0A4R4VDA4,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R4VDA4-F1-model_v6.cif,0.99999994
1864,A0A4R4XRR6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R4XRR6-F1-model_v6.cif,1.0
1865,A0A4R4XYA8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R4XYA8-F1-model_v6.cif,1.0
1866,A0A4R4ZI09,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R4ZI09-F1-model_v6.cif,1.0
1867,A0A4R5A1H8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R5A1H8-F1-model_v6.cif,1.0
1868,A0A4R5A5J5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R5A5J5-F1-model_v6.cif,1.0
1869,A0A4R5AQB0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R5AQB0-F1-model_v6.cif,0.99999994
1870,A0A4R5BGK6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R5BGK6-F1-model_v6.cif,0.99999994
1871,A0A4R5BKY4,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R5BKY4-F1-model_v6.cif,1.0
1872,A0A4R5BLQ2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R5BLQ2-F1-model_v6.cif,1.0000001
1873,A0A4R5C837,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R5C837-F1-model_v6.cif,1.0
1874,A0A4R5USK1,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R5USK1-F1-model_v6.cif,1.0
1875,A0A4R5VEI6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R5VEI6-F1-model_v6.cif,1.0
1876,A0A4R6SD66,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R6SD66-F1-model_v6.cif,1.0
1877,A0A4R7W323,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R7W323-F1-model_v6.cif,0.99999994
1878,A0A4R8DGV2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R8DGV2-F1-model_v6.cif,1.0
1879,A0A4R8DHV7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R8DHV7-F1-model_v6.cif,1.0
1880,A0A4R8DHZ9,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R8DHZ9-F1-model_v6.cif,0.99999994
1881,A0A4R8DI40,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R8DI40-F1-model_v6.cif,1.0
1882,A0A4R8DIS8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R8DIS8-F1-model_v6.cif,0.9999999
1883,A0A4R8PRY0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R8PRY0-F1-model_v6.cif,1.0
1884,A0A4R8QRZ3,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4R8QRZ3-F1-model_v6.cif,1.0
1885,A0A4S2MYE7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S2MYE7-F1-model_v6.cif,1.0
1886,A0A4S3J6H8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S3J6H8-F1-model_v6.cif,1.0
1887,A0A4S3J6S2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S3J6S2-F1-model_v6.cif,1.0
1888,A0A4S3JJS7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S3JJS7-F1-model_v6.cif,1.0
1889,A0A4S4CZA9,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4CZA9-F1-model_v6.cif,1.0
1890,A0A4S4DE02,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4DE02-F1-model_v6.cif,0.99999994
1891,A0A4S4DF06,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4DF06-F1-model_v6.cif,1.0
1892,A0A4S4DFA0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4DFA0-F1-model_v6.cif,1.0
1893,A0A4S4DFW0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4DFW0-F1-model_v6.cif,1.0
1894,A0A4S4DGE4,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4DGE4-F1-model_v6.cif,0.99999994
1895,A0A4S4DHA5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4DHA5-F1-model_v6.cif,1.0
1896,A0A4S4DIE4,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4DIE4-F1-model_v6.cif,1.0
1897,A0A4S4DJF1,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4DJF1-F1-model_v6.cif,1.0
1898,A0A4S4DL44,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4DL44-F1-model_v6.cif,1.0
1899,A0A4S4DQK7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4DQK7-F1-model_v6.cif,0.99999994
1900,A0A4S4DSS5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4DSS5-F1-model_v6.cif,1.0
1901,A0A4S4E020,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4E020-F1-model_v6.cif,1.0
1902,A0A4S4E1Z0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4E1Z0-F1-model_v6.cif,1.0
1903,A0A4S4E6Q5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4E6Q5-F1-model_v6.cif,1.0
1904,A0A4S4E6Q6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4E6Q6-F1-model_v6.cif,0.99999994
1905,A0A4S4EAH8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4EAH8-F1-model_v6.cif,0.99999994
1906,A0A4S4EEH8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4EEH8-F1-model_v6.cif,1.0
1907,A0A4S4EFM5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4EFM5-F1-model_v6.cif,1.0
1908,A0A4S4ERZ7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4ERZ7-F1-model_v6.cif,0.9999999
1909,A0A4S4EVZ3,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4EVZ3-F1-model_v6.cif,1.0
1910,A0A4S4F1X8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4F1X8-F1-model_v6.cif,0.99999994
1911,A0A4S4F2L2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4F2L2-F1-model_v6.cif,1.0
1912,A0A4S4F2R7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4F2R7-F1-model_v6.cif,0.99999994
1913,A0A4S4KD70,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4KD70-F1-model_v6.cif,0.99999994
1914,A0A4S4KU58,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4KU58-F1-model_v6.cif,1.0
1915,A0A4S4KYR2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4KYR2-F1-model_v6.cif,0.99999994
1916,A0A4S4L887,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4L887-F1-model_v6.cif,0.99999994
1917,A0A4S4L8X7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4L8X7-F1-model_v6.cif,1.0
1918,A0A4S4LGA8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4LGA8-F1-model_v6.cif,1.0
1919,A0A4S4LH26,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4LH26-F1-model_v6.cif,0.99999994
1920,A0A4S4LHX7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4LHX7-F1-model_v6.cif,0.99999994
1921,A0A4S4LJT5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4LJT5-F1-model_v6.cif,1.0
1922,A0A4S4LZM3,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S4LZM3-F1-model_v6.cif,0.99999994
1923,A0A4S8I6X4,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8I6X4-F1-model_v6.cif,1.0
1924,A0A4S8JC95,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8JC95-F1-model_v6.cif,1.0
1925,A0A4S8JES1,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8JES1-F1-model_v6.cif,1.0
1926,A0A4S8JFN8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8JFN8-F1-model_v6.cif,1.0
1927,A0A4S8KAA0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8KAA0-F1-model_v6.cif,0.99999994
1928,A0A4S8KLE0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8KLE0-F1-model_v6.cif,1.0
1929,A0A4S8KR29,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8KR29-F1-model_v6.cif,0.99999994
1930,A0A4S8KW83,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8KW83-F1-model_v6.cif,1.0
1931,A0A4S8KY02,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8KY02-F1-model_v6.cif,1.0
1932,A0A4S8MCF9,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8MCF9-F1-model_v6.cif,1.0
1933,A0A4S8MRR9,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8MRR9-F1-model_v6.cif,1.0
1934,A0A4S8NML6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8NML6-F1-model_v6.cif,1.0
1935,A0A4S8P9R1,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8P9R1-F1-model_v6.cif,1.0
1936,A0A4S8REW6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4S8REW6-F1-model_v6.cif,1.0000001
1937,A0A4U0NR36,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U0NR36-F1-model_v6.cif,1.0
1938,A0A4U0NRJ7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U0NRJ7-F1-model_v6.cif,0.99999994
1939,A0A4U0XQP2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U0XQP2-F1-model_v6.cif,0.99999994
1940,A0A4U1JKP2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U1JKP2-F1-model_v6.cif,1.0
1941,A0A4U3MB96,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U3MB96-F1-model_v6.cif,1.0
1942,A0A4U3MRG0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U3MRG0-F1-model_v6.cif,0.99999994
1943,A0A4U6T3F1,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U6T3F1-F1-model_v6.cif,1.0
1944,A0A4U6TCR5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U6TCR5-F1-model_v6.cif,1.0
1945,A0A4U6TMJ4,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U6TMJ4-F1-model_v6.cif,0.99999994
1946,A0A4U6V6D5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U6V6D5-F1-model_v6.cif,0.99999994
1947,A0A4U6VIU5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U6VIU5-F1-model_v6.cif,1.0
1948,A0A4U6VJW3,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U6VJW3-F1-model_v6.cif,1.0
1949,A0A4U6W1J1,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U6W1J1-F1-model_v6.cif,1.0
1950,A0A4U6W9B1,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U6W9B1-F1-model_v6.cif,1.0
1951,A0A4U6XBY8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4U6XBY8-F1-model_v6.cif,1.0
1952,A0A4V2UTQ9,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4V2UTQ9-F1-model_v6.cif,1.0
1953,A0A4V2YK42,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4V2YK42-F1-model_v6.cif,1.0
1954,A0A4V2YYW4,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4V2YYW4-F1-model_v6.cif,1.0
1955,A0A4V2YZF6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4V2YZF6-F1-model_v6.cif,1.0
1956,A0A4V3HR28,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4V3HR28-F1-model_v6.cif,1.0
1957,A0A4V3WPB5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4V3WPB5-F1-model_v6.cif,0.99999994
1958,A0A4V4H2G0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4V4H2G0-F1-model_v6.cif,1.0
1959,A0A4V4H6H9,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4V4H6H9-F1-model_v6.cif,1.0
1960,A0A4V4HAM1,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4V4HAM1-F1-model_v6.cif,0.99999994
1961,A0A4V4HCF5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4V4HCF5-F1-model_v6.cif,1.0
1962,A0A4V6RY90,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4V6RY90-F1-model_v6.cif,1.0
1963,A0A4Y5QWA6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y5QWA6-F1-model_v6.cif,1.0
1964,A0A4Y5QWK5,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y5QWK5-F1-model_v6.cif,1.0
1965,A0A4Y5QZ62,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y5QZ62-F1-model_v6.cif,0.99999994
1966,A0A4Y6JKQ0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y6JKQ0-F1-model_v6.cif,0.99999994
1967,A0A4Y7IEP0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y7IEP0-F1-model_v6.cif,1.0
1968,A0A4Y7IYW8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y7IYW8-F1-model_v6.cif,0.99999994
1969,A0A4Y7JAI4,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y7JAI4-F1-model_v6.cif,1.0
1970,A0A4Y7KKY9,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y7KKY9-F1-model_v6.cif,1.0
1971,A0A4Y7KU29,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y7KU29-F1-model_v6.cif,1.0
1972,A0A4Y7Q3V6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y7Q3V6-F1-model_v6.cif,1.0
1973,A0A4Y7SAP0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y7SAP0-F1-model_v6.cif,0.99999994
1974,A0A4Y9YB07,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y9YB07-F1-model_v6.cif,1.0
1975,A0A4Y9YVD7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y9YVD7-F1-model_v6.cif,1.0
1976,A0A4Y9ZGA7,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Y9ZGA7-F1-model_v6.cif,0.99999994
1977,A0A4Z0AY23,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Z0AY23-F1-model_v6.cif,0.99999994
1978,A0A4Z0M480,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Z0M480-F1-model_v6.cif,1.0
1979,A0A4Z0QB04,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Z0QB04-F1-model_v6.cif,0.99999994
1980,A0A4Z1GU50,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Z1GU50-F1-model_v6.cif,1.0
1981,A0A4Z1PI72,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A4Z1PI72-F1-model_v6.cif,1.0
1982,A0A507AZZ2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A507AZZ2-F1-model_v6.cif,1.0
1983,A0A507BMB8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A507BMB8-F1-model_v6.cif,0.99999994
1984,A0A511T3E4,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A511T3E4-F1-model_v6.cif,1.0
1985,A0A511T5T3,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A511T5T3-F1-model_v6.cif,0.99999994
1986,A0A511T8B9,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A511T8B9-F1-model_v6.cif,1.0
1987,A0A511T9M3,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A511T9M3-F1-model_v6.cif,1.0
1988,A0A511UTU8,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A511UTU8-F1-model_v6.cif,1.0
1989,A0A514CGD6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A514CGD6-F1-model_v6.cif,1.0000001
1990,A0A516F405,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A516F405-F1-model_v6.cif,1.0
1991,A0A516IJT6,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A516IJT6-F1-model_v6.cif,0.99999994
1992,A0A517MIN0,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A517MIN0-F1-model_v6.cif,1.0
1993,A0A517NVA2,/home/s241850073/igem2026/results/clipzyme_native_extension_v1/structures/af_v6/AF-A0A517NVA2-F1-model_v6.cif,1.0
