query_id,positive_count,candidate_count,mrr,map,ndcg_at_10,best_positive_rank,mean_positive_rank,hit_at_1,hit_at_5,hit_at_10,hit_at_20,hit_at_50
Q9L645,1,10131,0.013157894736842105,0.013157894736842105,0.0,76,76.0,0.0,0.0,0.0,0.0,0.0
Q9LYN2,1,10131,0.00018542555164101615,0.00018542555164101615,0.0,5393,5393.0,0.0,0.0,0.0,0.0,0.0
Q9M7B7,2,10131,0.005714285714285714,0.006630727762803235,0.0,175,220.0,0.0,0.0,0.0,0.0,0.0
Q9M7B8,2,10131,0.0058823529411764705,0.00702280912364946,0.0,170,207.5,0.0,0.0,0.0,0.0,0.0
Q9PTS2,1,10131,0.0006138735420503376,0.0006138735420503376,0.0,1629,1629.0,0.0,0.0,0.0,0.0,0.0
Q9S2N0,1,10131,0.0008305647840531562,0.0008305647840531562,0.0,1204,1204.0,0.0,0.0,0.0,0.0,0.0
Q9S4K6,1,10131,0.0015360983102918587,0.0015360983102918587,0.0,651,651.0,0.0,0.0,0.0,0.0,0.0
Q9S756,1,10131,0.00019069412662090009,0.00019069412662090009,0.0,5244,5244.0,0.0,0.0,0.0,0.0,0.0
Q9SRL5,1,10131,0.00026096033402922753,0.00026096033402922753,0.0,3832,3832.0,0.0,0.0,0.0,0.0,0.0
Q9TY03,1,10131,0.0005636978579481398,0.0005636978579481398,0.0,1774,1774.0,0.0,0.0,0.0,0.0,0.0
Q9UET6,1,10131,0.00980392156862745,0.00980392156862745,0.0,102,102.0,0.0,0.0,0.0,0.0,0.0
Q9USJ5,1,10131,0.00036927621861152144,0.00036927621861152144,0.0,2708,2708.0,0.0,0.0,0.0,0.0,0.0
Q9W385,1,10131,0.00021459227467811158,0.00021459227467811158,0.0,4660,4660.0,0.0,0.0,0.0,0.0,0.0
Q9XT73,1,10131,0.001141552511415525,0.001141552511415525,0.0,876,876.0,0.0,0.0,0.0,0.0,0.0
Q9ZHC5,1,10131,0.0001465630954125751,0.0001465630954125751,0.0,6823,6823.0,0.0,0.0,0.0,0.0,0.0
Q9ZR07,1,10131,0.00014972301242701004,0.00014972301242701004,0.0,6679,6679.0,0.0,0.0,0.0,0.0,0.0
S5RR11,8,10131,0.0014084507042253522,0.005191283751760842,0.0,710,831.125,0.0,0.0,0.0,0.0,0.0
S5SC42,8,10131,0.00038595137012736397,0.0015302513069299249,0.0,2591,2859.25,0.0,0.0,0.0,0.0,0.0
W6QJR1,1,10131,0.05,0.05,0.0,20,20.0,0.0,0.0,0.0,1.0,1.0
W6QY29,1,10131,0.02631578947368421,0.02631578947368421,0.0,38,38.0,0.0,0.0,0.0,0.0,1.0
W6YKT9,1,10131,0.0003232062055591467,0.0003232062055591467,0.0,3094,3094.0,0.0,0.0,0.0,0.0,0.0
