protein_id,is_training_protein
U3LVZ7,1
U3LW50,1
U5PZT6,1
V6RPN0,1
W0FFD7,1
W4JX79,1
W6HUT3,1
W6Q4Q9,1
W6Q9B3,0
W6QAE7,1
7S5L_A,1
A0A010YQZ8,1
A0A023J8Z5,1
A0A059PYD5,1
A0A067N7X3,1
A0A067NBB1,1
A0A067NY86,1
A0A068EUF6,1
A0A075W0Z3,1
A0A075W3D9,1
A0A076GAR6,1
A0A076GAU5,1
A0A076GAU9,1
A0A076GBT5,1
A0A076KZH5,1
A0A076KZS5,1
A0A076L4M0,1
A0A076L4Z9,1
A0A076L503,1
A0A076L784,1
A0A094YZ24,1
A0A097SRT3,1
A0A097ZIE0,1
A0A097ZQA4,1
A0A097ZQD0,1
A0A097ZQD1,1
A0A0A0QUT9,1
A0A0A0RCB5,1
A0A0A0RDR2,1
A0A0A0RDZ8,1
A0A0A7DNH6,1
A0A0A7GEY4,0
A0A0B5KP67,1
A0A0E0LRP1,1
A0A0E3KJK7,1
A0A0F4GLU2,1
A0A0F6P1F4,1
A0A0G7ZNT4,1
A0A0H4U9R8,1
A0A0M4MMY1,1
A0A0M8XX89,1
A0A0N9I8A9,1
A0A0U1XNG2,1
A0A0U1XRI2,1
A0A0U3BRC5,0
A0A0U4IMN4,1
A0A0U4KG90,1
A0A0U5GLI1,1
A0A100IAT3,1
A0A101T124,1
A0A117RG81,1
A0A125S8N1,1
A0A125S8N2,1
A0A135LYJ9,1
A0A139WXP3,1
A0A140AZ63,1
A0A140AZ66,1
A0A140AZ69,1
A0A140AZ72,1
A0A142BX71,1
A0A142BX72,1
A0A142F308,1
A0A142F309,1
A0A142F310,1
A0A142ZC57,1
A0A144YEA5,1
A0A162QA28,1
A0A167CIH5,1
A0A177DNJ5,1
A0A1B4XBK0,0
A0A1D6IY18,1
A0A1D8PH78,0
A0A1F5LDE4,1
A0A1G9S4L4,1
A0A1H0BVV7,1
A0A1H1T2Q7,1
A0A1H7UDD2,1
A0A1I1IX82,1
A0A1I9LTE4,1
A0A1J0CQ86,1
A0A1J0CQ90,1
A0A1J0CQ92,1
A0A1J0CQ97,1
A0A1J0CQA2,1
A0A1J0CQA6,1
A0A1L1WGB8,1
A0A1L1WGC4,1
A0A1L1WGD9,1
A0A1L1WGF5,1
A0A1L1WP15,1
A0A1L7NYF8,1
A0A1L7NYG2,1
A0A1L7NYG3,1
A0A1M3U1M9,1
A0A1M6RNB3,1
A0A1N6E2E2,1
A0A1N7KE47,1
A0A1N7T9S7,1
A0A1P8AVI0,1
A0A1Q5GJH1,1
A0A1S3ZET1,1
A0A1S4B920,1
A0A1S4C9W7,1
A0A1S4CZT8,1
A0A1U7YTG3,1
A0A1U7Z4L4,1
A0A1U8BK57,1
A0A1U8I4V5,1
A0A1U8QLG8,0
A0A1V0D8Y5,1
A0A1V0QSA8,0
A0A1V0QSF2,1
A0A1Z2LDZ7,1
A0A250IBE0,1
A0A286R621,1
A0A290U6M0,1
A0A290U6M3,1
A0A290U6M6,1
A0A290U6N1,1
A0A290U6P6,1
A0A2A2D8W5,1
A0A2A3HMH3,1
A0A2E1AC30,1
A0A2H3DKU3,1
A0A2H3DQV4,1
A0A2H3DUF9,1
A0A2H3E1S5,1
A0A2I6PJ05,0
A0A2L0VXR5,1
A0A2P2MRY0,1
A0A2T0LNX7,1
A0A2U8JPY1,1
A0A2Z6E967,1
A0A2Z6E9F0,1
A0A345ZQ19,1
A0A345ZQ20,1
A0A345ZQ21,1
A0A345ZQ22,1
A0A345ZQ23,1
A0A345ZQ24,1
A0A345ZQ25,1
A0A345ZQ26,1
A0A345ZQ29,1
A0A345ZQ30,1
A0A345ZQ31,1
A0A385AJM7,1
A0A385J6X8,1
A0A385J6Y5,1
A0A385J6Y6,1
A0A385J6Y9,1
A0A386ZKV4,1
A0A396GKK7,1
A0A3B8DU56,1
A0A3G1HQN7,1
A0A3G9EAS3,1
A0A3G9ED98,1
A0A3G9EJT8,1
A0A3G9EJV0,1
A0A3G9EWY9,1
A0A3G9EY38,1
A0A3G9F1F9,1
A0A3M8F3X6,1
A0A3N1A8E7,1
A0A3N4M544,1
A0A3S9GV71,1
A0A3S9GVB5,1
A0A401VY17,1
A0A411JJ93,1
A0A482AJV9,1
A0A482IC14,1
A0A495JMV3,1
A0A4R4VDA4,1
A0A552RHR4,1
A0A561SAF2,1
A0A562SP41,1
A0A562T706,1
A0A5C0T860,1
A0A5K6WHY7,1
A0A5N5W9J0,1
A0A5P0YYU2,1
A0A5P1ZG13,1
A0A650A7H3,1
A0A650A7I8,1
A0A650A7K4,1
A0A650A7L8,1
A0A650A7M1,1
A0A650A7N6,1
A0A650A7N9,1
A0A650A872,1
A0A650A8B4,1
A0A678QA10,1
A0A6A6W5M9,1
A0A6B8MS60,1
A0A6B8N100,1
A0A6B8N4Y9,1
A0A6C0QES1,1
A0A6C0THV5,1
A0A6C0TJK8,1
A0A6C0TL59,1
A0A6C0TLK1,1
A0A6I2FRA3,1
A0A6M6CCF6,1
A0A6M6CDA0,1
A0A6P8ANR6,1
A0A6S6QJ62,0
A0A7D5HVQ3,1
A0A7D5HYM9,1
A0A7D5HYZ9,1
A0A7D5HZV8,1
A0A7L7S5T2,1
A0A7L7S8U7,1
A0A7L7SCQ9,1
A0A7L7SES4,1
A0A7L7SG75,1
A0A7M3M6K6,1
A0A7S5GI43,1
A0A7S5GI44,1
A0A7S5L324,1
A0A7S5L3H2,1
A0A7S5L3J3,1
A0A7S6HRZ4,1
A0A7W5F0P0,1
A0A822XDK0,1
A0A822ZER1,1
A0A8A5RE99,1
A0A8A5XA86,1
A0A8A5XC90,1
A0A8F4PMV8,1
A0A8F4PMX6,1
A0A8F4PMY5,1
A0A8F4PNJ7,1
A0A8F4PNT7,1
A0A8F4PP18,1
A0A8F4PPH7,1
A0A8F4PPI6,1
A0A8F4PPJ2,1
A0A8F4PQH5,1
A0A8F4PQI4,1
A0A8F4PQP7,1
A0A8F4SK79,1
A0A8F4SK83,1
A0A8F4SK87,1
A0A8F4SKT7,1
A0A8F4SKU0,1
A0A8F4SNK4,1
A0A8F4SPY9,1
A0A8F4SPZ5,1
A0A8H6ZNT4,1
A0A8H7DPD2,1
A0A8T0VMU7,1
A0A956YA26,1
A0A979G5X7,1
A0A979G646,1
A0AA82WP13,1
A0RZI2,1
A0RZI3,1
A1E4D1,1
A1JH12,1
A4UUM6,1
A4VB63,1
A5AQH7,1
A5BEB8,1
A5LHW8,1
A5YZT7,1
A7BG60,1
A7BJ35,1
A7BJ36,1
A8NCK5,1
A8R7G3,1
A9JQL9,1
AGO55049.1,1
B0KZ40,1
B0Y565,1
B1PLH3,1
B1XJV9,0
B2C4D3,1
B2C4D4,1
B2C4D5,1
B2C4D6,1
B2C4D7,1
B2C4D8,1
B2DBE8,0
B2DBE9,0
B4XAK4,1
B4XAK5,1
B4XAK6,1
B4YA15,0
B4YYR2,1
B5GTQ6,1
B5H135,1
B6UV92,1
B9GSM9,1
B9RHW5,1
BDI63083.1,1
BDI63084.1,1
BDI63085.1,1
BDI63087.1,1
BDI63091.1,1
BDI63095.1,1
BDI63096.1,1
BDI63099.1,1
BDI63103.1,1
BDI63106.1,1
BDI63107.1,1
BDI63108.1,1
BDI63109.1,1
BDI63110.1,1
BDI63111.1,1
BDI63113.1,1
BDI63114.1,1
BDI63116.1,1
BDI63117.1,1
BDI63118.1,1
BDI63121.1,1
BDI63123.1,1
BDI63124.1,1
BDO24661.1,1
C0SSW7,1
C5H3I7,1
C5I6F7,1
C5YHZ9,1
C5YN30,1
C7QAD7,1
C7SCX0,1
C9Z4F7,1
D0VFU8,1
D1MJ52,1
D2X8G0,1
D2X8G1,1
D2X8G2,1
D2X8Y8,1
D2XEB3,1
D4IIJ0,1
D4IIJ1,1
D5KXJ0,1
D5SLU6,1
D7T0P8,1
D9J0D3,1
D9J0D4,1
D9J0D5,1
E3W326,1
E3WDE2,1
E5GAF3,1
E5GAF4,1
E5GAF5,1
E5GAF6,1
E5GAF7,1
E5GAF8,1
E5GAG0,1
E5GAG1,1
E5GAG2,1
E5GAG4,1
E5L4Y4,1
E5RM29,1
E9N3U9,1
F6I4Y2,1
F8TWC9,1
F9WWF1,0
F9WZD2,0
F9XLC1,0
G0Y286,1
G0Y287,1
G0Y288,1
G1JUH4,1
G1JUH5,1
G5CV35,1
G5CV38,1
G5CV40,1
G5CV42,1
G5CV43,1
G5CV44,1
G5CV48,1
G5CV50,1
G5CV51,1
G5CV56,1
G7K980,1
G7LHE5,1
G9M5S4,1
G9M5S5,1
G9M5S6,1
G9M5S9,1
H2VFR7,1
H6VLG0,1
H9C6R1,1
I1TE91,1
I2CM56,1
I2CM59,1
I2CM69,1
I3WEW0,1
I6XZ73,1
J2T8D5,1
J3MQP7,1
K7PRF2,1
K7TKS3,1
K7TR87,1
KIA64332.1,1
L0HLH2,1
L0HP52,1
L0I517,1
L0I7F9,1
L7XCQ7,1
M4GGS0,1
M4GGS1,1
M4HZ33,1
MBW4630784.1,1
MG921605.1,1
MZ367365.1,1
O04046,0
O04806,1
O05572,0
O06428,0
O06728,1
O07333,1
O14230,0
O22043,0
O23909,1
O24241,0
O24242,0
O50410,0
O53507,0
O59703,0
O64905,0
O66126,0
O66952,0
O81923,1
O82141,1
O95749,0
P05369,0
P08196,1
P08524,0
P08836,0
P0A5H9,0
P0C9E0,0
P0C9E1,0
P0C9E2,0
P14324,0
P17060,1
P21683,1
P21684,1
P22873,0
P22939,0
P24322,0
P34802,0
P37269,1
P37271,1
P37272,1
P37273,1
P37294,1
P37295,1
P39464,0
P45204,0
P49085,1
P49349,0
P49351,0
P49352,0
P49353,0
P53797,1
P54383,0
P54975,1
P54976,0
P55350,1
P55539,0
P56966,0
P57537,0
P80042,0
P95999,0
P9WJ61,1
P9WKH1,0
Q08291,0
Q09152,0
Q12051,0
Q1ERD3,1
Q1PDD2,1
Q1XBU4,1
Q2FV59,1
Q2QLV9,1
Q2WGL6,1
Q2WGL7,1
Q2WGL8,1
Q32W37,1
Q3IPL1,0
Q401R5,1
Q401R6,1
Q40322,1
Q42698,0
Q43133,0
Q43315,0
Q45220,0
Q4JHN6,0
Q4QSN3,1
Q4QSN6,1
Q4VP11,1
Q4VP12,1
Q4WAG4,1
Q4WEB8,0
Q52QW5,1
Q54BK1,0
Q54XP1,0
Q55EU7,0
Q58GE8,1
Q5CD82,1
Q5D7Q8,1
Q5Z5B7,1
Q64K29,1
Q65164,0
Q66PX8,1
Q673F9,1
Q675L1,1
Q675L3,1
Q675L6,1
Q67DX4,1
Q6EI12,1
Q6F596,0
Q6F5E6,0
Q6F5G9,1
Q6F5H0,1
Q6F5H1,1
Q6F5H2,1
Q6F5H3,1
Q6G6B2,1
Q6IW97,1
Q6IWA3,1
Q6N3F2,1
Q6QZW7,1
Q6QZW8,1
Q6SA60,1
Q6TBY0,1
Q6TH91,1
Q6TH92,1
Q6YN71,1
Q6ZJL3,1
Q70EZ6,1
Q70EZ7,1
Q71MJ3,1
Q758K0,0
Q75WN1,1
Q7A3E1,1
Q7X9A3,1
Q7XYS8,1
Q7XYS9,0
Q7XYT0,0
Q7Z859,1
Q84PE1,1
Q84PE3,1
Q8GSL7,1
Q8K9A0,0
Q8L5J7,1
Q8L5K1,1
Q8L5K2,1
Q8PW34,0
Q8PYS1,0
Q8S3A5,1
Q8S3A6,1
Q8S948,0
Q8V9T7,0
Q8VWY3,1
Q8VWY4,1
Q8W1D0,1
Q8W3Z0,1
Q8WMY2,0
Q8YN85,1
Q920E5,0
Q92235,0
Q92236,0
Q92250,0
Q93WU1,1
Q940E7,1
Q941S0,1
Q94ID7,0
Q99R75,1
Q9ACU1,1
Q9AR67,1
Q9AXM7,1
Q9FQ26,1
Q9FQM1,1
Q9FUW5,1
Q9FV72,1
Q9FVL2,1
Q9FXV8,1
Q9LHR4,0
Q9LIA0,0
Q9LJY2,0
Q9LKN1,1
Q9LUD9,0
Q9LUE1,0
Q9NH03,0
Q9P885,0
Q9SDW9,1
Q9SLG2,0
Q9SLW0,1
Q9SLW1,1
Q9SLW3,1
Q9SSU5,1
Q9SSU8,1
Q9SSZ2,1
Q9SW76,1
Q9SW77,1
Q9UWR6,0
Q9WTN0,0
Q9ZTN8,1
Q9ZU77,0
QNC49769.1,1
QND75951.1,1
QND75952.1,1
QND75953.1,1
R4HEK6,1
R4I3I0,1
R4JGM2,1
R4JHV9,1
R4JJJ6,1
R4JND2,1
R4JQS8,1
R9UM72,1
R9UPX6,1
R9UPX9,1
R9W377,1
R9WSX5,1
S0E627,0
S4SC87,1
SRA.SRR18681978,1
T1WGD9,1
T2HPZ3,1
U5N0S4,1
U5N1F1,1
U5Y4T6,1
UPI0005ADA921,1
UPI0005AE096B,1
UPI41561.1,1
UPI41567.1,1
V6RG22,0
W8NXF3,1
W8QEG7,1
W8QMF8,1
WDE20676.1,1
WDE20677.1,1
WDE20678.1,1
WDE20679.1,1
WFJ08646.1,1
WKM69308.1,0
WKM69310.1,1
WNV55396.1,1
WNV55397.1,1
WP_020942948,1
WP_030431358.1,1
WP_051165600.1,1
WP_051714436,1
WP_089795910.1,1
WP_091046421.1,1
WP_092528762.1,1
WP_109642681,1
WP_109642683,1
WP_150521282,1
WP_157383393,1
WP_186376445,1
WP_205789436,1
X4ZWN5,1
X5A2Z7,1
X5A4D6,1
X5AHD9,1
X5AIS9,1
XDF46149.1,1
XDF46150.1,1
XDF46151.1,1
XDF46152.1,1
XDF46154.1,1
XNX58198.1,1
XP_010247958.1,1
XP_010260723.1,1
XP_055691875.1,1
YP_009449088,1
marts_E00001,1
marts_E00039,1
marts_E00040,1
marts_E00058,1
marts_E00439,1
marts_E00440,1
marts_E00593,1
marts_E00594,1
marts_E00595,1
marts_E00596,1
marts_E00597,1
marts_E00628,1
marts_E00648,1
marts_E00649,1
marts_E00650,1
marts_E00746,1
marts_E00793,1
marts_E00794,1
marts_E00826,1
marts_E00827,1
marts_E00881,1
marts_E00882,1
marts_E01311,1
marts_E01335,1
