candidate_id,evidence_quality_tier,domain_family,pfam_architecture,protein_name,organism_name,query_appearance_count,total_appearance_count,best_rank,mean_rank,compatible_appearances,mismatch_or_unsupported_appearances,query_fraction
A0A8H5CSZ4,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Leucocoprinus leucothites,5,5,39,60.8,5,0,0.020833333333333332
A0AAU0US18,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,S-layer homology domain-containing protein,Metallumcola ferriviriculae,5,5,39,55.8,0,5,0.020833333333333332
A0ABR1QVW5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Apiospora aurea,5,5,39,68.4,5,0,0.020833333333333332
R8BFE6,D_named_predicted,bacterial_classI,bacterial_classI,Putative terpene synthase family protein,Phaeoacremonium minimum (strain UCR-PA7) (Esca disease fungus) (Togninia minima),5,5,39,58.0,5,0,0.020833333333333332
A0AAJ0MIX5,C_homology_named,bacterial_classI,bacterial_classI,Cytochrome P450,Lasiosphaeria hispida,5,5,40,70.6,4,1,0.020833333333333332
A0A0N8PNS0,C_homology_named,triterpene_cyclase,osc_full,Squalene cyclase C-terminal domain-containing protein,Alicyclobacillus ferrooxydans,5,5,41,80.4,2,3,0.020833333333333332
A0A9P9D0N4,D_named_predicted,bacterial_classI,bacterial_classI,Isoprenoid synthase domain-containing protein,Dendryphion nanum,5,5,41,73.4,4,1,0.020833333333333332
A0ABW7USP6,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Streptomyces pathocidini,5,5,41,68.8,5,0,0.020833333333333332
A0A5N6SNX8,D_named_predicted,bacterial_classI,bacterial_classI,Isoprenoid synthase domain-containing protein,Aspergillus pseudotamarii,5,5,42,63.0,5,0,0.020833333333333332
A0A5C3MK10,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Heliocybe sulcata,5,5,44,68.8,5,0,0.020833333333333332
A0A6C2UBT8,C_homology_named,triterpene_cyclase,osc_full,Sporulenol synthase,Pontiella desulfatans,5,5,44,61.8,1,4,0.020833333333333332
A0AAX3ZBP1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces rochei (Streptomyces parvullus),5,5,44,68.8,5,0,0.020833333333333332
A0A517PNT2,D_named_predicted,triterpene_cyclase,osc_domain_fragment,Squalene cyclase N-terminal domain-containing protein,Gimesia chilikensis,5,5,45,75.6,0,5,0.020833333333333332
A0ABZ2JXD9,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Pendulispora brunnea,5,5,45,73.8,5,0,0.020833333333333332
A0A6A6WEE8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Pseudovirgaria hyperparasitica,5,5,46,59.6,5,0,0.020833333333333332
A0AAV9AZR1,C_homology_named,triterpene_cyclase,classII_cyclase_single_domain,Cycloartenol synthase,Acorus gramineus (Dwarf sweet flag),5,5,46,70.6,0,5,0.020833333333333332
A0A140GL79,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,germacrene-A synthase (EC 4.2.3.23),Chamaemelum nobile (Roman chamomile) (Anthemis nobilis),5,5,48,69.4,5,0,0.020833333333333332
A0A7W7PFM2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces netropsis (Streptoverticillium netropsis),5,5,48,62.4,5,0,0.020833333333333332
A0A017SZ17,D_named_predicted,bacterial_classI,bacterial_classI,"Terpene synthase, metal-binding domain protein",Chondromyces apiculatus (strain DSM 436 / NBRC 100084 / Cm a2),5,5,49,71.6,5,0,0.020833333333333332
A0ABP9AVM5,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Olivibacter ginsenosidimutans,5,5,49,77.8,1,4,0.020833333333333332
A0A9W9VZN0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Penicillium cosmopolitanum,5,5,50,70.6,5,0,0.020833333333333332
A0ABT6ZS80,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces iconiensis,5,5,50,65.2,4,1,0.020833333333333332
M3CBS2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva),5,5,50,66.0,5,0,0.020833333333333332
A0A2P8DVK4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Cecembia rubra,5,5,51,68.8,5,0,0.020833333333333332
A0ABQ1VB14,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Echinicola rosea,5,5,51,77.4,5,0,0.020833333333333332
A0A1J7J4S0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Coniochaeta ligniaria NRRL 30616,5,5,52,63.0,4,1,0.020833333333333332
A0A286RF18,C_homology_named,triterpene_cyclase,osc_full,Squalene--hopene cyclase (EC 5.4.99.17),Thermogutta terrifontis,5,5,52,78.0,2,3,0.020833333333333332
A0A9P4ING9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Rhizodiscina lignyota,5,5,52,67.2,5,0,0.020833333333333332
A0ABW6GVY4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Kitasatospora phosalacinea,5,5,53,70.6,5,0,0.020833333333333332
A0A7R7W6G5,D_named_predicted,bacterial_classI,bacterial_classI,Polyprenyl synthetase,Aspergillus kawachii (White koji mold) (Aspergillus awamori var. kawachi),5,5,55,75.0,4,1,0.020833333333333332
A0A9P8C1K6,D_named_predicted,bacterial_classI,bacterial_classI,Isoprenoid synthase domain-containing protein,Amylocarpus encephaloides,5,5,55,76.2,5,0,0.020833333333333332
A0A365H9P2,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Actinomadura craniellae,5,5,58,76.6,4,1,0.020833333333333332
U3MMQ7,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpene synthase 1,Copaifera officinalis,5,5,58,81.6,5,0,0.020833333333333332
A0A0C2TFL3,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Amanita muscaria (strain Koide BX008),5,5,59,68.0,5,0,0.020833333333333332
A0A8A8DH50,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Burkholderia seminalis,5,5,60,72.0,5,0,0.020833333333333332
A0A286UK50,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Pyrrhoderma noxium,5,5,61,82.6,5,0,0.020833333333333332
A0AAV9WTA0,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Orbilia ellipsospora,5,5,64,72.4,5,0,0.020833333333333332
A0AAD4CH37,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Aspergillus nanangensis,5,5,67,76.8,5,0,0.020833333333333332
D5SJH0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces clavuligerus,5,5,68,78.6,5,0,0.020833333333333332
A0A3Q8THN8,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Guaiene synthase,Thapsia laciniata,5,5,71,84.4,5,0,0.020833333333333332
A0A0C3B2M7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Serendipita vermifera MAFF 305830,4,4,1,59.25,1,3,0.016666666666666666
A0A1G7I6D7,C_homology_named,triterpene_cyclase,osc_full,Squalene-hopene/tetraprenyl-beta-curcumene cyclase,Terriglobus roseus,4,4,1,40.25,4,0,0.016666666666666666
A0A6A5UN06,C_homology_named,bacterial_classI,bacterial_classI,Ent-kaur-16-ene synthase,Byssothecium circinans,4,4,1,62.5,4,0,0.016666666666666666
A0A8G1RDN1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Aspergillus fijiensis CBS 313.89,4,4,1,21.5,4,0,0.016666666666666666
A0A9W7AWY4,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member,Triparma laevis f. longispina,4,4,1,31.5,0,4,0.016666666666666666
A0AAV9AKC6,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Acorus gramineus (Dwarf sweet flag),4,4,1,45.25,0,4,0.016666666666666666
A0ABQ0SKB0,C_homology_named,triterpene_cyclase,osc_domain_fragment,Squalene cyclase N-terminal domain-containing protein,Brevibacillus agri,4,4,1,31.5,0,4,0.016666666666666666
A0A6A5Z6Q6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Lophiotrema nucula,4,4,2,59.5,4,0,0.016666666666666666
A0ABR6BVL1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Kutzneria viridogrisea,4,4,2,58.0,3,1,0.016666666666666666
Q0IT98,B_experimental_or_transcript_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member (EC 5.4.99.-),Oryza sativa subsp. japonica (Rice),4,4,2,46.5,4,0,0.016666666666666666
A0A1D7QL56,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Pedobacter steynii,4,4,3,19.75,4,0,0.016666666666666666
A0A1G7TIU0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Sinosporangium album,4,4,3,11.75,4,0,0.016666666666666666
A0A2G3A8N6,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Capsicum annuum (Capsicum pepper),4,4,3,31.75,0,4,0.016666666666666666
A0A2I1CEB4,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Aspergillus novofumigatus (strain IBT 16806),4,4,3,29.25,4,0,0.016666666666666666
A0A4R6SD66,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Halimadienyl-diphosphate synthase,Labedaea rhizosphaerae,4,4,3,40.0,1,3,0.016666666666666666
A0A6P8ATS5,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member (EC 5.4.99.-),Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea),4,4,3,44.5,2,2,0.016666666666666666
A0AB40BSJ5,D_named_predicted,plant_like_classI_II,plant_tps_full,S-linalool synthase,Dioscorea cayennensis subsp. rotundata (White Guinea yam) (Dioscorea rotundata),4,4,3,37.25,3,1,0.016666666666666666
G5CV36,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpene synthase,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),4,4,3,28.5,3,1,0.016666666666666666
A0A075K2F2,C_homology_named,triterpene_cyclase,osc_full,Squalene--hopene cyclase,Dyella japonica A8,4,4,4,49.0,3,1,0.016666666666666666
A0A0V8JA08,C_homology_named,triterpene_cyclase,osc_full,Squalene--hopene cyclase,Fictibacillus enclensis,4,4,4,42.75,1,3,0.016666666666666666
A0A1B7Y0N0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus),4,4,4,18.5,4,0,0.016666666666666666
A0A1J9S3C9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Diplodia corticola,4,4,4,44.5,4,0,0.016666666666666666
A0A1W7CV22,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Streptomyces marincola,4,4,4,51.75,1,3,0.016666666666666666
A0A229RMN0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Amycolatopsis thailandensis,4,4,4,31.0,4,0,0.016666666666666666
A0A284RP71,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Armillaria ostoyae (Armillaria root rot fungus),4,4,4,32.5,4,0,0.016666666666666666
A0A3L6SBG8,D_named_predicted,plant_like_classI_II,plant_tps_full,Terpene synthase N-terminal domain-containing protein,Panicum miliaceum (Proso millet) (Broomcorn millet),4,4,4,12.25,4,0,0.016666666666666666
A0A7R9LNP4,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Oppiella nova,4,4,4,30.5,2,2,0.016666666666666666
A0A9W9S5C9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Penicillium concentricum,4,4,4,30.5,4,0,0.016666666666666666
A0ACC3YKB4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Colletotrichum truncatum (Anthracnose fungus) (Colletotrichum capsici),4,4,4,40.0,4,0,0.016666666666666666
A0A074W595,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Aureobasidium melanogenum (strain CBS 110374) (Aureobasidium pullulans var. melanogenum),4,4,5,17.0,4,0,0.016666666666666666
A0A0C1C3U2,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member (EC 5.4.99.-),Aspergillus ustus,4,4,5,51.25,2,2,0.016666666666666666
A0A0D0BLM7,D_named_predicted,bacterial_classI,bacterial_classI,"(2E,6E)-farnesyl diphosphate synthase (Dimethylallyltranstransferase) (Farnesyl diphosphate synthase) (Geranyltranstransferase)",Collybiopsis luxurians FD-317 M1,4,4,5,41.25,4,0,0.016666666666666666
A0A0H3G8D2,C_homology_named,triterpene_cyclase,osc_full,Squalene/oxidosqualene cyclase (EC 5.4.99.17),Zymomonas mobilis subsp. mobilis (strain ATCC 10988 / DSM 424 / LMG 404 / NCIMB 8938 / NRRL B-806 / ZM1),4,4,5,39.75,2,2,0.016666666666666666
A0A1H7UB91,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Olivibacter domesticus (Pseudosphingobacterium domesticum),4,4,5,45.0,2,2,0.016666666666666666
A0A251VNN1,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Ent-copalyl diphosphate synthase (EC 5.5.1.13) (Putative terpenoid cyclases/protein prenyltransferase alpha-alpha toroid),Helianthus annuus (Common sunflower),4,4,5,58.0,0,4,0.016666666666666666
A0A2N8P7S1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces noursei (Streptomyces albulus),4,4,5,36.75,4,0,0.016666666666666666
A0A2V0PPJ8,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Raphidocelis subcapitata,4,4,5,36.25,3,1,0.016666666666666666
A0A317WFF4,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Aspergillus eucalypticola (strain CBS 122712 / IBT 29274),4,4,5,30.75,4,0,0.016666666666666666
A0A384JFU7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Botrytis cinerea (strain B05.10) (Noble rot fungus) (Botryotinia fuckeliana),4,4,5,23.0,4,0,0.016666666666666666
A0A5B6VDR5,C_homology_named,plant_like_classI_II,plant_tps_full,Terpene synthase 6 isoform X2,Gossypium australe,4,4,5,49.0,4,0,0.016666666666666666
A0A7S8EBI9,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Phototrophicus methaneseepsis,4,4,5,17.25,1,3,0.016666666666666666
A0A917U5T7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Dactylosporangium sucinum,4,4,5,37.25,4,0,0.016666666666666666
A0A9D4U9G0,C_homology_named,triterpene_cyclase,osc_full,Squalene cyclase N-terminal domain-containing protein,Adiantum capillus-veneris (Maidenhair fern),4,4,5,47.75,2,2,0.016666666666666666
S3E9C0,D_named_predicted,bacterial_classI,bacterial_classI,Terpenoid synthase,Glarea lozoyensis (strain ATCC 20868 / MF5171),4,4,5,35.5,4,0,0.016666666666666666
A0A077JNJ3,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Sandaracopimaradiene synthase,Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii),4,4,6,37.5,4,0,0.016666666666666666
A0A1B0YQX3,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpene synthase 11,Tripterygium wilfordii (Thunder God vine),4,4,6,38.75,4,0,0.016666666666666666
A0A5A7MU75,C_homology_named,triterpene_cyclase,osc_full,Squalene--hopene cyclase,Iodidimonas gelatinilytica,4,4,6,53.75,1,3,0.016666666666666666
A0A6G8QTM4,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Terpenoid synthase,Oncidium hybrid cultivar (Orchid),4,4,6,37.0,4,0,0.016666666666666666
A0ABT3IIY0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Chitinophaga nivalis,4,4,6,47.75,3,1,0.016666666666666666
A0ACB8NZG0,D_named_predicted,plant_like_classI_II,plant_tps_full,Alpha-terpineol synthase,Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis),4,4,6,40.5,4,0,0.016666666666666666
A0A024P564,C_homology_named,triterpene_cyclase,osc_full,Sporulenol synthase,Halobacillus karajensis,4,4,7,51.75,1,3,0.016666666666666666
A0A2R6P5F5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Hermanssonia centrifuga,4,4,7,26.75,4,0,0.016666666666666666
A0A5P1FFR0,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpene synthase metal-binding domain-containing protein,Asparagus officinalis (Garden asparagus),4,4,7,53.0,0,4,0.016666666666666666
A0A977XPU5,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,(S)-beta-bisabolene synthase,Meistera aculeata,4,4,7,41.25,4,0,0.016666666666666666
A0A9P0A4S8,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member (EC 5.4.99.-),Bemisia tabaci (Sweetpotato whitefly) (Aleurodes tabaci),4,4,7,40.0,3,1,0.016666666666666666
A0ABR4CM18,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Oculimacula yallundae,4,4,7,54.75,4,0,0.016666666666666666
A0ABW7PL87,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces racemochromogenes,4,4,7,31.5,4,0,0.016666666666666666
A0ABZ1TRA2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Kitasatospora purpeofusca,4,4,7,39.75,4,0,0.016666666666666666
A0ACA9P7B8,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Cetraspora pellucida,4,4,7,30.25,4,0,0.016666666666666666
A0ACB9AJ82,D_named_predicted,triterpene_cyclase,osc_domain_fragment,Squalene cyclase N-terminal domain-containing protein,Cichorium intybus (Chicory),4,4,7,47.25,0,4,0.016666666666666666
A0A1E5UVA3,C_homology_named,plant_like_classI_II,plant_tps_full,Stemar-13-ene synthase,Dichanthelium oligosanthes,4,4,8,45.75,4,0,0.016666666666666666
A0A6A2ZH49,D_named_predicted,plant_like_classI_II,plant_tps_full,"3R-linalool synthase, putative isoform 2",Hibiscus syriacus (Rose of Sharon),4,4,8,57.75,3,1,0.016666666666666666
A0A7R9LXJ6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Oppiella nova,4,4,8,57.75,2,2,0.016666666666666666
A0A8H6RP40,D_named_predicted,bacterial_classI,bacterial_classI,Ophiobolin F synthase,Pseudocercospora fuligena,4,4,8,49.5,4,0,0.016666666666666666
A0A8H7T7T6,D_named_predicted,bacterial_classI,bacterial_classI,Geranylgeranyl pyrophosphate synthase,Cadophora malorum,4,4,8,30.0,4,0,0.016666666666666666
A0A9P0CDF9,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member (EC 5.4.99.-),Bemisia tabaci (Sweetpotato whitefly) (Aleurodes tabaci),4,4,8,19.5,2,2,0.016666666666666666
A0A9W9L6H1,C_homology_named,bacterial_classI,bacterial_classI,Geranylgeranyl pyrophosphate synthase,Penicillium bovifimosum,4,4,8,43.25,4,0,0.016666666666666666
A0AAD8HV89,D_named_predicted,plant_like_classI_II,plant_tps_full,Valerianol synthase TPS8,Heracleum sosnowskyi,4,4,8,48.25,3,1,0.016666666666666666
A0A0E0R8B7,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase metal-binding domain-containing protein,Oryza rufipogon (Brownbeard rice) (Asian wild rice),4,4,9,34.0,3,1,0.016666666666666666
A0A1L5YKS6,B_experimental_or_transcript_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Marchantia polymorpha (Common liverwort) (Marchantia aquatica),4,4,9,67.5,2,2,0.016666666666666666
A0A1W2TIL6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Rosellinia necatrix (White root-rot fungus),4,4,9,54.25,4,0,0.016666666666666666
A0A226D0V3,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Folsomia candida (Springtail),4,4,9,18.0,2,2,0.016666666666666666
A0A803MET2,C_homology_named,triterpene_cyclase,osc_full,Squalene cyclase C-terminal domain-containing protein,Chenopodium quinoa (Quinoa),4,4,9,48.0,3,1,0.016666666666666666
A0AAN7AGM2,D_named_predicted,bacterial_classI,bacterial_classI,Isoprenoid synthase domain-containing protein,Podospora australis,4,4,9,34.0,2,2,0.016666666666666666
A0AAV9W8J1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Arthrobotrys musiformis,4,4,9,50.5,2,2,0.016666666666666666
A0ABR3XN20,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Phialemonium thermophilum,4,4,9,42.5,4,0,0.016666666666666666
A0A0S7BM52,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Prenyltransferase-like,Longilinea arvoryzae,4,4,10,54.75,1,3,0.016666666666666666
A0A2I2GLK2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Aspergillus steynii IBT 23096,4,4,10,46.0,4,0,0.016666666666666666
A0A4Y9YE17,C_homology_named,triterpene_cyclase,classII_cyclase_single_domain,F-box domain-containing protein,Dentipellis fragilis,4,4,10,28.0,0,4,0.016666666666666666
A0A561TW12,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Kitasatospora viridis,4,4,10,34.75,4,0,0.016666666666666666
A0A830GQX0,C_homology_named,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Haloarcula pellucida,4,4,10,55.5,0,4,0.016666666666666666
A0AAE0JQP1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Neurospora tetraspora,4,4,10,66.0,4,0,0.016666666666666666
A0ABS6B4Y5,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Nocardia albiluteola,4,4,10,39.0,4,0,0.016666666666666666
A0ABZ2QXS4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces sirii,4,4,10,43.25,4,0,0.016666666666666666
A0A0P6Y9U9,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Herpetosiphon geysericola,4,4,11,64.75,3,1,0.016666666666666666
A0A1L7VXF0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Fusarium proliferatum (strain ET1) (Orchid endophyte fungus),4,4,11,35.25,2,2,0.016666666666666666
A0A5B9PCY7,C_homology_named,triterpene_cyclase,osc_full,Sporulenol synthase (EC 4.2.1.137),Mariniblastus fucicola,4,4,11,53.0,1,3,0.016666666666666666
A0A9N9ZG77,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Clonostachys solani,4,4,11,58.25,4,0,0.016666666666666666
A0AAV0KEU7,D_named_predicted,plant_like_classI_II,plant_tps_single_PF01397,Terpene synthase N-terminal domain-containing protein,Linum tenue,4,4,11,43.0,0,4,0.016666666666666666
A0ABM1QQV6,D_named_predicted,plant_like_classI_II,plant_tps_single_PF03936,Terpenoid synthase 1-like,Camelina sativa (False flax) (Myagrum sativum),4,4,11,40.25,0,4,0.016666666666666666
A0ABN3QYX2,D_named_predicted,bacterial_classI,bacterial_classI,Terpene synthase,Actinomadura fulvescens,4,4,11,58.5,4,0,0.016666666666666666
A0A023DK02,C_homology_named,triterpene_cyclase,osc_full,Putative squalene--hopene cyclase,Parageobacillus caldoxylosilyticus NBRC 107762,4,4,12,53.0,1,3,0.016666666666666666
A0A1Y2DBD2,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Pseudomassariella vexata,4,4,12,47.5,4,0,0.016666666666666666
A0AAV5A3P1,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Clathrus columnatus,4,4,12,59.75,4,0,0.016666666666666666
A0A077HAK5,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_full,Alpha-terpineol synthase,Pinus massoniana (Chinese red pine),4,4,13,42.0,4,0,0.016666666666666666
A0A0H2R7Z9,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Schizopora paradoxa,4,4,13,42.5,4,0,0.016666666666666666
A0A139X035,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Scytonema hofmannii PCC 7110,4,4,13,46.25,1,3,0.016666666666666666
A0A1C3EHM9,C_homology_named,triterpene_cyclase,osc_full,Squalene--hopene cyclase,Planctopirus hydrillae,4,4,13,42.25,2,2,0.016666666666666666
A0A1H9WGG0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces qinglanensis,4,4,13,41.75,4,0,0.016666666666666666
A0A1M5BAW7,C_homology_named,triterpene_cyclase,osc_full,Sporulene cyclase,Seinonella peptonophila,4,4,13,40.75,1,3,0.016666666666666666
A0A1T3CYS4,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Trichoderma guizhouense,4,4,13,47.25,3,1,0.016666666666666666
A0A401Z6W2,D_named_predicted,bacterial_classI,bacterial_classI,Germacradienol/geosmin synthase,Embleya hyalina,4,4,13,54.25,4,0,0.016666666666666666
A0A7I4C5V7,C_homology_named,triterpene_cyclase,osc_full,Terpene cyclase/mutase family member (EC 5.4.99.-),Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),4,4,13,51.75,2,2,0.016666666666666666
A0A8H6W1J0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Mycena indigotica,4,4,13,42.0,4,0,0.016666666666666666
A0A8T2UMM0,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Ceratopteris richardii (Triangle waterfern),4,4,13,51.75,4,0,0.016666666666666666
A0AA86N0Y4,D_named_predicted,triterpene_cyclase,classII_cyclase_single_domain,Squalene cyclase C-terminal domain-containing protein,Nitrospira tepida,4,4,13,40.75,0,4,0.016666666666666666
A0ABV9BNV6,C_homology_named,bacterial_classI,bacterial_classI,Terpene synthase (EC 4.2.3.-),Streptomyces ehimensis,4,4,13,47.0,3,1,0.016666666666666666
A0A0A2TAY8,C_homology_named,triterpene_cyclase,osc_full,Squalene-hopene cyclase,Pontibacillus yanchengensis Y32,4,4,14,50.75,1,3,0.016666666666666666
A0A0A7ANT1,B_experimental_or_transcript_named,plant_like_classI_II,plant_tps_single_PF01397,Copalyl diphosphate synthase,Salvia miltiorrhiza f. alba,4,4,14,40.0,0,4,0.016666666666666666
