row,reaction_id,source,status,drfp_status,fallback_used,warning
1703,RHEA:18585,encoded_general_reaction,valid,cached,False,
1704,RHEA:18589,encoded_general_reaction,valid,cached,False,
1705,RHEA:18593,encoded_general_reaction,valid,cached,False,
1706,RHEA:18597,encoded_general_reaction,valid,cached,False,
1707,RHEA:18609,encoded_general_reaction,valid,cached,False,
1708,RHEA:18613,encoded_general_reaction,valid,cached,False,
1709,RHEA:18617,encoded_general_reaction,valid,cached,False,
1710,RHEA:18621,encoded_general_reaction,valid,cached,False,
1711,RHEA:18625,encoded_general_reaction,valid,cached,False,
1712,RHEA:18629,encoded_general_reaction,valid,cached,False,
1713,RHEA:18633,encoded_general_reaction,valid,cached,False,
1714,RHEA:18637,encoded_general_reaction,valid,cached,False,
1715,RHEA:18645,encoded_general_reaction,valid,cached,False,
1716,RHEA:18649,encoded_general_reaction,valid,cached,False,
1717,RHEA:18653,encoded_general_reaction,valid,cached,False,
1718,RHEA:18657,encoded_general_reaction,valid,cached,False,
1719,RHEA:18661,encoded_general_reaction,valid,cached,False,
1720,RHEA:18669,encoded_general_reaction,valid,cached,False,
1721,RHEA:18673,encoded_general_reaction,valid,cached,False,
1722,RHEA:18681,encoded_general_reaction,valid,cached,False,
1723,RHEA:18685,encoded_general_reaction,valid,cached,False,
1724,RHEA:18689,encoded_general_reaction,valid,cached,False,
1725,RHEA:18693,encoded_general_reaction,valid,cached,False,
1726,RHEA:18697,encoded_general_reaction,valid,cached,False,
1727,RHEA:18701,encoded_general_reaction,valid,cached,False,
1728,RHEA:18721,copied_reference_feature,precomputed,precomputed,False,
1729,RHEA:18725,encoded_general_reaction,valid,cached,False,
1730,RHEA:18737,encoded_general_reaction,valid,cached,False,
1731,RHEA:18741,encoded_general_reaction,valid,cached,False,
1732,RHEA:18749,encoded_general_reaction,valid,cached,False,
1733,RHEA:18753,encoded_general_reaction,valid,cached,False,
1734,RHEA:18765,encoded_general_reaction,valid,cached,False,
1735,RHEA:18769,encoded_general_reaction,valid,cached,False,
1736,RHEA:18773,encoded_general_reaction,valid,cached,False,
1737,RHEA:18777,encoded_general_reaction,valid,cached,False,
1738,RHEA:18781,encoded_general_reaction,valid,cached,False,
1739,RHEA:18789,encoded_general_reaction,valid,cached,False,
1740,RHEA:18793,encoded_general_reaction,valid,cached,False,
1741,RHEA:18813,encoded_general_reaction,valid,cached,False,
1742,RHEA:18821,encoded_general_reaction,valid,cached,False,
1743,RHEA:18829,encoded_general_reaction,valid,cached,False,
1744,RHEA:18833,encoded_general_reaction,valid,cached,False,
1745,RHEA:18841,encoded_general_reaction,valid,cached,False,
1746,RHEA:18845,encoded_general_reaction,valid,cached,False,
1747,RHEA:18849,encoded_general_reaction,valid,cached,False,
1748,RHEA:18853,encoded_general_reaction,valid,cached,False,
1749,RHEA:18857,encoded_general_reaction,valid,cached,False,
1750,RHEA:18861,encoded_general_reaction,valid,cached,False,
1751,RHEA:18865,encoded_general_reaction,valid,cached,False,
1752,RHEA:18869,encoded_general_reaction,valid,cached,False,
1753,RHEA:18885,encoded_general_reaction,valid,cached,False,
1754,RHEA:18889,encoded_general_reaction,valid,cached,False,
1755,RHEA:18893,encoded_general_reaction,valid,cached,False,
1756,RHEA:18897,encoded_general_reaction,valid,cached,False,
1757,RHEA:18905,encoded_general_reaction,valid,cached,False,
1758,RHEA:18909,encoded_general_reaction,valid,cached,False,
1759,RHEA:18913,encoded_general_reaction,valid,cached,False,
1760,RHEA:18925,encoded_general_reaction,valid,cached,False,
1761,RHEA:18933,encoded_general_reaction,valid,cached,False,
1762,RHEA:18937,encoded_general_reaction,valid,cached,False,
1763,RHEA:18941,encoded_general_reaction,valid,cached,False,
1764,RHEA:18945,encoded_general_reaction,valid,cached,False,
1765,RHEA:18949,encoded_general_reaction,valid,cached,False,
1766,RHEA:18953,encoded_general_reaction,valid,cached,False,
1767,RHEA:18957,copied_reference_feature,precomputed,precomputed,False,
1768,RHEA:18965,encoded_general_reaction,valid,cached,False,
1769,RHEA:18969,encoded_general_reaction,valid,cached,False,
1770,RHEA:18973,encoded_general_reaction,valid,cached,False,
1771,RHEA:18977,encoded_general_reaction,valid,cached,False,
1772,RHEA:18981,encoded_general_reaction,valid,cached,False,
1773,RHEA:18985,encoded_general_reaction,valid,cached,False,
1774,RHEA:18993,encoded_general_reaction,valid,cached,False,
1775,RHEA:18997,encoded_general_reaction,valid,cached,False,
1776,RHEA:19009,encoded_general_reaction,valid,cached,False,
1777,RHEA:19017,encoded_general_reaction,valid,cached,False,
1778,RHEA:19021,encoded_general_reaction,valid,cached,False,
1779,RHEA:19025,encoded_general_reaction,valid,cached,False,
1780,RHEA:19029,encoded_general_reaction,valid,cached,False,
1781,RHEA:19033,encoded_general_reaction,valid,cached,False,
1782,RHEA:19037,encoded_general_reaction,valid,cached,False,
1783,RHEA:19041,encoded_general_reaction,valid,cached,False,
1784,RHEA:19045,encoded_general_reaction,valid,cached,False,
1785,RHEA:19049,encoded_general_reaction,valid,cached,False,
1786,RHEA:19053,encoded_general_reaction,valid,cached,False,
1787,RHEA:19057,encoded_general_reaction,valid,cached,False,
1788,RHEA:19061,encoded_general_reaction,valid,cached,False,
1789,RHEA:19069,encoded_general_reaction,valid,cached,False,
1790,RHEA:19073,encoded_general_reaction,valid,cached,False,
1791,RHEA:19081,encoded_general_reaction,valid,cached,False,
1792,RHEA:19085,encoded_general_reaction,valid,cached,False,
1793,RHEA:19089,encoded_general_reaction,valid,cached,False,
1794,RHEA:19093,encoded_general_reaction,valid,cached,False,
1795,RHEA:19105,encoded_general_reaction,valid,cached,False,
1796,RHEA:19117,encoded_general_reaction,valid,cached,False,
1797,RHEA:19121,encoded_general_reaction,valid,cached,False,
1798,RHEA:19125,encoded_general_reaction,valid,cached,False,
1799,RHEA:19129,encoded_general_reaction,valid,cached,False,
1800,RHEA:19141,encoded_general_reaction,valid,cached,False,
1801,RHEA:19149,encoded_general_reaction,valid,cached,False,
1802,RHEA:19157,encoded_general_reaction,valid,cached,False,
1803,RHEA:19165,encoded_general_reaction,valid,cached,False,
1804,RHEA:19169,encoded_general_reaction,valid,cached,False,
1805,RHEA:19173,encoded_general_reaction,valid,cached,False,
1806,RHEA:19177,encoded_general_reaction,valid,cached,False,
1807,RHEA:19181,encoded_general_reaction,valid,cached,False,
1808,RHEA:19189,encoded_general_reaction,valid,cached,False,
1809,RHEA:19193,encoded_general_reaction,valid,cached,False,
1810,RHEA:19197,encoded_general_reaction,valid,cached,False,
1811,RHEA:19201,encoded_general_reaction,valid,cached,False,
1812,RHEA:19205,encoded_general_reaction,valid,cached,False,
1813,RHEA:19209,encoded_general_reaction,valid,cached,False,
1814,RHEA:19213,encoded_general_reaction,valid,cached,False,
1815,RHEA:19217,encoded_general_reaction,valid,cached,False,
1816,RHEA:19221,encoded_general_reaction,valid,cached,False,
1817,RHEA:19225,encoded_general_reaction,valid,cached,False,
1818,RHEA:19229,encoded_general_reaction,valid,cached,False,
1819,RHEA:19233,encoded_general_reaction,valid,cached,False,
1820,RHEA:19245,encoded_general_reaction,valid,cached,False,
1821,RHEA:19253,encoded_general_reaction,valid,cached,False,
1822,RHEA:19257,encoded_general_reaction,valid,cached,False,
1823,RHEA:19261,encoded_general_reaction,valid,cached,False,
1824,RHEA:19265,encoded_general_reaction,valid,cached,False,
1825,RHEA:19273,encoded_general_reaction,valid,cached,False,
1826,RHEA:19277,encoded_general_reaction,valid,cached,False,
1827,RHEA:19281,encoded_general_reaction,valid,cached,False,
1828,RHEA:19289,encoded_general_reaction,valid,cached,False,
1829,RHEA:19293,encoded_general_reaction,valid,cached,False,
1830,RHEA:19297,encoded_general_reaction,valid,cached,False,
1831,RHEA:19301,encoded_general_reaction,valid,cached,False,
1832,RHEA:19305,encoded_general_reaction,valid,cached,False,
1833,RHEA:19309,encoded_general_reaction,valid,cached,False,
1834,RHEA:19313,encoded_general_reaction,valid,cached,False,
1835,RHEA:19317,encoded_general_reaction,valid,cached,False,
1836,RHEA:19329,encoded_general_reaction,valid,cached,False,
1837,RHEA:19333,encoded_general_reaction,valid,cached,False,
1838,RHEA:19341,encoded_general_reaction,valid,cached,False,
1839,RHEA:19345,encoded_general_reaction,valid,cached,False,
1840,RHEA:19353,encoded_general_reaction,valid,cached,False,
1841,RHEA:19361,copied_reference_feature,precomputed,precomputed,False,
1842,RHEA:19365,encoded_general_reaction,valid,cached,False,
1843,RHEA:19369,encoded_general_reaction,valid,cached,False,
1844,RHEA:19373,encoded_general_reaction,valid,cached,False,
1845,RHEA:19377,encoded_general_reaction,valid,cached,False,
1846,RHEA:19385,encoded_general_reaction,valid,cached,False,
1847,RHEA:19389,encoded_general_reaction,valid,cached,False,
1848,RHEA:19397,encoded_general_reaction,valid,cached,False,
1849,RHEA:19401,encoded_general_reaction,valid,cached,False,
1850,RHEA:19405,encoded_general_reaction,valid,cached,False,
1851,RHEA:19409,encoded_general_reaction,valid,cached,False,
1852,RHEA:19413,encoded_general_reaction,valid,cached,False,
1853,RHEA:19421,encoded_general_reaction,valid,cached,False,
1854,RHEA:19429,encoded_general_reaction,valid,cached,False,
1855,RHEA:19433,encoded_general_reaction,valid,cached,False,
1856,RHEA:19453,encoded_general_reaction,valid,cached,False,
1857,RHEA:19461,encoded_general_reaction,valid,cached,False,
1858,RHEA:19465,encoded_general_reaction,valid,cached,False,
1859,RHEA:19469,encoded_general_reaction,valid,cached,False,
1860,RHEA:19473,encoded_general_reaction,valid,cached,False,
1861,RHEA:19477,encoded_general_reaction,valid,cached,False,
1862,RHEA:19481,encoded_general_reaction,valid,cached,False,
1863,RHEA:19493,encoded_general_reaction,valid,cached,False,
1864,RHEA:19497,encoded_general_reaction,valid,cached,False,
1865,RHEA:19501,encoded_general_reaction,valid,cached,False,
1866,RHEA:19509,encoded_general_reaction,valid,cached,False,
1867,RHEA:19513,encoded_general_reaction,valid,cached,False,
1868,RHEA:19517,encoded_general_reaction,valid,cached,False,
1869,RHEA:19521,encoded_general_reaction,valid,cached,False,
1870,RHEA:19525,copied_reference_feature,precomputed,precomputed,False,
1871,RHEA:19533,encoded_general_reaction,valid,cached,False,
1872,RHEA:19537,encoded_general_reaction,valid,cached,False,
1873,RHEA:19541,encoded_general_reaction,valid,cached,False,
1874,RHEA:19545,encoded_general_reaction,valid,cached,False,
1875,RHEA:19553,encoded_general_reaction,valid,cached,False,
1876,RHEA:19565,copied_reference_feature,precomputed,precomputed,False,
1877,RHEA:19569,encoded_general_reaction,valid,cached,False,
1878,RHEA:19577,encoded_general_reaction,valid,cached,False,
1879,RHEA:19585,encoded_general_reaction,valid,cached,False,
1880,RHEA:19597,encoded_general_reaction,valid,cached,False,
1881,RHEA:19605,encoded_general_reaction,valid,cached,False,
1882,RHEA:19609,encoded_general_reaction,valid,cached,False,
1883,RHEA:19613,encoded_general_reaction,valid,cached,False,
1884,RHEA:19621,encoded_general_reaction,valid,cached,False,
1885,RHEA:19625,encoded_general_reaction,valid,cached,False,
1886,RHEA:19629,encoded_general_reaction,valid,cached,False,
1887,RHEA:19633,encoded_general_reaction,valid,cached,False,
1888,RHEA:19637,encoded_general_reaction,valid,cached,False,
1889,RHEA:19641,encoded_general_reaction,valid,cached,False,
1890,RHEA:19645,encoded_general_reaction,valid,cached,False,
1891,RHEA:19649,encoded_general_reaction,valid,cached,False,
1892,RHEA:19661,encoded_general_reaction,valid,cached,False,
1893,RHEA:19669,encoded_general_reaction,valid,cached,False,
1894,RHEA:19677,encoded_general_reaction,valid,cached,False,
1895,RHEA:19685,encoded_general_reaction,valid,cached,False,
1896,RHEA:19689,encoded_general_reaction,valid,cached,False,
1897,RHEA:19693,encoded_general_reaction,valid,cached,False,
1898,RHEA:19709,encoded_general_reaction,valid,cached,False,
1899,RHEA:19713,encoded_general_reaction,valid,cached,False,
1900,RHEA:19717,encoded_general_reaction,valid,cached,False,
1901,RHEA:19721,encoded_general_reaction,valid,cached,False,
1902,RHEA:19729,encoded_general_reaction,valid,cached,False,
1903,RHEA:19737,encoded_general_reaction,valid,cached,False,
1904,RHEA:19745,encoded_general_reaction,valid,cached,False,
1905,RHEA:19753,encoded_general_reaction,valid,cached,False,
1906,RHEA:19765,encoded_general_reaction,valid,cached,False,
1907,RHEA:19785,encoded_general_reaction,valid,cached,False,
1908,RHEA:19797,encoded_general_reaction,valid,cached,False,
1909,RHEA:19801,encoded_general_reaction,valid,cached,False,
1910,RHEA:19805,encoded_general_reaction,valid,cached,False,
1911,RHEA:19809,encoded_general_reaction,valid,cached,False,
1912,RHEA:19813,encoded_general_reaction,valid,cached,False,
1913,RHEA:19817,encoded_general_reaction,valid,cached,False,
1914,RHEA:19821,encoded_general_reaction,valid,cached,False,
1915,RHEA:19825,copied_reference_feature,precomputed,precomputed,False,
1916,RHEA:19829,encoded_general_reaction,valid,cached,False,
1917,RHEA:19833,encoded_general_reaction,valid,cached,False,
1918,RHEA:19837,encoded_general_reaction,valid,cached,False,
1919,RHEA:19841,encoded_general_reaction,valid,cached,False,
1920,RHEA:19845,encoded_general_reaction,valid,cached,False,
1921,RHEA:19849,encoded_general_reaction,valid,cached,False,
1922,RHEA:19865,encoded_general_reaction,valid,cached,False,
1923,RHEA:19869,encoded_general_reaction,valid,cached,False,
1924,RHEA:19873,encoded_general_reaction,valid,cached,False,
1925,RHEA:19877,encoded_general_reaction,valid,cached,False,
1926,RHEA:19885,encoded_general_reaction,valid,cached,False,
1927,RHEA:19889,encoded_general_reaction,valid,cached,False,
1928,RHEA:19893,encoded_general_reaction,valid,cached,False,
1929,RHEA:19897,encoded_general_reaction,valid,cached,False,
1930,RHEA:19909,encoded_general_reaction,valid,cached,False,
1931,RHEA:19913,encoded_general_reaction,valid,cached,False,
1932,RHEA:19921,encoded_general_reaction,valid,cached,False,
1933,RHEA:19933,encoded_general_reaction,valid,cached,False,
1934,RHEA:19937,encoded_general_reaction,valid,cached,False,
1935,RHEA:19941,encoded_general_reaction,valid,cached,False,
1936,RHEA:19945,encoded_general_reaction,valid,cached,False,
1937,RHEA:19949,encoded_general_reaction,valid,cached,False,
1938,RHEA:19961,encoded_general_reaction,valid,cached,False,
1939,RHEA:19965,encoded_general_reaction,valid,cached,False,
1940,RHEA:19973,encoded_general_reaction,valid,cached,False,
1941,RHEA:19981,encoded_general_reaction,valid,cached,False,
1942,RHEA:19985,encoded_general_reaction,valid,cached,False,
1943,RHEA:19989,encoded_general_reaction,valid,cached,False,
1944,RHEA:19993,encoded_general_reaction,valid,cached,False,
1945,RHEA:19997,encoded_general_reaction,valid,cached,False,
1946,RHEA:20001,encoded_general_reaction,valid,cached,False,
1947,RHEA:20005,encoded_general_reaction,valid,cached,False,
1948,RHEA:20009,encoded_general_reaction,valid,cached,False,
1949,RHEA:20013,encoded_general_reaction,valid,cached,False,
1950,RHEA:20017,encoded_general_reaction,valid,cached,False,
1951,RHEA:20021,encoded_general_reaction,valid,cached,False,
1952,RHEA:20033,encoded_general_reaction,valid,cached,False,
1953,RHEA:20037,encoded_general_reaction,valid,cached,False,
1954,RHEA:20049,encoded_general_reaction,valid,cached,False,
1955,RHEA:20053,encoded_general_reaction,valid,cached,False,
1956,RHEA:20057,encoded_general_reaction,valid,cached,False,
1957,RHEA:20061,encoded_general_reaction,valid,cached,False,
1958,RHEA:20065,encoded_general_reaction,valid,cached,False,
1959,RHEA:20069,encoded_general_reaction,valid,cached,False,
1960,RHEA:20073,encoded_general_reaction,valid,cached,False,
1961,RHEA:20077,encoded_general_reaction,valid,cached,False,
1962,RHEA:20085,encoded_general_reaction,valid,cached,False,
1963,RHEA:20093,encoded_general_reaction,valid,cached,False,
1964,RHEA:20097,encoded_general_reaction,valid,cached,False,
1965,RHEA:20101,encoded_general_reaction,valid,cached,False,
1966,RHEA:20105,encoded_general_reaction,valid,cached,False,
1967,RHEA:20109,encoded_general_reaction,valid,cached,False,
1968,RHEA:20113,encoded_general_reaction,valid,cached,False,
1969,RHEA:20117,encoded_general_reaction,valid,cached,False,
1970,RHEA:20121,encoded_general_reaction,valid,cached,False,
1971,RHEA:20125,encoded_general_reaction,valid,cached,False,
1972,RHEA:20129,encoded_general_reaction,valid,cached,False,
1973,RHEA:20133,encoded_general_reaction,valid,cached,False,
1974,RHEA:20137,encoded_general_reaction,valid,cached,False,
1975,RHEA:20141,encoded_general_reaction,valid,cached,False,
1976,RHEA:20149,encoded_general_reaction,valid,cached,False,
1977,RHEA:20153,encoded_general_reaction,valid,cached,False,
1978,RHEA:20161,encoded_general_reaction,valid,cached,False,
1979,RHEA:20189,encoded_general_reaction,valid,cached,False,
1980,RHEA:20193,encoded_general_reaction,valid,cached,False,
1981,RHEA:20201,encoded_general_reaction,valid,cached,False,
1982,RHEA:20213,encoded_general_reaction,valid,cached,False,
1983,RHEA:20217,encoded_general_reaction,valid,cached,False,
1984,RHEA:20221,encoded_general_reaction,valid,cached,False,
1985,RHEA:20225,encoded_general_reaction,valid,cached,False,
1986,RHEA:20233,encoded_general_reaction,valid,cached,False,
1987,RHEA:20241,encoded_general_reaction,valid,cached,False,
1988,RHEA:20245,encoded_general_reaction,valid,cached,False,
1989,RHEA:20249,encoded_general_reaction,valid,cached,False,
1990,RHEA:20253,encoded_general_reaction,valid,cached,False,
1991,RHEA:20261,encoded_general_reaction,valid,cached,False,
1992,RHEA:20265,encoded_general_reaction,valid,cached,False,
1993,RHEA:20269,encoded_general_reaction,valid,cached,False,
1994,RHEA:20273,encoded_general_reaction,valid,cached,False,
1995,RHEA:20277,encoded_general_reaction,valid,cached,False,
1996,RHEA:20281,encoded_general_reaction,valid,cached,False,
1997,RHEA:20285,encoded_general_reaction,valid,cached,False,
1998,RHEA:20289,encoded_general_reaction,valid,cached,False,
1999,RHEA:20297,encoded_general_reaction,valid,cached,False,
2000,RHEA:20301,encoded_general_reaction,valid,cached,False,
2001,RHEA:20305,encoded_general_reaction,valid,cached,False,
2002,RHEA:20309,encoded_general_reaction,valid,cached,False,
2003,RHEA:20313,encoded_general_reaction,valid,cached,False,
2004,RHEA:20317,encoded_general_reaction,valid,cached,False,
2005,RHEA:20321,encoded_general_reaction,valid,cached,False,
2006,RHEA:20333,encoded_general_reaction,valid,cached,False,
2007,RHEA:20345,encoded_general_reaction,valid,cached,False,
2008,RHEA:20353,encoded_general_reaction,valid,cached,False,
2009,RHEA:20357,encoded_general_reaction,valid,cached,False,
2010,RHEA:20361,encoded_general_reaction,valid,cached,False,
2011,RHEA:20365,encoded_general_reaction,valid,cached,False,
2012,RHEA:20373,encoded_general_reaction,valid,cached,False,
2013,RHEA:20377,encoded_general_reaction,valid,cached,False,
2014,RHEA:20381,encoded_general_reaction,valid,cached,False,
2015,RHEA:20397,encoded_general_reaction,valid,cached,False,
2016,RHEA:20401,encoded_general_reaction,valid,cached,False,
2017,RHEA:20405,encoded_general_reaction,valid,cached,False,
2018,RHEA:20417,encoded_general_reaction,valid,cached,False,
2019,RHEA:20421,encoded_general_reaction,valid,cached,False,
2020,RHEA:20425,encoded_general_reaction,valid,cached,False,
2021,RHEA:20429,encoded_general_reaction,valid,cached,False,
2022,RHEA:20433,encoded_general_reaction,valid,cached,False,
2023,RHEA:20441,encoded_general_reaction,valid,cached,False,
2024,RHEA:20445,encoded_general_reaction,valid,cached,False,
2025,RHEA:20453,encoded_general_reaction,valid,cached,False,
2026,RHEA:20457,encoded_general_reaction,valid,cached,False,
2027,RHEA:20461,encoded_general_reaction,valid,cached,False,
2028,RHEA:20469,encoded_general_reaction,valid,cached,False,
2029,RHEA:20473,encoded_general_reaction,valid,cached,False,
2030,RHEA:20485,encoded_general_reaction,valid,cached,False,
2031,RHEA:20493,encoded_general_reaction,valid,cached,False,
2032,RHEA:20497,encoded_general_reaction,valid,cached,False,
2033,RHEA:20505,encoded_general_reaction,valid,cached,False,
2034,RHEA:20509,encoded_general_reaction,valid,cached,False,
2035,RHEA:20513,encoded_general_reaction,valid,cached,False,
2036,RHEA:20517,encoded_general_reaction,valid,cached,False,
2037,RHEA:20521,encoded_general_reaction,valid,cached,False,
2038,RHEA:20525,encoded_general_reaction,valid,cached,False,
2039,RHEA:20529,encoded_general_reaction,valid,cached,False,
2040,RHEA:20533,encoded_general_reaction,valid,cached,False,
2041,RHEA:20537,encoded_general_reaction,valid,cached,False,
2042,RHEA:20545,encoded_general_reaction,valid,cached,False,
2043,RHEA:20549,encoded_general_reaction,valid,cached,False,
2044,RHEA:20553,encoded_general_reaction,valid,cached,False,
2045,RHEA:20557,encoded_general_reaction,valid,cached,False,
2046,RHEA:20565,copied_reference_feature,precomputed,precomputed,False,
2047,RHEA:20569,encoded_general_reaction,valid,cached,False,
2048,RHEA:20573,encoded_general_reaction,valid,cached,False,
2049,RHEA:20577,encoded_general_reaction,valid,cached,False,
2050,RHEA:20585,encoded_general_reaction,valid,cached,False,
2051,RHEA:20605,encoded_general_reaction,valid,cached,False,
2052,RHEA:20609,encoded_general_reaction,valid,cached,False,
2053,RHEA:20613,encoded_general_reaction,valid,cached,False,
2054,RHEA:20617,encoded_general_reaction,valid,cached,False,
2055,RHEA:20621,encoded_general_reaction,valid,cached,False,
2056,RHEA:20625,encoded_general_reaction,valid,cached,False,
2057,RHEA:20629,encoded_general_reaction,valid,cached,False,
2058,RHEA:20633,encoded_general_reaction,valid,cached,False,
2059,RHEA:20637,encoded_general_reaction,valid,cached,False,
2060,RHEA:20641,encoded_general_reaction,valid,cached,False,
2061,RHEA:20657,encoded_general_reaction,valid,cached,False,
2062,RHEA:20661,encoded_general_reaction,valid,cached,False,
2063,RHEA:20665,encoded_general_reaction,valid,cached,False,
2064,RHEA:20681,encoded_general_reaction,valid,cached,False,
2065,RHEA:20685,encoded_general_reaction,valid,cached,False,
2066,RHEA:20689,encoded_general_reaction,valid,cached,False,
2067,RHEA:20696,encoded_general_reaction,valid,cached,False,
2068,RHEA:20700,encoded_general_reaction,valid,cached,False,
2069,RHEA:20704,encoded_general_reaction,valid,cached,False,
2070,RHEA:20716,encoded_general_reaction,valid,cached,False,
2071,RHEA:20720,encoded_general_reaction,valid,cached,False,
2072,RHEA:20724,encoded_general_reaction,valid,cached,False,
2073,RHEA:20728,encoded_general_reaction,valid,cached,False,
2074,RHEA:20736,encoded_general_reaction,valid,cached,False,
2075,RHEA:20744,encoded_general_reaction,valid,cached,False,
2076,RHEA:20748,encoded_general_reaction,valid,cached,False,
2077,RHEA:20752,encoded_general_reaction,valid,cached,False,
2078,RHEA:20764,encoded_general_reaction,valid,cached,False,
2079,RHEA:20768,encoded_general_reaction,valid,cached,False,
2080,RHEA:20772,encoded_general_reaction,valid,cached,False,
2081,RHEA:20776,encoded_general_reaction,valid,cached,False,
2082,RHEA:20780,encoded_general_reaction,valid,cached,False,
2083,RHEA:20788,encoded_general_reaction,valid,cached,False,
2084,RHEA:20792,encoded_general_reaction,valid,cached,False,
2085,RHEA:20800,encoded_general_reaction,valid,cached,False,
2086,RHEA:20804,encoded_general_reaction,valid,cached,False,
2087,RHEA:20808,encoded_general_reaction,valid,cached,False,
2088,RHEA:20812,encoded_general_reaction,valid,cached,False,
2089,RHEA:20820,encoded_general_reaction,valid,cached,False,
2090,RHEA:20824,encoded_general_reaction,valid,cached,False,
2091,RHEA:20828,encoded_general_reaction,valid,cached,False,
2092,RHEA:20832,encoded_general_reaction,valid,cached,False,
2093,RHEA:20840,encoded_general_reaction,valid,cached,False,
2094,RHEA:20844,encoded_general_reaction,valid,cached,False,
2095,RHEA:20848,encoded_general_reaction,valid,cached,False,
2096,RHEA:20852,encoded_general_reaction,valid,cached,False,
2097,RHEA:20856,encoded_general_reaction,valid,cached,False,
2098,RHEA:20860,encoded_general_reaction,valid,cached,False,
2099,RHEA:20864,encoded_general_reaction,valid,cached,False,
2100,RHEA:20876,encoded_general_reaction,valid,cached,False,
2101,RHEA:20880,encoded_general_reaction,valid,cached,False,
2102,RHEA:20884,encoded_general_reaction,valid,cached,False,
2103,RHEA:20888,encoded_general_reaction,valid,cached,False,
2104,RHEA:20892,encoded_general_reaction,valid,cached,False,
2105,RHEA:20896,encoded_general_reaction,valid,cached,False,
2106,RHEA:20904,encoded_general_reaction,valid,cached,False,
2107,RHEA:20912,copied_reference_feature,precomputed,precomputed,False,
2108,RHEA:20920,encoded_general_reaction,valid,cached,False,
2109,RHEA:20924,encoded_general_reaction,valid,cached,False,
2110,RHEA:20940,encoded_general_reaction,valid,cached,False,
2111,RHEA:20944,encoded_general_reaction,valid,cached,False,
2112,RHEA:20948,encoded_general_reaction,valid,cached,False,
2113,RHEA:20956,encoded_general_reaction,valid,cached,False,
2114,RHEA:20960,encoded_general_reaction,valid,cached,False,
2115,RHEA:20964,encoded_general_reaction,valid,cached,False,
2116,RHEA:20968,encoded_general_reaction,valid,cached,False,
2117,RHEA:20976,encoded_general_reaction,valid,cached,False,
2118,RHEA:20980,encoded_general_reaction,valid,cached,False,
2119,RHEA:20984,encoded_general_reaction,valid,cached,False,
2120,RHEA:20992,encoded_general_reaction,valid,cached,False,
2121,RHEA:20996,encoded_general_reaction,valid,cached,False,
2122,RHEA:21000,encoded_general_reaction,valid,cached,False,
2123,RHEA:21016,encoded_general_reaction,valid,cached,False,
2124,RHEA:21020,encoded_general_reaction,valid,cached,False,
2125,RHEA:21028,encoded_general_reaction,valid,cached,False,
2126,RHEA:21032,encoded_general_reaction,valid,cached,False,
2127,RHEA:21036,encoded_general_reaction,valid,cached,False,
2128,RHEA:21040,encoded_general_reaction,valid,cached,False,
2129,RHEA:21044,encoded_general_reaction,valid,cached,False,
2130,RHEA:21048,encoded_general_reaction,valid,cached,False,
2131,RHEA:21052,encoded_general_reaction,valid,cached,False,
2132,RHEA:21064,encoded_general_reaction,valid,cached,False,
2133,RHEA:21080,encoded_general_reaction,valid,cached,False,
2134,RHEA:21088,encoded_general_reaction,valid,cached,False,
2135,RHEA:21096,encoded_general_reaction,valid,cached,False,
2136,RHEA:21104,encoded_general_reaction,valid,cached,False,
2137,RHEA:21108,encoded_general_reaction,valid,cached,False,
2138,RHEA:21112,encoded_general_reaction,valid,cached,False,
2139,RHEA:21116,encoded_general_reaction,valid,cached,False,
2140,RHEA:21124,encoded_general_reaction,valid,cached,False,
2141,RHEA:21128,encoded_general_reaction,valid,cached,False,
2142,RHEA:21132,encoded_general_reaction,valid,cached,False,
2143,RHEA:21136,encoded_general_reaction,valid,cached,False,
2144,RHEA:21140,encoded_general_reaction,valid,cached,False,
2145,RHEA:21152,encoded_general_reaction,valid,cached,False,
2146,RHEA:21160,encoded_general_reaction,valid,cached,False,
2147,RHEA:21164,encoded_general_reaction,valid,cached,False,
2148,RHEA:21172,encoded_general_reaction,valid,cached,False,
2149,RHEA:21176,encoded_general_reaction,valid,cached,False,
2150,RHEA:21188,encoded_general_reaction,valid,cached,False,
2151,RHEA:21196,encoded_general_reaction,valid,cached,False,
2152,RHEA:21200,encoded_general_reaction,valid,cached,False,
2153,RHEA:21204,encoded_general_reaction,valid,cached,False,
2154,RHEA:21208,encoded_general_reaction,valid,cached,False,
2155,RHEA:21220,encoded_general_reaction,valid,cached,False,
2156,RHEA:21228,encoded_general_reaction,valid,cached,False,
2157,RHEA:21232,encoded_general_reaction,valid,cached,False,
2158,RHEA:21240,encoded_general_reaction,valid,cached,False,
2159,RHEA:21252,encoded_general_reaction,valid,cached,False,
2160,RHEA:21256,encoded_general_reaction,valid,cached,False,
2161,RHEA:21260,encoded_general_reaction,valid,cached,False,
2162,RHEA:21264,encoded_general_reaction,valid,cached,False,
2163,RHEA:21272,encoded_general_reaction,valid,cached,False,
2164,RHEA:21276,encoded_general_reaction,valid,cached,False,
2165,RHEA:21284,encoded_general_reaction,valid,cached,False,
2166,RHEA:21292,encoded_general_reaction,valid,cached,False,
