representative,entry,cluster_id,min_sequence_identity,cluster_size
A0A3T0ZHJ5,A0A3T0ZHJ5,A0A3T0ZHJ5,0.5,2
A0A3T0ZHJ5,A0A8D5M7T9,A0A3T0ZHJ5,0.5,2
A0A3T0ZHL2,A0A098DME4,A0A3T0ZHL2,0.5,12
A0A3T0ZHL2,A0A3G9GX61,A0A3T0ZHL2,0.5,12
A0A3T0ZHL2,A0A3T0ZHL2,A0A3T0ZHL2,0.5,12
A0A3T0ZHL2,A0A8D5M3V0,A0A3T0ZHL2,0.5,12
A0A3T0ZHL2,A4DA41,A0A3T0ZHL2,0.5,12
A0A3T0ZHL2,E9F5F0,A0A3T0ZHL2,0.5,12
A0A3T0ZHL2,H1VM35,A0A3T0ZHL2,0.5,12
A0A3T0ZHL2,K2QVI4,A0A3T0ZHL2,0.5,12
A0A3T0ZHL2,P9WEQ4,A0A3T0ZHL2,0.5,12
A0A3T0ZHL2,P9WEX4,A0A3T0ZHL2,0.5,12
A0A3T0ZHL2,P9WEY1,A0A3T0ZHL2,0.5,12
A0A3T0ZHL2,Q4WLD1,A0A3T0ZHL2,0.5,12
A0A455LM26,A0A455LM26,A0A455LM26,0.5,1
A0A455LN86,A0A455LN86,A0A455LN86,0.5,2
A0A455LN86,A0A455LRW3,A0A455LN86,0.5,2
A0A455LXK0,A0A455LXK0,A0A455LXK0,0.5,2
A0A455LXK0,A0A455M7S4,A0A455LXK0,0.5,2
A0A455M2Y3,A0A455LLX1,A0A455M2Y3,0.5,2
A0A455M2Y3,A0A455M2Y3,A0A455M2Y3,0.5,2
A0A455R413,A0A455R413,A0A455R413,0.5,1
A0A455R4X0,A0A455R4X0,A0A455R4X0,0.5,1
A0A455R4Z0,A0A455R4Z0,A0A455R4Z0,0.5,1
A0A455R5H4,A0A455R5H4,A0A455R5H4,0.5,1
A0A455R5K2,A0A455R5K2,A0A455R5K2,0.5,1
A0A455R5P9,A0A455R5P9,A0A455R5P9,0.5,1
A0A455R624,A0A455R624,A0A455R624,0.5,1
A0A455R7E6,A0A455R7E6,A0A455R7E6,0.5,1
A0A455R7M0,A0A455R7M0,A0A455R7M0,0.5,1
A0A455RAK9,A0A455RAK9,A0A455RAK9,0.5,1
A0A484FVL2,A0A484FVL2,A0A484FVL2,0.5,1
A0A484FXR4,A0A484FXR4,A0A484FXR4,0.5,1
A0A4D6IA24,A0A386KZ50,A0A4D6IA24,0.5,2
A0A4D6IA24,A0A4D6IA24,A0A4D6IA24,0.5,2
A0A4D6Q415,A0A4D6Q415,A0A4D6Q415,0.5,1
A0A4P8GEA3,A0A2U8U2M1,A0A4P8GEA3,0.5,2
A0A4P8GEA3,A0A4P8GEA3,A0A4P8GEA3,0.5,2
A0A4P8GEB4,A0A4P8GEB4,A0A4P8GEB4,0.5,1
A0A4P8GEE8,A0A4P8GEE8,A0A4P8GEE8,0.5,1
A0A4P8GF19,A0A4P8GF19,A0A4P8GF19,0.5,1
A0A4P8GFV8,A0A2U8U2L5,A0A4P8GFV8,0.5,2
A0A4P8GFV8,A0A4P8GFV8,A0A4P8GFV8,0.5,2
A0A4P8GG75,A0A2U8U2L3,A0A4P8GG75,0.5,2
A0A4P8GG75,A0A4P8GG75,A0A4P8GG75,0.5,2
A0A4V1E8I5,A0A2U8U2L6,A0A4V1E8I5,0.5,2
A0A4V1E8I5,A0A4V1E8I5,A0A4V1E8I5,0.5,2
A0A516F405,A0A516F405,A0A516F405,0.5,1
A0A5Q0QMX0,A0A5Q0QMX0,A0A5Q0QMX0,0.5,1
A0A5Q0QMX1,A0A5Q0QMX1,A0A5Q0QMX1,0.5,1
A0A5Q0QMX6,A0A5Q0QMX6,A0A5Q0QMX6,0.5,1
A0A5Q0QNJ2,A0A5Q0QNJ2,A0A5Q0QNJ2,0.5,1
A0A5Q0QRK8,A0A5Q0QRK8,A0A5Q0QRK8,0.5,1
A0A6S6QR11,A0A2L0VXR0,A0A6S6QR11,0.5,2
A0A6S6QR11,A0A6S6QR11,A0A6S6QR11,0.5,2
A0A7D0AGU9,A0A7D0AGU9,A0A7D0AGU9,0.5,12
A0A7D0AGU9,E9F5E9,A0A7D0AGU9,0.5,12
A0A7D0AGU9,H1VQB1,A0A7D0AGU9,0.5,12
A0A7D0AGU9,I1RL14,A0A7D0AGU9,0.5,12
A0A7D0AGU9,J7FIX8,A0A7D0AGU9,0.5,12
A0A7D0AGU9,P9WEQ2,A0A7D0AGU9,0.5,12
A0A7D0AGU9,P9WEW8,A0A7D0AGU9,0.5,12
A0A7D0AGU9,P9WEX3,A0A7D0AGU9,0.5,12
A0A7D0AGU9,P9WEX9,A0A7D0AGU9,0.5,12
A0A7D0AGU9,Q4WBI4,A0A7D0AGU9,0.5,12
A0A7D0AGU9,Q672V6,A0A7D0AGU9,0.5,12
A0A7D0AGU9,Q9C446,A0A7D0AGU9,0.5,12
A0A7G5KLV2,A0A7G5KLV2,A0A7G5KLV2,0.5,1
A0A7J6FUX2,A0A1V0QSG9,A0A7J6FUX2,0.5,2
A0A7J6FUX2,A0A7J6FUX2,A0A7J6FUX2,0.5,2
A0A7J6HWR9,A0A1V0QSH7,A0A7J6HWR9,0.5,4
A0A7J6HWR9,A0A7J6HWR9,A0A7J6HWR9,0.5,4
A0A7J6HWR9,P0C565,A0A7J6HWR9,0.5,4
A0A7J6HWR9,P49350,A0A7J6HWR9,0.5,4
A0A803PDZ0,A0A7J6EK66,A0A803PDZ0,0.5,2
A0A803PDZ0,A0A803PDZ0,A0A803PDZ0,0.5,2
A0A858E4Y6,A0A858E4Y6,A0A858E4Y6,0.5,7
A0A858E4Y6,A0A858E4Y8,A0A858E4Y6,0.5,7
A0A858E4Y6,A0A858E6N7,A0A858E4Y6,0.5,7
A0A858E4Y6,A0A858E7G0,A0A858E4Y6,0.5,7
A0A858E4Y6,A0A858E7J4,A0A858E4Y6,0.5,7
A0A858E4Y6,A0A858E899,A0A858E4Y6,0.5,7
A0A858E4Y6,A0A858EAD5,A0A858E4Y6,0.5,7
A0A8D5M692,A0A8D5M692,A0A8D5M692,0.5,1
A0A8D5M8I1,A0A3T0ZHK6,A0A8D5M8I1,0.5,2
A0A8D5M8I1,A0A8D5M8I1,A0A8D5M8I1,0.5,2
A0A8D5RWG4,A0A8D5RWG4,A0A8D5RWG4,0.5,1
A0A8D5RY40,A0A3T0ZHK9,A0A8D5RY40,0.5,2
A0A8D5RY40,A0A8D5RY40,A0A8D5RY40,0.5,2
A0A8D5RZ52,A0A8D5RZ52,A0A8D5RZ52,0.5,1
A0A8H4CUY8,A0A8H4CUY8,A0A8H4CUY8,0.5,1
A0A8H7XMX0,A0A8H7XMX0,A0A8H7XMX0,0.5,1
A0A8H7XP09,A0A8H7XP09,A0A8H7XP09,0.5,3
A0A8H7XP09,A0A8H7XQ49,A0A8H7XP09,0.5,3
A0A8H7XP09,A0A8H8CFI5,A0A8H7XP09,0.5,3
A0A8K1AW51,A0A8K1AW51,A0A8K1AW51,0.5,1
A0A8K1AW54,A0A0P0ZEA9,A0A8K1AW54,0.5,3
A0A8K1AW54,A0A1L9WQK2,A0A8K1AW54,0.5,3
A0A8K1AW54,A0A8K1AW54,A0A8K1AW54,0.5,3
A0A8K1AWG4,A0A8K1AWG4,A0A8K1AWG4,0.5,1
A0SJQ5,A0SJQ5,A0SJQ5,0.5,2
A0SJQ5,Q92459,A0SJQ5,0.5,2
A1C8C2,A0A1V1FNM9,A1C8C2,0.5,4
A1C8C2,A1C8C2,A1C8C2,0.5,4
A1C8C2,L0N063,A1C8C2,0.5,4
A1C8C2,M2V933,A1C8C2,0.5,4
A1C8C3,A0A0U5G0B1,A1C8C3,0.5,4
A1C8C3,A0A1V1FVQ6,A1C8C3,0.5,4
A1C8C3,A1C8C3,A1C8C3,0.5,4
A1C8C3,M2V8C1,A1C8C3,0.5,4
A1C8C5,A1C8C5,A1C8C5,0.5,2
A1C8C5,M2URK9,A1C8C5,0.5,2
A1DN29,A1DN29,A1DN29,0.5,1
A1DN30,A1DN30,A1DN30,0.5,1
A2PZA5,A2PZA5,A2PZA5,0.5,1
A4D9R2,A4D9R2,A4D9R2,0.5,1
A4D9R3,A4D9R3,A4D9R3,0.5,1
A4FG19,A4FG19,A4FG19,0.5,1
A5A8G0,A5A8G0,A5A8G0,0.5,1
A5PHD6,A0A4P8GHJ1,A5PHD6,0.5,2
A5PHD6,A5PHD6,A5PHD6,0.5,2
A7NH01,A7NH01,A7NH01,0.5,1
A9AWD5,A9AWD5,A9AWD5,0.5,1
A9FZ87,A9FZ87,A9FZ87,0.5,1
A9GK58,A9GK58,A9GK58,0.5,1
A9JPE1,A9JPE1,A9JPE1,0.5,1
A9JPE4,A9JPE4,A9JPE4,0.5,1
B1B1U3,B1B1U3,B1B1U3,0.5,4
B1B1U3,B1B1U4,B1B1U3,0.5,4
B1B1U3,D2YZP9,B1B1U3,0.5,4
B1B1U3,Q0VHD6,B1B1U3,0.5,4
B1W019,B1W019,B1W019,0.5,1
B2C4D0,A0A3L6G998,B2C4D0,0.5,2
B2C4D0,B2C4D0,B2C4D0,0.5,2
B2DBF0,B2DBF0,B2DBF0,0.5,1
B2DBF1,B2DBF1,B2DBF1,0.5,1
B2J4A4,B2J4A4,B2J4A4,0.5,1
B2KSJ5,B2KSJ5,B2KSJ5,0.5,1
B2KSJ6,B2KSJ6,B2KSJ6,0.5,1
B3TPQ6,A0A7G5KLV1,B3TPQ6,0.5,2
B3TPQ6,B3TPQ6,B3TPQ6,0.5,2
B3Y522,B3Y522,B3Y522,0.5,1
B4FVP3,A0A1D6GQ67,B4FVP3,0.5,2
B4FVP3,B4FVP3,B4FVP3,0.5,2
B5GMG2,B5GMG2,B5GMG2,0.5,1
B5GRC8,B5GRC8,B5GRC8,0.5,1
B5GS26,B5GS26,B5GS26,0.5,1
B5GW45,B5GW45,B5GW45,0.5,1
B5H7H3,B5H7H3,B5H7H3,0.5,1
B5HDJ6,B5HDJ6,B5HDJ6,0.5,1
B6HFX8,A0A348DU52,B6HFX8,0.5,3
B6HFX8,B6HFX8,B6HFX8,0.5,3
B6HFX8,W6QAE7,B6HFX8,0.5,3
B6HUQ5,B6HUQ5,B6HUQ5,0.5,1
B6HV33,A0A1Y0BRF3,B6HV33,0.5,2
B6HV33,B6HV33,B6HV33,0.5,2
B6HV36,A0A097ZPF7,B6HV36,0.5,7
B6HV36,A0A0U5CJU6,B6HV36,0.5,7
B6HV36,A0A1E1FFL6,B6HV36,0.5,7
B6HV36,A0A1Y0BRF9,B6HV36,0.5,7
B6HV36,A0A2I1BSV1,B6HV36,0.5,7
B6HV36,B6HV36,B6HV36,0.5,7
B6HV36,C8VQ98,B6HV36,0.5,7
B6HV39,A0A0F7U1Z8,B6HV39,0.5,8
B6HV39,A0A0U5GFQ6,B6HV39,0.5,8
B6HV39,A0A1E1FFN5,B6HV39,0.5,8
B6HV39,A0A1Y0BRG0,B6HV39,0.5,8
B6HV39,A0A2I1BSV7,B6HV39,0.5,8
B6HV39,B6HV39,B6HV39,0.5,8
B6HV39,C8VE82,B6HV39,0.5,8
B6HV39,Q0C8A3,B6HV39,0.5,8
B8NHE0,B8NHE0,B8NHE0,0.5,1
B8NHE1,B8NHE1,B8NHE1,0.5,1
B8NHE4,A0A1L9WUW3,B8NHE4,0.5,2
B8NHE4,B8NHE4,B8NHE4,0.5,2
B8PD44,A0A5Q0QP64,B8PD44,0.5,4
B8PD44,A0A8H8CMW1,B8PD44,0.5,4
B8PD44,A8NU13,B8PD44,0.5,4
B8PD44,B8PD44,B8PD44,0.5,4
B8XA41,B8XA41,B8XA41,0.5,3
B8XA41,C1K5M3,B8XA41,0.5,3
B8XA41,G3CCC1,B8XA41,0.5,3
B9RHP7,A0A7G5KLV3,B9RHP7,0.5,5
B9RHP7,B9RHP7,B9RHP7,0.5,5
B9RHP7,Q5SBP3,B9RHP7,0.5,5
B9RHP7,Q6USK1,B9RHP7,0.5,5
B9RHP7,R4YVJ8,B9RHP7,0.5,5
B9RI00,B9RI00,B9RI00,0.5,3
B9RI00,B9S1N2,B9RI00,0.5,3
B9RI00,B9SBU9,B9RI00,0.5,3
B9RXW0,B9RXW0,B9RXW0,0.5,2
B9RXW0,Q84LB2,B9RXW0,0.5,2
B9SIM3,B9SIL7,B9SIM3,0.5,3
B9SIM3,B9SIM2,B9SIM3,0.5,3
B9SIM3,B9SIM3,B9SIM3,0.5,3
C1K5M2,C1K5M2,C1K5M2,0.5,2
C1K5M2,K7WQ45,C1K5M2,0.5,2
C5I9X1,C5I9X1,C5I9X1,0.5,1
C7PLV2,C7PLV2,C7PLV2,0.5,1
C9K1X5,C9K1X5,C9K1X5,0.5,1
C9K1X7,C9K1X6,C9K1X7,0.5,2
C9K1X7,C9K1X7,C9K1X7,0.5,2
C9K2Q2,C9K2Q2,C9K2Q2,0.5,1
C9K2Q3,C9K2Q3,C9K2Q3,0.5,1
D0VMR8,D0VMR5,D0VMR8,0.5,4
D0VMR8,D0VMR6,D0VMR8,0.5,4
D0VMR8,D0VMR7,D0VMR8,0.5,4
D0VMR8,D0VMR8,D0VMR8,0.5,4
D1MX85,D1MX85,D1MX85,0.5,1
D1MX86,D1MX86,D1MX86,0.5,1
D1MX87,D1MX87,D1MX87,0.5,1
D1MX88,D1MX88,D1MX88,0.5,1
D1MX89,D1MX89,D1MX89,0.5,1
D2B747,D2B747,D2B747,0.5,1
D5SJ87,D5SJ87,D5SJ87,0.5,1
D5SK09,D5SK09,D5SK09,0.5,1
D5SL78,D5SL78,D5SL78,0.5,1
D7PHY9,D7PHY9,D7PHY9,0.5,1
D7PHZ0,D7PHZ0,D7PHZ0,0.5,1
D7PHZ1,D7PHZ1,D7PHZ1,0.5,1
D7PHZ2,D7PHZ2,D7PHZ2,0.5,1
D7PHZ3,D7PHZ3,D7PHZ3,0.5,1
D7PHZ4,D7PHZ4,D7PHZ4,0.5,1
D7PHZ5,D7PHZ5,D7PHZ5,0.5,1
D7PHZ6,D7PHZ6,D7PHZ6,0.5,1
D7PHZ7,D7PHZ7,D7PHZ7,0.5,1
D7PHZ8,D7PHZ8,D7PHZ8,0.5,1
D7PHZ9,D7PHZ9,D7PHZ9,0.5,1
D7UTD0,D7UTD0,D7UTD0,0.5,1
D7UTD1,D7UTD1,D7UTD1,0.5,2
D7UTD1,E0D7H6,D7UTD1,0.5,2
D8RLD3,D8RLD3,D8RLD3,0.5,2
D8RLD3,J9R1J8,D8RLD3,0.5,2
D8RNZ9,D8RNZ9,D8RNZ9,0.5,1
D8S255,D8S255,D8S255,0.5,1
D9XD61,D9XD61,D9XD61,0.5,1
D9XDR8,D9XDR8,D9XDR8,0.5,1
E0D7H5,E0D7H5,E0D7H5,0.5,1
E2IUB0,A0A067DDU9,E2IUB0,0.5,58
E2IUB0,A0A067ECN5,E2IUB0,0.5,58
E2IUB0,A0A067FI21,E2IUB0,0.5,58
E2IUB0,A0A0S2IHL6,E2IUB0,0.5,58
E2IUB0,A0A0U2U4F3,E2IUB0,0.5,58
E2IUB0,A0A125SXN1,E2IUB0,0.5,58
E2IUB0,A0A125SXN2,E2IUB0,0.5,58
E2IUB0,A0A125SXN3,E2IUB0,0.5,58
E2IUB0,A0A5B8NBE6,E2IUB0,0.5,58
E2IUB0,A0A5B8NBN0,E2IUB0,0.5,58
E2IUB0,A0AAW1L0L7,E2IUB0,0.5,58
E2IUB0,A8C980,E2IUB0,0.5,58
E2IUB0,A8C981,E2IUB0,0.5,58
E2IUB0,A8CDT2,E2IUB0,0.5,58
E2IUB0,A8CDT3,E2IUB0,0.5,58
E2IUB0,B6EXY6,E2IUB0,0.5,58
E2IUB0,B9X0J1,E2IUB0,0.5,58
E2IUB0,E2IUA6,E2IUB0,0.5,58
E2IUB0,E2IUA7,E2IUB0,0.5,58
E2IUB0,E2IUA8,E2IUB0,0.5,58
E2IUB0,E2IUA9,E2IUB0,0.5,58
E2IUB0,E2IUB0,E2IUB0,0.5,58
E2IUB0,E7DN63,E2IUB0,0.5,58
E2IUB0,E7DN64,E2IUB0,0.5,58
E2IUB0,F8WQD0,E2IUB0,0.5,58
E2IUB0,H2KWF1,E2IUB0,0.5,58
E2IUB0,K7NBZ9,E2IUB0,0.5,58
E2IUB0,O82139,E2IUB0,0.5,58
E2IUB0,O82140,E2IUB0,0.5,58
E2IUB0,O82146,E2IUB0,0.5,58
E2IUB0,P0C8Y0,E2IUB0,0.5,58
E2IUB0,P0DXI1,E2IUB0,0.5,58
E2IUB0,P0DXI2,E2IUB0,0.5,58
E2IUB0,P38605,E2IUB0,0.5,58
E2IUB0,Q08IT1,E2IUB0,0.5,58
E2IUB0,Q1G1A4,E2IUB0,0.5,58
E2IUB0,Q2R712,E2IUB0,0.5,58
E2IUB0,Q2XPU6,E2IUB0,0.5,58
E2IUB0,Q2XPU7,E2IUB0,0.5,58
E2IUB0,Q55D85,E2IUB0,0.5,58
E2IUB0,Q6BE23,E2IUB0,0.5,58
E2IUB0,Q6BE24,E2IUB0,0.5,58
E2IUB0,Q6BE25,E2IUB0,0.5,58
E2IUB0,Q6Z2X6,E2IUB0,0.5,58
E2IUB0,Q764T8,E2IUB0,0.5,58
E2IUB0,Q8RWT0,E2IUB0,0.5,58
E2IUB0,Q8W3Z1,E2IUB0,0.5,58
E2IUB0,Q8W3Z2,E2IUB0,0.5,58
E2IUB0,Q8W3Z3,E2IUB0,0.5,58
E2IUB0,Q8W3Z4,E2IUB0,0.5,58
E2IUB0,Q948R6,E2IUB0,0.5,58
E2IUB0,Q9C5M3,E2IUB0,0.5,58
E2IUB0,Q9FZI2,E2IUB0,0.5,58
E2IUB0,Q9LRH7,E2IUB0,0.5,58
E2IUB0,Q9LRH8,E2IUB0,0.5,58
E2IUB0,Q9MB42,E2IUB0,0.5,58
E2IUB0,Q9SLP9,E2IUB0,0.5,58
E2IUB0,Q9SXV6,E2IUB0,0.5,58
E3W206,B5A434,E3W206,0.5,8
E3W206,E3W202,E3W206,0.5,8
E3W206,E3W203,E3W206,0.5,8
E3W206,E3W204,E3W206,0.5,8
E3W206,E3W205,E3W206,0.5,8
E3W206,E3W206,E3W206,0.5,8
E3W206,F6M8H8,E3W206,0.5,8
E3W206,F6M8I0,E3W206,0.5,8
E4MYY0,E4MYY0,E4MYY0,0.5,1
E4N7E5,A0A0B4EB91,E4N7E5,0.5,8
E4N7E5,A0A0B4FWC3,E4N7E5,0.5,8
E4N7E5,A0A0B4G3Q7,E4N7E5,0.5,8
E4N7E5,A0A0B4GN88,E4N7E5,0.5,8
E4N7E5,A0A0B4IF96,E4N7E5,0.5,8
E4N7E5,E4N7E5,E4N7E5,0.5,8
E4N7E5,E9E766,E4N7E5,0.5,8
E4N7E5,E9F8R9,E4N7E5,0.5,8
E8W6C7,E8W6C7,E8W6C7,0.5,1
E9F5E8,A0A0E3D8M2,E9F5E8,0.5,19
E9F5E8,A0A0E3D8Q2,E9F5E8,0.5,19
E9F5E8,A0A0M8MV11,E9F5E8,0.5,19
E9F5E8,A0A140JWT2,E9F5E8,0.5,19
E9F5E8,A0A1B7YCX1,E9F5E8,0.5,19
E9F5E8,A0A2I1BT01,E9F5E8,0.5,19
E9F5E8,A0A2I6PJ07,E9F5E8,0.5,19
E9F5E8,A0A3G9H8P0,E9F5E8,0.5,19
E9F5E8,A9JPE3,E9F5E8,0.5,19
E9F5E8,E3UBL6,E9F5E8,0.5,19
E9F5E8,E9F5E8,E9F5E8,0.5,19
E9F5E8,J7FIJ6,E9F5E8,0.5,19
E9F5E8,K2RU64,E9F5E8,0.5,19
E9F5E8,M1VJS5,E9F5E8,0.5,19
E9F5E8,P9WEX1,E9F5E8,0.5,19
E9F5E8,P9WEX7,E9F5E8,0.5,19
E9F5E8,P9WEY0,E9F5E8,0.5,19
E9F5E8,Q15FB1,E9F5E8,0.5,19
E9F5E8,Q4WLD2,E9F5E8,0.5,19
F0ZDD0,F0ZDD0,F0ZDD0,0.5,1
F0ZK52,F0ZK52,F0ZK52,0.5,1
F0ZL92,F0ZL92,F0ZL92,0.5,1
F0ZPL2,F0ZPL2,F0ZPL2,0.5,1
F1A1D6,F1A1D4,F1A1D6,0.5,3
F1A1D6,F1A1D6,F1A1D6,0.5,3
F1A1D6,Q86II4,F1A1D6,0.5,3
F1A3V1,F0ZHE2,F1A3V1,0.5,2
F1A3V1,F1A3V1,F1A3V1,0.5,2
F1SWA0,F1SWA0,F1SWA0,0.5,1
F8JK18,F8JK18,F8JK18,0.5,1
F8JSS1,A0A2P2GK84,F8JSS1,0.5,2
F8JSS1,F8JSS1,F8JSS1,0.5,2
G0Y7D1,B9RPM3,G0Y7D1,0.5,2
G0Y7D1,G0Y7D1,G0Y7D1,0.5,2
G1DGI7,G1DGI7,G1DGI7,0.5,1
G2P5T1,A0A291SJC7,G2P5T1,0.5,2
G2P5T1,G2P5T1,G2P5T1,0.5,2
G9MAN7,G9MAN7,G9MAN7,0.5,1
H1VQW0,H1VQW0,H1VQW0,0.5,1
H6U1I8,H6U1I8,H6U1I8,0.5,1
H7CE84,H7CE84,H7CE84,0.5,1
H9L9E5,B9S9Z3,H9L9E5,0.5,33
H9L9E5,B9SBV6,H9L9E5,0.5,33
H9L9E5,B9SCB6,H9L9E5,0.5,33
H9L9E5,D0UZK2,H9L9E5,0.5,33
H9L9E5,D5KXD2,H9L9E5,0.5,33
H9L9E5,E2E2N4,H9L9E5,0.5,33
H9L9E5,E2E2N5,H9L9E5,0.5,33
H9L9E5,E2E2N7,H9L9E5,0.5,33
H9L9E5,E2E2N8,H9L9E5,0.5,33
H9L9E5,F6M8H6,H9L9E5,0.5,33
H9L9E5,G5CV54,H9L9E5,0.5,33
H9L9E5,G8H5M8,H9L9E5,0.5,33
H9L9E5,G8H5M9,H9L9E5,0.5,33
H9L9E5,G8H5N1,H9L9E5,0.5,33
H9L9E5,H9L9E5,H9L9E5,0.5,33
H9L9E5,J7LJN5,H9L9E5,0.5,33
H9L9E5,J9R5V4,H9L9E5,0.5,33
H9L9E5,J9RLZ7,H9L9E5,0.5,33
H9L9E5,K4L9M2,H9L9E5,0.5,33
H9L9E5,K4LMW2,H9L9E5,0.5,33
H9L9E5,O49853,H9L9E5,0.5,33
H9L9E5,O64961,H9L9E5,0.5,33
H9L9E5,P0DO48,H9L9E5,0.5,33
H9L9E5,P93665,H9L9E5,0.5,33
H9L9E5,Q39760,H9L9E5,0.5,33
H9L9E5,Q39761,H9L9E5,0.5,33
H9L9E5,Q43714,H9L9E5,0.5,33
H9L9E5,Q5SBP6,H9L9E5,0.5,33
H9L9E5,Q6Q3H2,H9L9E5,0.5,33
H9L9E5,Q94JS8,H9L9E5,0.5,33
H9L9E5,Q9FQ27,H9L9E5,0.5,33
H9L9E5,U3LVL5,H9L9E5,0.5,33
H9L9E5,U3LVZ7,H9L9E5,0.5,33
I1RL11,A0A1B7YCC9,I1RL11,0.5,6
I1RL11,E9F5E7,I1RL11,0.5,6
I1RL11,I1RL11,I1RL11,0.5,6
I1RL11,K2QVI8,I1RL11,0.5,6
I1RL11,P9WEX0,I1RL11,0.5,6
I1RL11,P9WEX6,I1RL11,0.5,6
I1RL12,I1RL12,I1RL12,0.5,1
I1RL13,I1RL13,I1RL13,0.5,1
I1RQ76,I1RQ76,I1RQ76,0.5,1
I1S104,I1S104,I1S104,0.5,1
I1ZHA5,I1ZHA5,I1ZHA5,0.5,1
I2N045,I2N045,I2N045,0.5,1
I6RE61,I6RE61,I6RE61,0.5,1
J7FIP9,J7FIP9,J7FIP9,0.5,1
J7FJH0,J7FJH0,J7FJH0,0.5,1
J7FJH1,J7FJH1,J7FJH1,0.5,1
J7FK08,J7FK08,J7FK08,0.5,1
J9QS23,J9QS23,J9QS23,0.5,2
J9QS23,J9R388,J9QS23,0.5,2
J9QS25,J9QS25,J9QS25,0.5,1
J9R393,J9R393,J9R393,0.5,1
K0K750,K0K750,K0K750,0.5,1
K2RGJ8,I1RL18,K2RGJ8,0.5,2
K2RGJ8,K2RGJ8,K2RGJ8,0.5,2
K2RLM2,K2RLM2,K2RLM2,0.5,1
K2RLM6,H1VN83,K2RLM6,0.5,3
K2RLM6,K2RLM6,K2RLM6,0.5,3
K2RLM6,P9WEW9,K2RLM6,0.5,3
K2RU68,A0A1B7YCL6,K2RU68,0.5,3
K2RU68,I1RL15,K2RU68,0.5,3
K2RU68,K2RU68,K2RU68,0.5,3
K2SUY0,K2SUY0,K2SUY0,0.5,1
K4B6C9,K4B6C9,K4B6C9,0.5,1
K7WDC8,K7WDC8,K7WDC8,0.5,1
K7WDL7,K7WDL7,K7WDL7,0.5,1
L0MXJ1,L0MXJ1,L0MXJ1,0.5,1
L0MXJ3,L0MXJ3,L0MXJ3,0.5,1
L0MXX3,L0MXX3,L0MXX3,0.5,1
L0MYS5,L0MYS5,L0MYS5,0.5,1
L0MYS8,L0MYS8,L0MYS8,0.5,1
L0MZK0,L0MZK0,L0MZK0,0.5,1
L0MZK4,L0MZK4,L0MZK4,0.5,1
L0N065,L0N065,L0N065,0.5,1
M1UZ09,M1UZ09,M1UZ09,0.5,2
M1UZ09,Q15FB3,M1UZ09,0.5,2
M1V8J8,M1V8J8,M1V8J8,0.5,3
M1V8J8,Q56RZ1,M1V8J8,0.5,3
M1V8J8,Q56RZ5,M1V8J8,0.5,3
M1V9Q0,M1V9Q0,M1V9Q0,0.5,1
M1VDX3,M1VDX3,M1VDX3,0.5,1
M1VNH2,A0A0M9VUG7,M1VNH2,0.5,3
M1VNH2,M1VNH2,M1VNH2,0.5,3
M1VNH2,Q15FB4,M1VNH2,0.5,3
M2SPA3,A0A8H5Z7W4,M2SPA3,0.5,2
M2SPA3,M2SPA3,M2SPA3,0.5,2
M2T7Z1,M2T7Z1,M2T7Z1,0.5,1
M2U578,A0A1L7VFX3,M2U578,0.5,3
M2U578,M2U578,M2U578,0.5,3
M2U578,P9WER6,M2U578,0.5,3
M2UJ60,M2UJ60,M2UJ60,0.5,1
M2V0Z8,M2V0Z8,M2V0Z8,0.5,1
M4I1C6,M4I1C6,M4I1C6,0.5,1
M4VQY9,M4VQY9,M4VQY9,0.5,1
M5AW86,M5AW86,M5AW86,0.5,1
N4V6D4,N4V6D4,N4V6D4,0.5,1
O13284,O13284,O13284,0.5,1
O22184,O22184,O22184,0.5,2
O22184,O23651,O22184,0.5,2
O22340,A0A1L6Z3A0,O22340,0.5,56
O22340,C0PPR1,O22340,0.5,56
O22340,C0PT35,O22340,0.5,56
O22340,C0PTH8,O22340,0.5,56
O22340,C3RSF5,O22340,0.5,56
O22340,C7ASI9,O22340,0.5,56
O22340,F1CKI6,O22340,0.5,56
O22340,F1CKI8,O22340,0.5,56
O22340,F1CKI9,O22340,0.5,56
O22340,F1CKJ1,O22340,0.5,56
O22340,F2XF93,O22340,0.5,56
O22340,F2XF94,O22340,0.5,56
O22340,F2XF95,O22340,0.5,56
O22340,F2XF96,O22340,0.5,56
O22340,F2XF98,O22340,0.5,56
O22340,F2XF99,O22340,0.5,56
O22340,F2XFA1,O22340,0.5,56
O22340,F2XFA2,O22340,0.5,56
O22340,F2XFA4,O22340,0.5,56
O22340,F2XFA5,O22340,0.5,56
O22340,F2XFA6,O22340,0.5,56
O22340,F2XFA8,O22340,0.5,56
O22340,O22340,O22340,0.5,56
O22340,O24474,O22340,0.5,56
O22340,O24475,O22340,0.5,56
O22340,Q20HU7,O22340,0.5,56
O22340,Q6XDB5,O22340,0.5,56
O22340,Q84KL3,O22340,0.5,56
O22340,Q84KL4,O22340,0.5,56
O22340,Q84KL5,O22340,0.5,56
O22340,Q84KL6,O22340,0.5,56
O22340,Q84SM8,O22340,0.5,56
O22340,Q948Z0,O22340,0.5,56
O22340,Q9M7C9,O22340,0.5,56
O22340,Q9M7D0,O22340,0.5,56
