query_id,positive_count,candidate_count,mrr,map,macro_roc_auc,ndcg_at_10,best_positive_rank,mean_positive_rank,hit_at_1,hit_at_5,hit_at_10,hit_at_20,hit_at_50
Q8FW95,1,10131,0.002967359050445104,0.002967359050445104,0.966781836130306,0.0,337,337.0,0.0,0.0,0.0,0.0,0.0
Q8H1T3,1,10131,0.0006958942240779402,0.0006958942240779402,0.8582428430404738,0.0,1437,1437.0,0.0,0.0,0.0,0.0,0.0
Q8HXX9,1,10131,0.000546448087431694,0.000546448087431694,0.8194471865745311,0.0,1830,1830.0,0.0,0.0,0.0,0.0,0.0
Q8HY31,1,10131,0.0022624434389140274,0.0022624434389140274,0.9564659427443238,0.0,442,442.0,0.0,0.0,0.0,0.0,0.0
Q8K409,1,10131,0.006289308176100629,0.006289308176100629,0.9844027640671273,0.0,159,159.0,0.0,0.0,0.0,0.0,0.0
Q8MIP0,1,10131,0.0008695652173913044,0.0008695652173913044,0.8865745310957552,0.0,1150,1150.0,0.0,0.0,0.0,0.0,0.0
Q8N4E7,1,10131,0.0009033423667570009,0.0009033423667570009,0.8908193484698914,0.0,1107,1107.0,0.0,0.0,0.0,0.0,0.0
Q8RX97,1,10131,0.0008718395815170009,0.0008718395815170009,0.8868706811451135,0.0,1147,1147.0,0.0,0.0,0.0,0.0,0.0
Q8U1L4,1,10131,0.0003790750568612585,0.0003790750568612585,0.7396841066140177,0.0,2638,2638.0,0.0,0.0,0.0,0.0,0.0
Q8X947,1,10131,0.0005128205128205128,0.0005128205128205128,0.8076011846001975,0.0,1950,1950.0,0.0,0.0,0.0,0.0,0.0
Q8Z138,1,10131,0.000564652738565782,0.000564652738565782,0.8252714708785784,0.0,1771,1771.0,0.0,0.0,0.0,0.0,0.0
Q8Z9E1,1,10131,0.0004923682914820286,0.0004923682914820286,0.7996051332675223,0.0,2031,2031.0,0.0,0.0,0.0,0.0,0.0
Q8ZBK0,1,10131,0.000727802037845706,0.000727802037845706,0.864461994076999,0.0,1374,1374.0,0.0,0.0,0.0,0.0,0.0
Q8ZRS2,1,10131,0.0005027652086475615,0.0005027652086475615,0.803751233958539,0.0,1989,1989.0,0.0,0.0,0.0,0.0,0.0
Q93K96,2,10131,0.005681818181818182,0.008490626605033386,0.9827228749136143,0.0,176,176.5,0.0,0.0,0.0,0.0,0.0
Q93PP9,1,10131,0.0056179775280898875,0.0056179775280898875,0.9825271470878578,0.0,178,178.0,0.0,0.0,0.0,0.0,0.0
Q948P5,1,10131,0.0007874015748031496,0.0007874015748031496,0.8747285291214215,0.0,1270,1270.0,0.0,0.0,0.0,0.0,0.0
Q948P6,1,10131,0.0009285051067780873,0.0009285051067780873,0.8937808489634749,0.0,1077,1077.0,0.0,0.0,0.0,0.0,0.0
Q94FY2,1,10131,0.0007178750897343862,0.0007178750897343862,0.8625863770977296,0.0,1393,1393.0,0.0,0.0,0.0,0.0,0.0
Q94IC4,1,10131,0.0008888888888888889,0.0008888888888888889,0.8889930898321816,0.0,1125,1125.0,0.0,0.0,0.0,0.0,0.0
Q95MP7,1,10131,0.0007968127490039841,0.0007968127490039841,0.8762092793682132,0.0,1255,1255.0,0.0,0.0,0.0,0.0,0.0
Q96540,1,10131,0.0009124087591240876,0.0009124087591240876,0.8919052319842053,0.0,1096,1096.0,0.0,0.0,0.0,0.0,0.0
Q9CM94,1,10131,0.0005602240896358543,0.0005602240896358543,0.8238894373149063,0.0,1785,1785.0,0.0,0.0,0.0,0.0,0.0
Q9D5H4,1,10131,0.0007674597083653108,0.0007674597083653108,0.8714708785784797,0.0,1303,1303.0,0.0,0.0,0.0,0.0,0.0
Q9HTF3,1,10131,0.016129032258064516,0.016129032258064516,0.9939782823297137,0.0,62,62.0,0.0,0.0,0.0,0.0,0.0
Q9HTF4,1,10131,0.5,0.5,0.9999012833168806,0.6309297535714575,2,2.0,0.0,1.0,1.0,1.0,1.0
Q9HWF9,1,10131,0.0041841004184100415,0.0041841004184100415,0.9765054294175716,0.0,239,239.0,0.0,0.0,0.0,0.0,0.0
Q9HZS1,1,10131,0.0011337868480725624,0.0011337868480725624,0.913030602171767,0.0,882,882.0,0.0,0.0,0.0,0.0,0.0
Q9KM76,1,10131,0.0009107468123861566,0.0009107468123861566,0.8917077986179665,0.0,1098,1098.0,0.0,0.0,0.0,0.0,0.0
Q9L645,1,10131,0.0006013229104028864,0.0006013229104028864,0.8359328726554788,0.0,1663,1663.0,0.0,0.0,0.0,0.0,0.0
Q9LYN2,1,10131,0.0007892659826361484,0.0007892659826361484,0.8750246791707799,0.0,1267,1267.0,0.0,0.0,0.0,0.0,0.0
Q9M7B7,2,10131,0.0011402508551881414,0.0016328246837045914,0.9104057656234574,0.0,877,909.0,0.0,0.0,0.0,0.0,0.0
Q9M7B8,2,10131,0.0011806375442739079,0.0016760951022129584,0.9128739263500839,0.0,847,884.0,0.0,0.0,0.0,0.0,0.0
Q9PTS2,1,10131,0.0024449877750611247,0.0024449877750611247,0.9597235932872655,0.0,409,409.0,0.0,0.0,0.0,0.0,0.0
Q9S2N0,1,10131,0.00411522633744856,0.00411522633744856,0.9761105626850938,0.0,243,243.0,0.0,0.0,0.0,0.0,0.0
Q9S4K6,1,10131,0.01098901098901099,0.01098901098901099,0.9911154985192497,0.0,91,91.0,0.0,0.0,0.0,0.0,0.0
Q9S756,1,10131,0.0008077544426494346,0.0008077544426494346,0.8778874629812439,0.0,1238,1238.0,0.0,0.0,0.0,0.0,0.0
Q9SRL5,1,10131,0.0008756567425569177,0.0008756567425569177,0.887314906219151,0.0,1142,1142.0,0.0,0.0,0.0,0.0,0.0
Q9TY03,1,10131,0.0005920663114268798,0.0005920663114268798,0.8333662388943731,0.0,1689,1689.0,0.0,0.0,0.0,0.0,0.0
Q9UET6,1,10131,0.02127659574468085,0.02127659574468085,0.9954590325765055,0.0,47,47.0,0.0,0.0,0.0,0.0,1.0
Q9USJ5,1,10131,0.0024271844660194173,0.0024271844660194173,0.9594274432379072,0.0,412,412.0,0.0,0.0,0.0,0.0,0.0
Q9W385,1,10131,0.0010152284263959391,0.0010152284263959391,0.9028627838104639,0.0,985,985.0,0.0,0.0,0.0,0.0,0.0
Q9XT73,1,10131,0.0008032128514056225,0.0008032128514056225,0.8771964461994077,0.0,1245,1245.0,0.0,0.0,0.0,0.0,0.0
Q9ZHC5,1,10131,0.0001733402669440111,0.0001733402669440111,0.43060217176702864,0.0,5769,5769.0,0.0,0.0,0.0,0.0,0.0
Q9ZR07,1,10131,0.0006150061500615006,0.0006150061500615006,0.8395853899308984,0.0,1626,1626.0,0.0,0.0,0.0,0.0,0.0
S5RR11,8,10131,0.0008960573476702509,0.003667050435696929,0.8810382297737824,0.0,1116,1208.75,0.0,0.0,0.0,0.0,0.0
S5SC42,8,10131,0.00043346337234503684,0.0018167458418617442,0.759730317099674,0.0,2307,2436.75,0.0,0.0,0.0,0.0,0.0
W6QJR1,1,10131,0.0006901311249137336,0.0006901311249137336,0.8570582428430404,0.0,1449,1449.0,0.0,0.0,0.0,0.0,0.0
W6QY29,1,10131,0.047619047619047616,0.047619047619047616,0.998025666337611,0.0,21,21.0,0.0,0.0,0.0,0.0,1.0
W6YKT9,1,10131,0.019230769230769232,0.019230769230769232,0.9949654491609082,0.0,52,52.0,0.0,0.0,0.0,0.0,0.0
