Entry,rhea_id,protein_seen,reaction_seen,protein_cluster,reaction_cluster,protein_fold,reaction_fold
MARTS_SEQ_c7dff95ec622859a,MARTS_RXN_2cbcde3fbcd9119c,False,True,MARTS_SEQ_070cc90dff27ae54,C20_GGPP_like::MARTS_RXN_2cbcde3fbcd9119c,3,3
MARTS_SEQ_dd001a185c5785b7,MARTS_RXN_2cbcde3fbcd9119c,False,True,MARTS_SEQ_070cc90dff27ae54,C20_GGPP_like::MARTS_RXN_2cbcde3fbcd9119c,3,3
MARTS_SEQ_05d3e5964bbe455a,MARTS_RXN_e426458f43f2a858,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_c513b86ec22105d6,MARTS_RXN_c9bd9d79a4994f2b,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627,1,2
MARTS_SEQ_54e853f5f42f25fe,MARTS_RXN_1d163920da857104,True,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_1d163920da857104,2,3
MARTS_SEQ_54e853f5f42f25fe,MARTS_RXN_a9dae59672a6db7a,True,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,2,2
MARTS_SEQ_8c72c01faf7e4467,MARTS_RXN_6701a8c266660d4b,True,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_12ea767952411492,2,1
MARTS_SEQ_8c72c01faf7e4467,MARTS_RXN_ed21a7eee84cf790,True,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_577afee79e2cab7f,2,3
MARTS_SEQ_8c72c01faf7e4467,MARTS_RXN_b0d6adf0f8f25e7b,True,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,2,3
MARTS_SEQ_8c72c01faf7e4467,MARTS_RXN_a9dae59672a6db7a,True,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,2,2
MARTS_SEQ_8c72c01faf7e4467,MARTS_RXN_081cddde5cfec930,True,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_081cddde5cfec930,2,3
MARTS_SEQ_8c72c01faf7e4467,MARTS_RXN_445d3ade582cd4d9,True,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_12ea767952411492,2,1
MARTS_SEQ_bda99d4bb9e29669,MARTS_RXN_dd89a5b3606fb5ca,True,False,MARTS_SEQ_7765b3ab7ee6e87a,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca,1,1
MARTS_SEQ_5dc1da4b7d965ebf,MARTS_RXN_df155569071abbaf,False,True,MARTS_SEQ_0fa538d872f89f50,C15_FPP_like::MARTS_RXN_8d049834636c4bf1,2,0
MARTS_SEQ_05d01759e84a95d8,MARTS_RXN_e51c77fbe5d6e84c,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_d285caca89e1ff23,4,3
MARTS_SEQ_05d01759e84a95d8,MARTS_RXN_f0b6b1822fec7bbf,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4,4,3
MARTS_SEQ_05d01759e84a95d8,MARTS_RXN_e7e4baa8593b105a,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,4,1
MARTS_SEQ_05d01759e84a95d8,MARTS_RXN_01511fe455cdde25,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_01511fe455cdde25,4,0
MARTS_SEQ_05d01759e84a95d8,MARTS_RXN_d285caca89e1ff23,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_d285caca89e1ff23,4,3
MARTS_SEQ_05d01759e84a95d8,MARTS_RXN_cffca17c4e58c2b9,True,False,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_01511fe455cdde25,4,0
MARTS_SEQ_05d01759e84a95d8,MARTS_RXN_77507c68e72eca5f,True,True,MARTS_SEQ_05d01759e84a95d8,C10_GPP_like::MARTS_RXN_0bc621c08854694f,4,4
MARTS_SEQ_05d01759e84a95d8,MARTS_RXN_55a14b5942034dc9,True,True,MARTS_SEQ_05d01759e84a95d8,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,4,2
MARTS_SEQ_88f2222287679252,MARTS_RXN_e51c77fbe5d6e84c,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_d285caca89e1ff23,4,3
MARTS_SEQ_88f2222287679252,MARTS_RXN_e7e4baa8593b105a,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,4,1
MARTS_SEQ_88f2222287679252,MARTS_RXN_f0b6b1822fec7bbf,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4,4,3
MARTS_SEQ_88f2222287679252,MARTS_RXN_cffca17c4e58c2b9,True,False,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_01511fe455cdde25,4,0
MARTS_SEQ_88f2222287679252,MARTS_RXN_01511fe455cdde25,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_01511fe455cdde25,4,0
MARTS_SEQ_88f2222287679252,MARTS_RXN_d285caca89e1ff23,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_d285caca89e1ff23,4,3
MARTS_SEQ_88f2222287679252,MARTS_RXN_77507c68e72eca5f,True,True,MARTS_SEQ_05d01759e84a95d8,C10_GPP_like::MARTS_RXN_0bc621c08854694f,4,4
MARTS_SEQ_88f2222287679252,MARTS_RXN_55a14b5942034dc9,True,True,MARTS_SEQ_05d01759e84a95d8,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,4,2
MARTS_SEQ_293577ba86e8c36e,MARTS_RXN_e426458f43f2a858,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_0213bff4495b568f,MARTS_RXN_e426458f43f2a858,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_631c50402ca64f58,MARTS_RXN_c38237fa511c255a,False,False,MARTS_SEQ_5ea69553f2007cd0,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,2,0
MARTS_SEQ_2607aef3c75e8d26,MARTS_RXN_77507c68e72eca5f,False,True,MARTS_SEQ_7765b3ab7ee6e87a,C10_GPP_like::MARTS_RXN_0bc621c08854694f,1,4
MARTS_SEQ_7e781e7546b9b59f,MARTS_RXN_77507c68e72eca5f,False,True,MARTS_SEQ_9adf7e2b465ef16d,C10_GPP_like::MARTS_RXN_0bc621c08854694f,2,4
MARTS_SEQ_06e3c437ae9d7ca3,MARTS_RXN_030ced04f7a341d7,False,True,MARTS_SEQ_9adf7e2b465ef16d,C10_GPP_like::MARTS_RXN_030ced04f7a341d7,2,2
MARTS_SEQ_1395f56087873da7,MARTS_RXN_030ced04f7a341d7,False,True,MARTS_SEQ_9adf7e2b465ef16d,C10_GPP_like::MARTS_RXN_030ced04f7a341d7,2,2
MARTS_SEQ_64a755db8b338bb5,MARTS_RXN_994ba3440a8dbed7,False,True,MARTS_SEQ_15ca17370216743f,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,2,3
MARTS_SEQ_f10797a9b20a04ea,MARTS_RXN_bbce0c9a00867f6f,True,True,MARTS_SEQ_f10797a9b20a04ea,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,1,2
MARTS_SEQ_47db5b29de7bc3ba,MARTS_RXN_bcbc2819005abe22,True,True,MARTS_SEQ_464ba47f5711e5df,C5_IPP_DMAPP_like::MARTS_RXN_bcbc2819005abe22,4,4
MARTS_SEQ_3249a4d644a463d9,MARTS_RXN_9bfd169ae97ddf61,False,False,MARTS_SEQ_b8673c6f20256412,C20_GGPP_like::MARTS_RXN_618cb8d5f98f8d39,4,1
MARTS_SEQ_314d4c0030a774d4,MARTS_RXN_bbce0c9a00867f6f,True,True,MARTS_SEQ_dfc0b932e209b2b2,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,4,2
MARTS_SEQ_b4aa231866290d36,MARTS_RXN_c9bd9d79a4994f2b,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627,1,2
MARTS_SEQ_cff88cb2d5da0c04,MARTS_RXN_e9868487450315e1,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627,1,2
MARTS_SEQ_cea1a305b0b28901,MARTS_RXN_adce19f1dd817e77,True,True,MARTS_SEQ_d0cdcfc0acab8e9d,C20_GGPP_like::MARTS_RXN_adce19f1dd817e77,1,0
MARTS_SEQ_d746fb65cd3e75d7,MARTS_RXN_2642b09ac3c03635,True,True,MARTS_SEQ_d746fb65cd3e75d7,C15_FPP_like::MARTS_RXN_1e265ed0245aab34,3,4
MARTS_SEQ_2bccfeb05100b80c,MARTS_RXN_2cbcde3fbcd9119c,False,True,MARTS_SEQ_070cc90dff27ae54,C20_GGPP_like::MARTS_RXN_2cbcde3fbcd9119c,3,3
MARTS_SEQ_758e41194cf67fc5,MARTS_RXN_9063c0c9ffabebd5,False,True,MARTS_SEQ_ed03aa69987e98b8,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,2,1
MARTS_SEQ_be1f458ab2bab326,MARTS_RXN_bbce0c9a00867f6f,True,True,MARTS_SEQ_c0a6f21564dcedc4,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,1,2
MARTS_SEQ_be1f458ab2bab326,MARTS_RXN_d72149a152c41322,True,True,MARTS_SEQ_c0a6f21564dcedc4,C20_GGPP_like::MARTS_RXN_78399ec4fc85c2fe,1,1
MARTS_SEQ_8d24fd034a0e1b9d,MARTS_RXN_bbce0c9a00867f6f,True,True,MARTS_SEQ_c0a6f21564dcedc4,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,1,2
MARTS_SEQ_8d24fd034a0e1b9d,MARTS_RXN_3abc72608e40ec3b,True,False,MARTS_SEQ_c0a6f21564dcedc4,C20_GGPP_like::MARTS_RXN_0216267ce7f463bf,1,4
MARTS_SEQ_302a9396543fb4bf,MARTS_RXN_b6faae8ed504914f,False,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_302a9396543fb4bf,MARTS_RXN_994ba3440a8dbed7,False,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7,0,3
MARTS_SEQ_cecd99009cce571e,MARTS_RXN_77507c68e72eca5f,False,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_0bc621c08854694f,0,4
MARTS_SEQ_75984efa1b742447,MARTS_RXN_363a7d5a8012bceb,True,True,MARTS_SEQ_37ffc4d3027f73b2,C15_FPP_like::MARTS_RXN_363a7d5a8012bceb,0,4
MARTS_SEQ_70057507e04d72df,MARTS_RXN_2f18d5d70489a2db,False,True,MARTS_SEQ_822ee2ca8c663c23,C20_GGPP_like::MARTS_RXN_2f18d5d70489a2db,0,0
MARTS_SEQ_9ceb872bd5bf6c12,MARTS_RXN_9fe6bcba74a21a54,True,True,MARTS_SEQ_464ba47f5711e5df,C10_GPP_like::MARTS_RXN_9fe6bcba74a21a54,4,3
MARTS_SEQ_9ceb872bd5bf6c12,MARTS_RXN_54ce947e1616af93,True,True,MARTS_SEQ_464ba47f5711e5df,C10_GPP_like::MARTS_RXN_54ce947e1616af93,4,4
MARTS_SEQ_b982be995966d7e9,MARTS_RXN_d72149a152c41322,True,True,MARTS_SEQ_822ee2ca8c663c23,C20_GGPP_like::MARTS_RXN_78399ec4fc85c2fe,0,1
MARTS_SEQ_fc6eedc24f277ef9,MARTS_RXN_b0d6adf0f8f25e7b,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b,2,3
MARTS_SEQ_7ee05e328c7140cb,MARTS_RXN_a9dae59672a6db7a,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,2,2
MARTS_SEQ_8a9769449cfd6ecd,MARTS_RXN_9bfd169ae97ddf61,False,False,MARTS_SEQ_b8673c6f20256412,C20_GGPP_like::MARTS_RXN_618cb8d5f98f8d39,4,1
MARTS_SEQ_c5255a1ac090f69f,MARTS_RXN_1428f098b24c82b2,True,False,MARTS_SEQ_2cd8f7ec415de4ae,C15_FPP_like::MARTS_RXN_1428f098b24c82b2,2,4
MARTS_SEQ_c5255a1ac090f69f,MARTS_RXN_273d945266e1a548,True,True,MARTS_SEQ_2cd8f7ec415de4ae,C15_FPP_like::MARTS_RXN_1428f098b24c82b2,2,4
MARTS_SEQ_c5255a1ac090f69f,MARTS_RXN_484a249db6f91749,True,True,MARTS_SEQ_2cd8f7ec415de4ae,C15_FPP_like::MARTS_RXN_484a249db6f91749,2,1
MARTS_SEQ_c5255a1ac090f69f,MARTS_RXN_c039ce9df6e875e8,True,True,MARTS_SEQ_2cd8f7ec415de4ae,C15_FPP_like::MARTS_RXN_484a249db6f91749,2,1
MARTS_SEQ_19b27966f44a4e7f,MARTS_RXN_9fe6bcba74a21a54,True,True,MARTS_SEQ_464ba47f5711e5df,C10_GPP_like::MARTS_RXN_9fe6bcba74a21a54,4,3
MARTS_SEQ_cb1f50de5f2d8a0e,MARTS_RXN_e534dc4a16ad7354,True,True,MARTS_SEQ_f990d06478845206,C15_FPP_like::MARTS_RXN_577afee79e2cab7f,0,3
MARTS_SEQ_cb1f50de5f2d8a0e,MARTS_RXN_ed21a7eee84cf790,True,True,MARTS_SEQ_f990d06478845206,C15_FPP_like::MARTS_RXN_577afee79e2cab7f,0,3
MARTS_SEQ_3e62ea357f11f360,MARTS_RXN_a9dae59672a6db7a,True,True,MARTS_SEQ_f990d06478845206,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,0,2
MARTS_SEQ_36c69185752dc675,MARTS_RXN_484a249db6f91749,True,True,MARTS_SEQ_2cd8f7ec415de4ae,C15_FPP_like::MARTS_RXN_484a249db6f91749,2,1
MARTS_SEQ_442adc5b74b377db,MARTS_RXN_4ea065b2a78469c4,True,True,MARTS_SEQ_01c66316d8af2f4f,C15_FPP_like::MARTS_RXN_4ea065b2a78469c4,3,0
MARTS_SEQ_a1727293989ab3a2,MARTS_RXN_a4e96415200ab234,True,True,MARTS_SEQ_11bf59196664f3be,C10_GPP_like::MARTS_RXN_a4e96415200ab234,1,0
MARTS_SEQ_6feb22b5ef6e5374,MARTS_RXN_64e8d90fe13ffb00,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_64e8d90fe13ffb00,3,2
MARTS_SEQ_37ce9baa84e6cfab,MARTS_RXN_55a14b5942034dc9,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,3,2
MARTS_SEQ_642e6a54c61eb37d,MARTS_RXN_9e4ea3b1a4631521,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_9e4ea3b1a4631521,3,4
MARTS_SEQ_dd38da9e35f0dd7e,MARTS_RXN_68d7c7a6b97fc6da,True,False,MARTS_SEQ_a6ceefed31fec741,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,0,0
MARTS_SEQ_dd38da9e35f0dd7e,MARTS_RXN_df155569071abbaf,True,True,MARTS_SEQ_a6ceefed31fec741,C15_FPP_like::MARTS_RXN_8d049834636c4bf1,0,0
MARTS_SEQ_dd38da9e35f0dd7e,MARTS_RXN_412a1f752827b429,True,False,MARTS_SEQ_a6ceefed31fec741,C30_long_prenyl_like::MARTS_RXN_23432a8b720a855c,0,4
MARTS_SEQ_9f1dbe99981cc885,MARTS_RXN_bbce0c9a00867f6f,True,True,MARTS_SEQ_dfc0b932e209b2b2,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,4,2
MARTS_SEQ_498b7933757c343c,MARTS_RXN_bbce0c9a00867f6f,True,True,MARTS_SEQ_498b7933757c343c,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,0,2
MARTS_SEQ_e59cd29c3617f2db,MARTS_RXN_d3c3b5b936c0676b,True,True,MARTS_SEQ_e59cd29c3617f2db,C20_GGPP_like::MARTS_RXN_d3c3b5b936c0676b,3,3
MARTS_SEQ_96ce4d29991537e2,MARTS_RXN_e7e4baa8593b105a,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,4,1
MARTS_SEQ_96ce4d29991537e2,MARTS_RXN_91d7d339e1488bd0,True,True,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,4,0
MARTS_SEQ_96ce4d29991537e2,MARTS_RXN_2ffb342ca0601b18,True,False,MARTS_SEQ_05d01759e84a95d8,C15_FPP_like::MARTS_RXN_2ffb342ca0601b18,4,4
MARTS_SEQ_96ce4d29991537e2,MARTS_RXN_9e4ea3b1a4631521,True,True,MARTS_SEQ_05d01759e84a95d8,C10_GPP_like::MARTS_RXN_9e4ea3b1a4631521,4,4
MARTS_SEQ_96ce4d29991537e2,MARTS_RXN_77507c68e72eca5f,True,True,MARTS_SEQ_05d01759e84a95d8,C10_GPP_like::MARTS_RXN_0bc621c08854694f,4,4
MARTS_SEQ_96ce4d29991537e2,MARTS_RXN_55a14b5942034dc9,True,True,MARTS_SEQ_05d01759e84a95d8,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,4,2
MARTS_SEQ_96ce4d29991537e2,MARTS_RXN_a4e96415200ab234,True,True,MARTS_SEQ_05d01759e84a95d8,C10_GPP_like::MARTS_RXN_a4e96415200ab234,4,0
MARTS_SEQ_619d604d336db409,MARTS_RXN_524236d5871c8779,True,True,MARTS_SEQ_619d604d336db409,C15_FPP_like::MARTS_RXN_524236d5871c8779,4,2
MARTS_SEQ_8aed6c342bb893ab,MARTS_RXN_e426458f43f2a858,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_e8ec15a0c53febe8,MARTS_RXN_ea56a260171d74ba,False,True,MARTS_SEQ_9adf7e2b465ef16d,C10_GPP_like::MARTS_RXN_ea56a260171d74ba,2,4
MARTS_SEQ_fb5fa1107588f862,MARTS_RXN_55a14b5942034dc9,False,True,MARTS_SEQ_fb5fa1107588f862,C10_GPP_like::MARTS_RXN_55a14b5942034dc9,2,2
MARTS_SEQ_c8594fd9a383dc8d,MARTS_RXN_c9bd9d79a4994f2b,True,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_0fc1278d92cea627,1,2
MARTS_SEQ_5311f17bf71dd5a8,MARTS_RXN_aa1c51dc47fedf4f,True,True,MARTS_SEQ_5311f17bf71dd5a8,C15_FPP_like::MARTS_RXN_aa1c51dc47fedf4f,2,0
MARTS_SEQ_6b0ede16f2712662,MARTS_RXN_68d7c7a6b97fc6da,True,False,MARTS_SEQ_6b0ede16f2712662,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,3,0
MARTS_SEQ_a7d54d3c0b808ca5,MARTS_RXN_7d1185597c0f232d,True,True,MARTS_SEQ_a7d54d3c0b808ca5,C15_FPP_like::MARTS_RXN_7d1185597c0f232d,3,1
MARTS_SEQ_15e0c6fac889cdb4,MARTS_RXN_9bfd169ae97ddf61,False,False,MARTS_SEQ_b8673c6f20256412,C20_GGPP_like::MARTS_RXN_618cb8d5f98f8d39,4,1
MARTS_SEQ_464ba47f5711e5df,MARTS_RXN_bcbc2819005abe22,True,True,MARTS_SEQ_464ba47f5711e5df,C5_IPP_DMAPP_like::MARTS_RXN_bcbc2819005abe22,4,4
MARTS_SEQ_a3a05c4a0e055156,MARTS_RXN_3abc72608e40ec3b,True,False,MARTS_SEQ_c0a6f21564dcedc4,C20_GGPP_like::MARTS_RXN_0216267ce7f463bf,1,4
MARTS_SEQ_a3a05c4a0e055156,MARTS_RXN_29bbf964d264af82,True,False,MARTS_SEQ_c0a6f21564dcedc4,C20_GGPP_like::MARTS_RXN_29bbf964d264af82,1,1
MARTS_SEQ_a3a05c4a0e055156,MARTS_RXN_0216267ce7f463bf,True,False,MARTS_SEQ_c0a6f21564dcedc4,C20_GGPP_like::MARTS_RXN_0216267ce7f463bf,1,4
MARTS_SEQ_1421da48ed29257e,MARTS_RXN_0d0c4cf767f1e407,True,True,MARTS_SEQ_be32e5b0aa87954d,C30_long_prenyl_like::MARTS_RXN_0304c008705652f9,4,3
MARTS_SEQ_a517563c4d398285,MARTS_RXN_54f9295f8233f1ff,True,True,MARTS_SEQ_b6e05b61183c334d,C30_long_prenyl_like::MARTS_RXN_534c9b024fd41f1d,3,0
MARTS_SEQ_35fa1b05041cfc24,MARTS_RXN_54f9295f8233f1ff,True,True,MARTS_SEQ_b6e05b61183c334d,C30_long_prenyl_like::MARTS_RXN_534c9b024fd41f1d,3,0
MARTS_SEQ_1240272e5aa4da1f,MARTS_RXN_68d7c7a6b97fc6da,False,False,MARTS_SEQ_1240272e5aa4da1f,C15_FPP_like::MARTS_RXN_4e8885af0277ca69,1,0
MARTS_SEQ_1b32f1b45ad109f0,MARTS_RXN_c1dd43a147d429c7,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_c1dd43a147d429c7,2,4
MARTS_SEQ_eb98e2f369e6bb4a,MARTS_RXN_c1dd43a147d429c7,False,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_c1dd43a147d429c7,2,4
MARTS_SEQ_3a31f101881d502b,MARTS_RXN_2f66322fcd3079e5,True,True,MARTS_SEQ_a0eae61a142ea471,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,3,1
MARTS_SEQ_3ade3103a0a90df0,MARTS_RXN_f5e8b39a2de92b5e,True,True,MARTS_SEQ_a0eae61a142ea471,C15_FPP_like::MARTS_RXN_aa08b38a4b890e6d,3,0
MARTS_SEQ_3ade3103a0a90df0,MARTS_RXN_c039ce9df6e875e8,True,True,MARTS_SEQ_a0eae61a142ea471,C15_FPP_like::MARTS_RXN_484a249db6f91749,3,1
MARTS_SEQ_3ade3103a0a90df0,MARTS_RXN_081cddde5cfec930,True,True,MARTS_SEQ_a0eae61a142ea471,C15_FPP_like::MARTS_RXN_081cddde5cfec930,3,3
MARTS_SEQ_92b66936695e9942,MARTS_RXN_9e4ea3b1a4631521,False,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_9e4ea3b1a4631521,0,4
MARTS_SEQ_1cd35f2d78398346,MARTS_RXN_6d4b93a57332c8e7,True,True,MARTS_SEQ_ed03aa69987e98b8,C15_FPP_like::MARTS_RXN_6d4b93a57332c8e7,2,1
MARTS_SEQ_3448de0e83a08b8a,MARTS_RXN_b6faae8ed504914f,False,True,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_b6faae8ed504914f,0,3
MARTS_SEQ_3448de0e83a08b8a,MARTS_RXN_8d2492a66172fc60,False,False,MARTS_SEQ_7b9011395eaa2a91,C10_GPP_like::MARTS_RXN_8d2492a66172fc60,0,2
MARTS_SEQ_3448de0e83a08b8a,MARTS_RXN_6d4b93a57332c8e7,False,True,MARTS_SEQ_7b9011395eaa2a91,C15_FPP_like::MARTS_RXN_6d4b93a57332c8e7,0,1
MARTS_SEQ_dd0dd1dab30e9d0e,MARTS_RXN_bee3bfd0a3ce9d09,True,True,MARTS_SEQ_dd0dd1dab30e9d0e,C15_FPP_like::MARTS_RXN_3a4f24000917253d,1,2
MARTS_SEQ_dd0dd1dab30e9d0e,MARTS_RXN_3a4f24000917253d,True,True,MARTS_SEQ_dd0dd1dab30e9d0e,C15_FPP_like::MARTS_RXN_3a4f24000917253d,1,2
MARTS_SEQ_dd0dd1dab30e9d0e,MARTS_RXN_1e265ed0245aab34,True,True,MARTS_SEQ_dd0dd1dab30e9d0e,C15_FPP_like::MARTS_RXN_1e265ed0245aab34,1,4
MARTS_SEQ_eab7597ba9ece420,MARTS_RXN_8d064654eda71035,True,True,MARTS_SEQ_da950cb15f199aeb,C10_GPP_like::MARTS_RXN_8d064654eda71035,3,4
MARTS_SEQ_4cb9d6ebfbbdec96,MARTS_RXN_01511fe455cdde25,True,True,MARTS_SEQ_2cd8f7ec415de4ae,C15_FPP_like::MARTS_RXN_01511fe455cdde25,2,0
MARTS_SEQ_4072827aee8a6240,MARTS_RXN_a9dae59672a6db7a,True,True,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,4,2
MARTS_SEQ_1320445eb2de6e3c,MARTS_RXN_2f66322fcd3079e5,True,True,MARTS_SEQ_64eaadd3d85735e1,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5,3,1
MARTS_SEQ_8e4ba63d62b1b836,MARTS_RXN_a9dae59672a6db7a,True,True,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a,4,2
MARTS_SEQ_e3ca9c83bbbe4571,MARTS_RXN_4cfa7e6347acb9dd,True,False,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_4cfa7e6347acb9dd,4,4
MARTS_SEQ_e3ca9c83bbbe4571,MARTS_RXN_f2690fb4e1d62b13,True,True,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_f2690fb4e1d62b13,4,0
MARTS_SEQ_e3ca9c83bbbe4571,MARTS_RXN_ed65fc0ae86103c3,True,False,MARTS_SEQ_0208f1bad1ddf22b,C15_FPP_like::MARTS_RXN_ed65fc0ae86103c3,4,4
MARTS_SEQ_46c8a1bf8cb22622,MARTS_RXN_c1dd43a147d429c7,True,True,MARTS_SEQ_71aada349df149e5,C15_FPP_like::MARTS_RXN_c1dd43a147d429c7,2,4
MARTS_SEQ_05502cf7410dcd63,MARTS_RXN_bbce0c9a00867f6f,True,True,MARTS_SEQ_f10797a9b20a04ea,C20_GGPP_like::MARTS_RXN_00588b0f0a754835,1,2
MARTS_SEQ_80c000dd08d41af5,MARTS_RXN_2cbcde3fbcd9119c,True,True,MARTS_SEQ_070cc90dff27ae54,C20_GGPP_like::MARTS_RXN_2cbcde3fbcd9119c,3,3
MARTS_SEQ_ef83b6ed7ad375d5,MARTS_RXN_445d3ade582cd4d9,True,True,MARTS_SEQ_64eaadd3d85735e1,C15_FPP_like::MARTS_RXN_12ea767952411492,3,1
MARTS_SEQ_7c5e98b28ffd05d3,MARTS_RXN_77507c68e72eca5f,False,True,MARTS_SEQ_01a2a3c85bc8db15,C10_GPP_like::MARTS_RXN_0bc621c08854694f,1,4
MARTS_SEQ_83546d9ab572d127,MARTS_RXN_e426458f43f2a858,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_8ac5e885860d618d,MARTS_RXN_e426458f43f2a858,False,True,MARTS_SEQ_72cac0d4796c2523,C30_long_prenyl_like::MARTS_RXN_53b95bb128cc8604,1,4
MARTS_SEQ_64eaadd3d85735e1,MARTS_RXN_12ea767952411492,True,False,MARTS_SEQ_64eaadd3d85735e1,C15_FPP_like::MARTS_RXN_12ea767952411492,3,1
